@RELATION training_18_01_06_12_11
@ATTRIBUTE x0 NUMERIC
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE x10 NUMERIC
@ATTRIBUTE x11 NUMERIC
@ATTRIBUTE x12 NUMERIC
@ATTRIBUTE x13 NUMERIC
@ATTRIBUTE x14 NUMERIC
@ATTRIBUTE x15 NUMERIC
@ATTRIBUTE x16 NUMERIC
@ATTRIBUTE x17 NUMERIC
@ATTRIBUTE x18 NUMERIC
@ATTRIBUTE x19 NUMERIC
@ATTRIBUTE x20 NUMERIC
@ATTRIBUTE x21 NUMERIC
@ATTRIBUTE x22 NUMERIC
@ATTRIBUTE x23 NUMERIC
@ATTRIBUTE x24 NUMERIC
@ATTRIBUTE x25 NUMERIC
@ATTRIBUTE x26 NUMERIC
@ATTRIBUTE x27 NUMERIC
@ATTRIBUTE x28 NUMERIC
@ATTRIBUTE x29 NUMERIC
@ATTRIBUTE x30 NUMERIC
@ATTRIBUTE x31 NUMERIC
@ATTRIBUTE x32 NUMERIC
@ATTRIBUTE x33 NUMERIC
@ATTRIBUTE x34 NUMERIC
@ATTRIBUTE x35 NUMERIC
@ATTRIBUTE x36 NUMERIC
@ATTRIBUTE x37 NUMERIC
@ATTRIBUTE x38 NUMERIC
@ATTRIBUTE x39 NUMERIC
@ATTRIBUTE x40 NUMERIC
@ATTRIBUTE x41 NUMERIC
@ATTRIBUTE x42 NUMERIC
@ATTRIBUTE x43 NUMERIC
@ATTRIBUTE x44 NUMERIC
@ATTRIBUTE x45 NUMERIC
@ATTRIBUTE x46 NUMERIC
@ATTRIBUTE x47 NUMERIC
@ATTRIBUTE x48 NUMERIC
@ATTRIBUTE x49 NUMERIC
@ATTRIBUTE x50 NUMERIC
@ATTRIBUTE x51 NUMERIC
@ATTRIBUTE x52 NUMERIC
@ATTRIBUTE x53 NUMERIC
@ATTRIBUTE x54 NUMERIC
@ATTRIBUTE x55 NUMERIC
@ATTRIBUTE x56 NUMERIC
@ATTRIBUTE x57 NUMERIC
@ATTRIBUTE x58 NUMERIC
@ATTRIBUTE x59 NUMERIC
@ATTRIBUTE x60 NUMERIC
@ATTRIBUTE x61 NUMERIC
@ATTRIBUTE x62 NUMERIC
@ATTRIBUTE x63 NUMERIC
@ATTRIBUTE x64 NUMERIC
@ATTRIBUTE x65 NUMERIC
@ATTRIBUTE x66 NUMERIC
@ATTRIBUTE x67 NUMERIC
@ATTRIBUTE x68 NUMERIC
@ATTRIBUTE x69 NUMERIC
@ATTRIBUTE x70 NUMERIC
@ATTRIBUTE x71 NUMERIC
@ATTRIBUTE x72 NUMERIC
@ATTRIBUTE x73 NUMERIC
@ATTRIBUTE x74 NUMERIC
@ATTRIBUTE x75 NUMERIC
@ATTRIBUTE x76 NUMERIC
@ATTRIBUTE x77 NUMERIC
@ATTRIBUTE x78 NUMERIC
@ATTRIBUTE x79 NUMERIC
@ATTRIBUTE x80 NUMERIC
@ATTRIBUTE x81 NUMERIC
@ATTRIBUTE x82 NUMERIC
@ATTRIBUTE x83 NUMERIC
@ATTRIBUTE x84 NUMERIC
@ATTRIBUTE x85 NUMERIC
@ATTRIBUTE x86 NUMERIC
@ATTRIBUTE x87 NUMERIC
@ATTRIBUTE x88 NUMERIC
@ATTRIBUTE x89 NUMERIC
@ATTRIBUTE x90 NUMERIC
@ATTRIBUTE x91 NUMERIC
@ATTRIBUTE x92 NUMERIC
@ATTRIBUTE x93 NUMERIC
@ATTRIBUTE x94 NUMERIC
@ATTRIBUTE x95 NUMERIC
@ATTRIBUTE x96 NUMERIC
@ATTRIBUTE x97 NUMERIC
@ATTRIBUTE x98 NUMERIC
@ATTRIBUTE x99 NUMERIC
@ATTRIBUTE target NUMERIC
@ATTRIBUTE class        {0.0}
@DATA
-0.7956481,1.601343,1.151964,-0.9127231,-0.4898987,-0.2937531,1.862274,0.5652184,-0.4658142,-1.403312,-1.69871,-2.670625,1.147129,-1.121005,-0.6097084,1.126188,-0.247092,-1.248977,1.521388,1.142776,2.599075,0.5629319,-2.003131,0.3173647,2.059395,1.469244,-1.704528,1.974908,1.348271,-0.2972989,-0.281568,-0.4922637,-0.8567851,-0.8766926,-0.6779726,-2.100251,0.9287307,-1.837656,-0.7727253,1.260145,-1.321279,0.8681526,0.4017712,0.1198095,-1.423085,2.644988,0.1538509,2.478886,1.202405,-4.187936,-3.226006,-0.5753102,5.037824,-2.715655,0.4460818,1.814215,1.216409,1.560801,1.884161,1.360044,-1.411769,-1.189551,1.325767,-0.1829534,0.8300111,-3.901313,-0.6100087,-2.441986,-0.5013067,-1.036937,0.6958522,-0.07265356,0.1500071,-0.8150877,2.591177,-0.02198884,-3.637305,0.1229512,0.646193,-1.701761,-0.2466687,0.9897879,-0.3106473,0.8099678,-0.5208462,1.771275,1.1443,1.434248,-0.8744375,-0.9051163,2.080884,-3.198898,-2.010886,-1.688894,-0.1331751,-2.76792,-1.115344,-1.056587,0.7905024,-0.5673778,5.0,0.0
0.08129143,0.6856194,-0.2990691,-0.4239011,1.342722,0.8836068,0.3307838,-0.375109,1.157245,1.518158,-0.1714956,-2.116223,-1.377295,-2.114694,-1.158603,0.08486546,-1.153706,1.350889,-1.164663,0.7798286,-1.609096,-0.5140888,-1.794603,0.6293606,1.433833,-2.014063,0.1442535,0.4872182,1.591121,2.451518,-0.8159095,0.4845914,-0.02968879,-1.309314,-2.087467,-0.7346711,-0.27584,-3.470902,0.05245739,-1.203914,0.5163967,1.142207,0.1874594,0.7673074,-0.02034441,0.06573766,1.256197,-1.224165,1.568519,0.2380468,-3.328476,-1.081413,1.703557,-0.1093263,-0.6776041,0.6905336,0.8115272,1.183549,1.562818,1.022039,-0.7136914,0.2651639,-2.436177,0.6351,0.2252567,-2.05782,-0.6060838,0.02603367,-0.484387,-0.2683688,0.06323215,2.019551,0.4966346,-0.3433352,-0.1797605,0.9559358,-2.608061,0.3808264,-1.815649,-3.240924,-0.8668846,-0.7101366,0.8976558,0.3358473,0.2674754,-0.3719422,-1.366198,0.3128657,-0.6489985,-1.803282,1.187713,-1.245051,0.6792938,0.4920882,-0.3828175,-1.442054,-0.7880476,0.6569291,0.4001696,3.188293,0.0,0.0
0.3671283,0.3755857,0.1834965,-0.7922987,1.241908,-1.145022,-0.08098411,1.274834,2.057145,-0.1334896,0.5820807,6.182647,1.641207,0.6554853,0.7906011,0.9451189,-0.4943501,-0.3249337,-0.2368119,-0.8466416,-1.898856,-0.5795211,1.706707,-0.02183408,0.7500014,-2.050294,0.4278517,1.299797,-2.865221,-1.925813,-0.006582581,-0.487728,-0.04616205,1.83994,-0.4198362,-0.1546953,0.2015057,5.340955,-0.7850343,-1.375856,0.6452448,-0.6003994,-0.2946767,-0.5452446,0.1517858,-0.5506349,1.487481,-2.461447,-0.7151296,3.467662,6.044364,-1.58266,-7.167819,3.440797,-0.7999748,1.545884,0.2236403,0.1792816,-0.09149109,-1.466901,-0.9350171,0.7865706,-2.283006,-1.203476,1.626721,6.953048,0.02734299,3.179053,-0.8556588,-1.014025,0.3210212,-0.2515467,-0.3054412,0.4828019,-1.25718,0.05746555,3.877555,0.3172749,1.208169,3.237328,-0.6970949,-0.6832853,1.416675,-0.4525028,0.03032387,-3.549221,1.707381,0.8302094,-0.6810097,2.553069,-0.2499854,1.638761,2.078144,0.07225317,-0.1896615,4.972326,-0.3476048,1.044604,0.7775358,2.024293,4.0,0.0
-0.3920185,-0.8607665,-3.20057,2.09938,-1.938839,-0.5307561,0.7708046,-0.7621427,1.503657,0.3929712,-0.592709,-1.187777,-0.872159,0.1822977,0.7396611,0.2753143,-0.9355715,-1.090906,0.5269673,0.1312778,0.17392,0.6438987,0.194005,0.3318228,0.9690292,0.03865128,-0.5443177,0.5712786,0.470714,0.360855,1.087416,1.130715,1.155013,1.564267,-0.07258586,-0.4031965,2.332118,-1.485818,0.07416423,0.03229362,0.3169775,0.1136555,-0.2206464,-0.1540528,-1.91707,0.2621632,-1.648957,-0.3035711,0.6526703,-0.7516964,-1.054352,-0.5310904,3.199285,-0.7461122,-0.444475,1.075934,1.45376,0.6567804,0.08124356,0.6328358,-0.6410941,-1.376622,0.7236092,-0.07931664,-0.305519,-0.7644613,0.08017183,-0.4043464,0.8899999,0.6529135,-0.7413109,0.7097735,-1.654098,-0.8477194,0.3222222,0.3210721,-1.805109,1.675497,0.44654,-0.6137159,0.606387,-0.1858059,-0.841485,-0.7830754,-1.585358,-0.295043,-0.3283319,1.302182,0.2518302,-0.920079,-1.180464,-0.04856176,1.869254,-1.289137,0.884834,-1.436858,-0.6881494,0.7470128,0.5747023,-0.07350927,6.0,0.0
-1.640216,2.152659,0.5271196,1.055634,-0.2750135,-0.3608172,0.2561672,0.5131553,-0.4547339,-0.01045215,0.08421659,1.136034,-0.2904632,-0.9653245,-0.3124136,-1.202648,1.44934,1.094876,-0.8172036,0.281978,-0.6839337,-0.6932108,-0.613899,0.1400278,0.4065043,1.11681,0.9149453,-1.434046,-0.2010381,0.1084985,1.247821,-0.9114341,-1.05415,-1.469701,-0.655084,0.635233,-0.442081,0.9283198,0.4014086,-1.685195,1.009876,0.8298919,-1.23172,-0.3026749,1.582258,0.7774101,1.400657,-0.2621802,1.590464,0.8659368,0.5330041,0.7294539,-2.77938,0.8347116,0.1412005,-0.2035452,-0.8760481,0.1339079,0.4988367,-0.2256438,0.09619908,-0.07774065,-1.620736,0.3434546,0.1064193,0.8252855,0.2533308,0.6599689,-1.115284,1.285029,-0.6666113,0.07451259,-2.34988,2.399377,-0.3569189,-0.150861,1.005299,-0.8107383,-0.6192762,-0.1750257,-0.7414712,-1.340554,-0.8711236,1.113015,0.8230114,-0.2772673,0.9145032,0.6495386,-1.277405,0.5604768,0.6801007,0.4058739,-0.5761897,1.045924,0.3266785,1.391875,-0.1759741,2.047827,-0.5861786,1.354905,3.0,0.0
-0.1569809,1.124519,0.04001268,0.3912384,-1.459369,0.1290457,-0.5084834,-0.3576186,-0.2733859,1.776738,0.7762909,0.6115406,-0.2181107,-1.254335,-0.2012697,0.2605913,0.1753738,-0.4398126,-0.774687,-0.8610316,-1.776981,1.561942,0.7757938,0.07663575,0.8856093,-0.4100714,1.074675,-1.07922,0.7601258,1.333846,1.159946,-0.3816855,-1.309936,1.481402,0.3574782,-0.7193413,-0.3947433,-0.3788747,0.02604281,0.4825972,-0.3086981,-1.638387,-0.2961124,-0.3447574,0.9064813,1.973704,-0.7200296,-1.795335,0.889049,1.999153,-0.134222,-0.9587878,0.7855716,0.1970078,0.129828,0.9564144,-0.2674407,1.263308,-1.547658,1.53867,1.024687,2.110088,-1.615304,0.05851536,0.7466523,1.901158,-0.2644683,1.626274,0.1517535,0.06775053,-0.5184015,2.782589,-0.2316135,1.338341,-2.45868,-0.2343775,0.02622381,1.21945,0.499497,-1.552465,-0.6660129,0.7310374,0.1113346,0.1968942,1.992325,-1.462663,0.5182758,0.3817637,0.4979804,-0.5505728,-1.439554,-0.3603437,-1.024916,-0.2684259,0.9588663,1.433093,-0.5070755,-0.3639495,0.7666634,2.190264,1.0,0.0
-1.296932,0.5399176,-0.806277,-0.04389911,1.023426,-0.4889414,0.4587235,-2.102958,-2.774477,-1.499054,0.2070657,7.181038,-0.5008511,0.7888236,1.252575,1.448118,-1.796783,-2.823293,1.504385,0.4204509,0.5191216,0.4891244,0.5802004,-1.276386,-1.595711,0.9529763,1.439028,0.1172173,-1.319113,-2.952648,0.4045855,0.9059545,-1.800057,1.354036,0.7446942,2.08644,0.6781157,7.630713,-0.1222439,-1.900038,-1.910081,-1.196794,0.6336971,0.05102161,2.951586,0.1938594,0.7068636,0.2021988,1.317089,0.813491,5.099269,0.477716,-4.267451,0.4242089,1.711875,4.793078,-1.368679,0.959331,-0.8593875,2.102852,-0.03753046,-0.8830873,-2.642601,-0.9448239,-0.4572752,7.281482,0.7316899,2.807861,-3.111838,1.523597,-1.210553,2.116366,1.63563,-0.07411727,-1.643253,-0.3512802,2.919627,-0.8424791,0.3173742,1.08634,1.079618,0.2236795,-1.234801,0.1263213,-0.627616,-2.602006,-2.356937,-0.0741662,0.3770747,3.379043,1.346014,-0.6985895,1.702012,-1.791079,-1.806992,7.164495,-3.436062,-0.4421231,0.3877868,3.144337,4.0,0.0
-0.09426634,2.4244,-0.1695892,1.02158,0.3174444,0.5022036,0.1912994,0.189913,-0.03368967,0.7150613,0.4363104,1.038273,-0.17004,1.234087,0.2614817,1.590488,0.7034232,0.6326007,-0.6870702,0.4127851,-1.559482,0.1989854,1.105186,0.3921578,0.3564471,-1.067255,-0.04045477,2.078278,-1.309366,0.02134298,-0.5255714,1.879051,0.5399418,1.2344,-0.5212496,0.1442379,-0.6915141,0.1710479,0.2937653,0.8807309,0.5396119,0.8820952,-0.9961033,0.2962845,-1.563351,0.5427724,-0.3974493,-1.946493,2.228473,2.001595,1.859726,0.1109111,-2.35767,2.035005,-1.360321,-0.6760647,1.047186,-0.3705618,0.15331,-1.689114,-0.6873836,1.201007,-0.2932976,1.358744,-0.9291798,1.722727,-1.572783,1.014585,0.9881212,-0.07438918,0.5305706,-0.7839144,-2.015771,0.5548012,-0.2570832,1.791887,1.092811,-2.334281,0.5833243,1.638049,0.4088542,2.437305,0.09475033,0.5563076,-0.9257317,-1.505526,0.7523934,-0.1848003,0.2198966,0.1242664,0.2734586,-1.958605,-0.1013207,0.4622432,0.1138669,0.1795974,-0.3008319,-1.639488,-1.311666,0.07133263,4.0,0.0
1.683373,1.370851,-0.8220767,-0.1281121,1.199249,0.3539581,0.01569561,0.619019,0.374944,-0.5096821,-0.1068526,2.041201,0.7543687,-0.4917235,1.933194,1.002576,-2.090855,0.9134105,-0.02128038,-0.3378041,-0.6803136,-0.1570027,-1.639776,-0.3893197,-0.127867,1.109384,-0.8103413,-1.933793,-0.5007377,-0.2978725,-0.795845,-0.1661506,-0.8199811,-1.766012,-2.165504,-0.9512988,1.095604,1.439561,0.6091429,-0.05394044,-0.9609791,0.7467422,-1.07083,0.7743537,0.7471002,0.3842374,-1.443588,-0.4568393,-1.111627,0.2577338,0.7077963,0.9294686,-3.403373,1.167306,-0.3567168,1.676129,0.2628614,-0.9263375,2.367289,-0.1548675,-1.622401,0.1995939,-2.860017,0.4230962,-0.2070951,1.285037,0.9074579,0.789472,-2.06223,-0.9038502,-0.1342274,0.230228,1.07883,-0.4305093,0.7031728,0.7568753,0.08312491,-0.4068531,0.1598474,-0.4017998,-1.071156,1.403805,-1.123457,0.3453162,0.08028495,-1.126953,-0.2204094,-0.02914635,0.7609346,0.7991021,-1.773975,-0.9892114,-1.616936,0.4579728,0.1488267,1.73175,-0.6652422,-0.221183,-0.2516405,3.058684,3.0,0.0
-1.661075,-0.1275017,-1.296395,0.9797575,0.4662198,0.07832992,1.295258,0.2367961,0.5150201,2.757619,-0.3887465,-3.26843,0.07230091,-0.3788005,-1.886959,-0.2233175,0.2789891,0.9140633,0.1241988,-0.3913647,-1.970902,-1.160966,0.7527014,-1.964749,-1.886946,1.406601,0.167764,-0.7174276,1.834554,3.069651,0.4692882,-0.02946118,1.66125,0.759641,0.7231428,1.211299,1.809729,-4.263342,0.2101767,-0.5728095,-1.843181,0.3866796,0.3037026,0.7853752,0.3580351,-2.089627,0.6113284,-1.64794,2.108308,1.761217,-2.986696,-0.980278,3.41412,-0.4491335,-0.1987378,-1.929887,-0.387514,-0.1495935,-2.076406,0.9630823,2.015283,-0.2856019,-0.0617767,-1.687656,0.02793718,-1.858665,-1.405406,0.2503621,1.788006,-0.1431351,1.387185,2.146009,-0.837795,0.8209723,-2.353429,-1.600772,-1.114183,0.6022494,1.382869,-2.467721,0.03281174,0.2434114,0.301655,-1.503254,-0.4203979,0.2596309,1.305044,1.217118,-0.961731,-2.313458,1.608878,-1.534643,1.270239,0.8075392,-0.007255054,-1.929985,0.6035665,1.709112,-0.8638885,0.2807241,9.0,0.0
0.8927627,1.368501,0.9235226,-0.5907713,1.646482,1.278756,0.6479568,1.466336,0.001743863,-1.76331,-0.4755859,-1.358681,-0.3786085,0.2051444,-0.111055,-0.1954976,-1.208575,-0.1687708,1.435915,0.05269147,2.522259,-2.093032,-2.710129,1.011943,-1.558374,-0.4474483,-1.399312,-0.01795029,1.5291,-0.3859222,1.228078,0.983321,-0.3963839,-3.180776,-0.4846017,-0.4546442,0.8822573,-0.1008894,-0.7987849,0.517808,-0.05216815,-0.03614798,-0.7968951,1.298272,1.978217,-0.4071315,-0.9859362,3.196326,1.074962,-3.587782,-2.775853,0.8142308,2.025395,-2.537945,1.599545,1.162288,-1.107321,-0.5124795,1.5399,1.723894,-0.1825255,0.2556094,-0.1594892,1.821977,0.5313503,-3.151979,1.886857,-1.897527,-2.199561,-0.1107811,-0.824152,0.1678155,0.53141,-0.8987872,1.716151,-0.6937948,-1.896242,0.8895505,-1.35988,-2.163995,-0.01203689,0.5884181,2.147628,0.0126865,-2.472489,2.331775,0.2215937,1.31542,0.9501764,0.08013744,-0.6862387,-0.6615414,1.424764,-0.295075,0.1730224,-0.5586996,-0.3603084,-0.8294175,2.11383,0.3808529,5.0,0.0
1.780639,2.73596,-0.02133238,-1.999987,-1.429267,0.03979945,3.285724,-2.094438,-1.9509,-3.244361,0.09238146,-1.129287,-0.8594382,-0.5868427,-0.04705854,0.695166,-1.037326,-4.035842,0.7749361,-1.48729,4.873349,-1.790651,-0.6083024,0.3236325,1.322548,0.6121568,0.3490123,-0.5231043,-0.1391223,-3.066915,-0.398592,1.829563,-2.953823,1.848965,0.5670749,-0.3996965,1.321881,0.7947584,-0.7997429,2.019199,0.08114383,1.623844,-0.04674945,-0.8665706,-4.056732,-0.6298862,-0.2954808,3.697498,-0.1311802,-6.002619,-0.6164875,0.360131,6.21932,-3.308068,0.4454919,3.358597,2.612763,-1.444641,1.627948,0.8512334,-2.523276,0.8246686,4.224612,1.208323,0.9026781,-2.444833,0.9959549,-3.06836,0.3182449,0.3479161,-2.098187,-1.747987,-0.784567,1.416834,4.140307,-2.911804,-3.344483,0.2531837,0.1832419,1.205245,-0.8988738,2.148239,-0.7531889,0.417459,-0.5753374,1.558764,-0.6673841,0.5687697,1.553355,0.3247648,0.2078384,0.1787151,1.682663,-4.010578,-0.1738149,-2.674473,-0.4310011,-0.6759377,0.2447846,-3.354429,1.0,0.0
-0.6875224,-1.20803,-0.6069622,1.670022,-0.55277,-0.4294113,-0.2384833,1.044879,0.7041085,1.818494,0.6541384,0.8641466,0.3886215,0.3573077,-0.2611373,-0.9226578,0.7061143,1.207574,0.5200023,0.7410817,-2.003385,-0.7648078,1.683625,0.3277742,-0.5772012,-2.254358,-1.952463,0.3111865,0.3709392,1.321799,0.1649214,-0.1454716,0.1806258,-0.0569917,1.95885,0.7233176,0.9106671,0.6274194,0.2393589,0.6401846,1.108981,-0.6816508,1.028162,1.106979,3.702617,0.701822,0.6135362,-1.283701,-0.6841769,3.53441,0.9599671,2.06707,-2.448627,0.8874683,0.9790539,-2.606543,-3.007927,0.7799222,-3.474237,0.3562393,3.456406,-0.6174964,-0.9347477,1.10784,1.677789,2.096038,-0.1000143,1.837758,0.315933,0.3009466,-2.029552,1.403688,0.1780105,0.5480286,-3.735583,-0.4077924,3.140524,0.6831292,-0.353521,-0.3204809,0.1867176,1.127936,0.899571,-0.8551182,0.9298964,-0.1591792,-1.735789,-0.072299,-1.716484,0.2249208,-1.142382,1.818106,-1.110455,1.983647,0.2162014,2.421605,-1.398961,-0.01370339,-0.2900385,0.1673695,3.0,0.0
0.9198715,-1.209199,2.637882,1.389764,-1.040199,-0.3150819,0.9102158,0.9693693,0.928932,1.282951,-0.6049068,-1.078315,-0.2165232,-2.205294,-0.3313523,-0.1835282,0.07333674,0.2669111,-1.694256,-0.2217814,-1.263649,0.77324,-1.781388,-0.3578279,0.3604417,-0.3623476,0.08452698,-1.081914,1.731342,1.996332,0.1396537,1.018923,-0.09196847,-0.6827856,-1.854656,0.4977883,-1.003439,-2.332728,-2.487822,1.006607,0.4362357,1.332551,-0.1840324,-0.4032878,0.3542745,0.113456,0.3082921,-1.025997,-0.6314026,-0.0740932,-2.900883,1.466783,2.233597,-0.601981,-0.1967253,2.254981,0.7711799,0.6423012,1.310459,2.067037,-0.7562316,0.6988157,-2.840881,0.9671781,-0.569699,-0.9245028,-0.9291363,0.4172589,-1.065377,0.1858376,-1.34521,2.999744,0.9687699,-0.9392415,-0.5165151,0.537412,-2.7441,-0.6161435,1.416412,-3.588739,0.7418223,-0.3863225,-0.1578375,0.5055579,-0.5942109,-0.8436758,-0.2414306,0.05674168,1.44882,-1.41059,-0.6003857,-1.190917,0.3018734,-0.3953333,0.6787281,-0.2867646,0.05252637,-0.7559507,0.4939774,3.980368,0.0,0.0
1.472595,0.5468211,1.642521,1.316247,-0.5896538,-0.03630722,0.02268644,-0.5829272,-0.8570477,0.4368028,0.1369503,-2.545564,1.913258,-0.08857399,-1.57934,-2.123333,-0.1254732,0.8727629,0.5236046,1.179567,-0.02212327,0.3582014,-1.044867,0.5109185,1.976928,-1.4794,1.983579,0.1692875,1.055232,1.261617,-2.511639,0.1870318,-2.127895,-1.129943,-0.7089434,-1.331061,0.8818109,-2.744335,2.158886,-0.5148589,-0.4088326,-0.2957713,-1.332647,-0.8475579,-0.3575688,0.9848891,-0.6718761,0.257391,-1.488432,-0.8396774,-2.619634,0.8420941,2.05277,-0.6951945,-0.2409764,-0.695249,0.3291687,-0.8672611,0.7845975,0.1773012,-0.1505411,1.065755,0.05623829,-0.7569409,-0.3711777,-2.846323,-0.5325163,-1.025258,0.2564429,0.6177227,1.167165,0.1261405,-0.6550626,-1.575685,0.6117844,-0.5458184,-1.764313,0.04275416,1.208175,-1.53089,1.05248,0.4560127,-0.8937023,-0.9466806,0.8191488,0.9700685,-0.5685656,-1.092577,-1.230484,-1.27912,0.5820323,0.0439135,2.115776,0.409011,1.487723,-2.193886,-1.249507,0.509161,-0.4571931,0.0879488,7.0,0.0
0.1878003,0.4217169,-1.007868,0.2450387,0.9625029,0.7674793,0.05844948,-0.3028852,0.218389,0.2810839,1.288863,0.1427126,0.7072314,-0.2879061,1.594178,0.9126203,-1.177761,0.1583314,-0.4697645,1.402009,-0.6881701,1.431152,-1.307174,-0.6084939,-0.02185675,1.328166,-1.289481,-1.765388,0.3750012,0.5941388,-0.2157871,-0.7871741,-0.6078239,-0.4281798,-1.827091,-0.1330032,-1.543451,-0.7176486,0.6852901,0.1587561,-1.43872,-0.1934276,1.112101,1.740941,-0.5904694,-1.701666,-0.880012,-0.742359,1.3461,-0.221604,-0.9452276,1.089537,0.2326039,0.2086011,-0.5829561,1.938983,1.168035,2.143007,1.811725,0.6278477,-1.504089,-1.226179,-1.960654,-0.6222702,1.156007,-0.03797905,0.1926515,0.3049128,-0.9103868,-0.8097248,-0.2699519,1.151959,1.469784,1.475112,0.5046405,-1.320892,-1.618026,0.6817434,0.1035382,-1.428969,-0.504298,-1.793076,-0.2600363,2.365408,0.2033595,-0.9918234,-0.001714154,-0.05965431,2.196646,-0.4476581,0.2691809,-0.2252626,0.2537373,-0.4168106,-2.378432,0.001082801,-0.1933042,1.471585,-1.840266,2.672336,0.0,0.0
0.04693755,-1.336904,0.7193183,0.6117723,1.534001,-0.4782179,-2.398323,-2.340284,0.5912108,-0.9638968,-0.7432982,-3.490401,2.021813,-0.07076599,1.150123,0.9936723,-0.1066433,-0.3665892,1.030692,-0.6476388,2.097607,0.1730396,-2.087695,0.1623961,-0.5023161,0.9781295,0.337365,-0.1661915,1.507585,0.353653,1.144527,0.8936275,0.1057125,-1.435027,-0.8500058,0.6468866,-0.02599155,-2.853452,-1.056955,-1.413752,-2.595208,-2.303371,1.312877,1.022642,-1.286789,-0.4414864,1.368034,2.181242,0.3696474,-3.733812,-3.818455,1.125322,4.772251,-2.420305,0.2106786,0.7310392,1.034646,1.441234,1.893035,0.9196483,-1.138127,1.524871,1.249478,-1.104718,-0.1813106,-4.686357,-0.01906826,-2.553201,-0.1984865,-0.6406586,-1.367865,-0.3074353,0.03999857,1.793202,2.461305,-1.343747,-3.59744,1.409895,1.411087,-1.914172,1.722819,0.7863722,-0.09913513,1.065363,0.03132111,2.055413,-0.03369752,-0.01172033,-0.05584741,-1.322321,-0.1009284,0.3058493,-0.01194812,-0.9436862,-2.368012,-3.425043,-0.8936247,0.599101,-1.249283,-0.7055323,5.0,0.0
-0.421483,0.5212158,-0.872785,1.102692,0.03226481,-0.5545932,1.377974,1.454538,-1.715093,0.1098876,0.6776371,2.813025,1.404316,-0.5102912,0.8048559,2.148706,-1.638246,1.625553,0.06578469,-0.8505654,-1.96168,0.09535027,-2.036569,-0.0601545,-1.178573,-0.5106839,-1.076955,-0.08857107,-0.6081973,0.2850938,-0.8501977,1.272199,1.06855,-2.084346,-3.256063,-0.007674064,-0.5297677,1.390298,-1.665385,-0.6008296,-1.923216,0.9496415,-0.3875809,0.6847149,0.9546533,-0.5582303,0.7791306,-1.654795,1.434001,1.387923,0.9031081,2.116012,-4.940629,2.155964,-0.8671027,2.216578,0.5508289,0.9148678,3.08739,-0.2151754,-2.148895,-0.8938332,-4.652868,1.211428,0.7796962,2.23096,0.0462116,1.674876,-2.587596,0.6128253,0.1778298,0.9462233,-0.2595967,0.2452358,0.2849545,0.8519291,0.1279483,-0.7064755,-0.8324766,-0.924819,0.8717244,-1.477164,-0.1796304,-1.431188,0.5881573,-2.197245,1.174762,-2.084332,-0.1825849,0.7422476,-1.577228,-0.2451724,-0.9201522,0.8894439,-1.518416,2.498627,-0.8866392,0.6727568,-0.5054472,5.035924,0.0,0.0
0.4044996,-0.6479842,-0.9503725,-0.2280964,1.358554,-1.342803,-1.253378,-1.163985,0.9991505,2.145816,0.8794265,-1.579089,0.5851037,-0.5073557,-1.096472,-0.3196112,-0.7793733,0.04309314,1.964852,1.266319,-1.604239,1.370079,1.285697,0.2038962,-0.4813375,0.1321475,0.6977906,-0.2350932,1.008106,1.925425,0.175219,-1.47398,0.2652291,1.648245,0.9777969,0.2759619,-0.4332813,-2.372169,1.338707,-0.2087805,0.6332429,-0.1596293,0.9033765,0.3464176,-0.005349446,1.697784,0.9427341,-1.612282,0.2782346,1.788158,-1.228488,-0.5434387,2.390886,-0.1147737,-0.17082,-1.021049,-0.1412011,0.6459411,-2.141335,0.7823963,1.59596,-0.2274867,0.1205132,-0.04591742,-0.7519601,-0.1323033,1.7432,0.6848808,1.594436,0.04242127,-0.2729687,1.819556,-0.1348034,-0.230162,-2.206448,0.7491692,-0.3337227,-0.258765,1.012234,-1.277141,-0.5308413,0.4501223,0.9516135,1.217293,0.3030936,-0.4029712,0.1810571,1.178319,-0.8205957,-1.424546,-0.4156973,-0.1009702,-0.3679495,0.1629021,0.6272706,-0.7487976,-1.388332,-0.5219085,-1.385122,0.1154341,9.0,0.0
