@RELATION outubro_15_09_20_22_07
@ATTRIBUTE time_interval NUMERIC
@ATTRIBUTE avg_cn0_l1 NUMERIC
@ATTRIBUTE phi01l1 NUMERIC
@ATTRIBUTE phi03l1 NUMERIC
@ATTRIBUTE phi10l1 NUMERIC
@ATTRIBUTE phi30l1 NUMERIC
@ATTRIBUTE phi60l1 NUMERIC
@ATTRIBUTE avgccd_l1 NUMERIC
@ATTRIBUTE sigmaccd_l1 NUMERIC
@ATTRIBUTE tec_45 NUMERIC
@ATTRIBUTE dtec_6045 NUMERIC
@ATTRIBUTE tec_30 NUMERIC
@ATTRIBUTE dtec_4530 NUMERIC
@ATTRIBUTE tec_15 NUMERIC
@ATTRIBUTE dtec_3015 NUMERIC
@ATTRIBUTE tec NUMERIC
@ATTRIBUTE dtec_15tow NUMERIC
@ATTRIBUTE f2nd_tec_cn0 NUMERIC
@ATTRIBUTE si_l1 NUMERIC
@ATTRIBUTE numerator_si_l1 NUMERIC
@ATTRIBUTE p_l1 NUMERIC
@ATTRIBUTE avg_cn0_l2 NUMERIC
@ATTRIBUTE avgccd_l2c_e5a NUMERIC
@ATTRIBUTE sigmaccd_l2c_e5a NUMERIC
@ATTRIBUTE si_l2c_e5a NUMERIC
@ATTRIBUTE numerator_si_l2c_e5a NUMERIC
@ATTRIBUTE avg_cn0_l5_e5b NUMERIC
@ATTRIBUTE phi01_l5_e5b NUMERIC
@ATTRIBUTE phi03_l5_e5b NUMERIC
@ATTRIBUTE phi10_l5_e5b NUMERIC
@ATTRIBUTE phi30_l5_e5b NUMERIC
@ATTRIBUTE phi60_l5_e5b NUMERIC
@ATTRIBUTE avgccd_l5_e5b NUMERIC
@ATTRIBUTE sigmaccd_l5_e5b NUMERIC
@ATTRIBUTE si_l5_e5b NUMERIC
@ATTRIBUTE numerator_si_l5_e5b NUMERIC
@ATTRIBUTE p_l5_e5b NUMERIC
@ATTRIBUTE t_l1 NUMERIC
@ATTRIBUTE t_e5b NUMERIC
@ATTRIBUTE vphi60_l1 NUMERIC
@ATTRIBUTE vphi60_l5_e5b NUMERIC
@ATTRIBUTE vtec NUMERIC
@ATTRIBUTE s4 NUMERIC
@ATTRIBUTE class        {0.0}
@DATA
10.0,38.9,0.04,0.047,0.049,0.05,0.05,-26.453,0.353,129.926,-0.026,136.419,0.045,138.284,0.069,140.283,0.067,21.7,0.057,5.208,1.69,39.0,-40.262,0.59,0.084,6.736,46.9,0.018,0.02,0.022,0.022,0.022,-57.775,0.175,0.033,3.316,1.71,1.74E-4,4.7E-5,0.049788635,0.021906998,139.09947,0.204,0.0
10.0,41.4,0.028,0.032,0.035,0.035,0.035,-25.739,0.219,139.151,0.036,138.684,0.031,141.635,0.026,140.131,0.01,27.2,0.031,2.964,1.78,40.9,-39.694,0.381,0.041,3.464,43.9,0.024,0.026,0.027,0.027,0.027,-58.396,0.294,0.037,3.51,1.62,1.32E-4,7.6E-5,0.034852043,0.026885863,138.94875,0.115,0.0
10.0,39.7,0.034,0.039,0.041,0.042,0.042,-26.486,0.33,138.827,0.028,141.159,0.001,137.037,0.018,124.843,-0.018,22.1,0.031,2.91,1.72,39.2,-40.814,0.567,0.072,5.862,44.9,0.023,0.025,0.026,0.027,0.027,-58.309,0.148,0.031,3.01,1.69,1.69E-4,6.8E-5,0.029990692,0.019279731,63.655888,0.12,0.0
10.0,41.5,0.029,0.032,0.036,0.036,0.037,-25.946,0.244,119.15,-0.057,121.949,-0.03,122.034,-0.018,131.345,-0.023,22.5,0.039,3.744,1.75,38.0,-40.439,0.613,0.074,5.835,45.8,0.021,0.022,0.024,0.024,0.024,-58.125,0.202,0.03,2.916,1.74,1.32E-4,6.4E-5,0.026420372,0.017137539,66.971176,0.141,0.0
10.0,40.3,0.035,0.041,0.044,0.044,0.044,-25.853,0.284,128.165,0.008,133.591,-0.017,144.558,0.039,144.253,0.085,25.3,0.059,5.492,1.73,40.7,-39.755,0.213,0.059,4.958,43.9,0.024,0.025,0.026,0.026,0.026,-58.294,0.364,0.048,4.418,1.62,1.81E-4,7.7E-5,0.03141882,0.018565666,73.5528,0.262,0.0
10.0,40.5,0.038,0.042,0.046,0.046,0.046,-26.268,0.388,146.129,0.027,144.206,0.065,129.498,-0.044,122.111,-0.06,23.1,0.062,5.824,1.69,38.8,-40.362,0.459,0.087,6.995,44.1,0.025,0.026,0.027,0.027,0.028,-57.908,0.314,0.048,4.562,1.66,2.18E-4,7.8E-5,0.035633173,0.021689758,73.2737,0.293,0.0
10.0,42.5,0.031,0.035,0.038,0.038,0.038,-25.959,0.222,123.015,-0.038,123.815,-0.106,114.504,-0.15,120.264,-0.151,22.2,0.043,4.179,1.75,35.4,-40.427,0.585,0.093,6.881,46.8,0.018,0.02,0.021,0.021,0.021,-57.327,0.192,0.023,2.268,1.73,1.57E-4,5.1E-5,0.029436098,0.016267318,72.16539,0.142,0.0
10.0,37.8,0.043,0.051,0.054,0.054,0.054,-25.977,0.303,127.127,-0.013,136.504,-0.023,136.695,-0.047,136.609,-0.027,22.4,0.067,6.001,1.68,39.3,-39.874,0.318,0.065,5.245,45.9,0.021,0.023,0.025,0.025,0.025,-57.645,0.287,0.049,4.786,1.7,2.8E-4,5.9E-5,0.053999763,0.02499989,136.60779,0.289,0.0
10.0,39.3,0.035,0.041,0.044,0.045,0.046,-25.812,0.226,135.866,0.001,127.775,-0.104,121.178,-0.159,123.424,-0.112,22.9,0.066,6.056,1.71,38.8,-40.014,0.328,0.062,5.015,41.7,0.03,0.031,0.033,0.033,0.033,-59.077,0.501,0.054,4.814,1.56,1.97E-4,1.06E-4,0.0459998,0.032999855,123.42292,0.324,0.0
10.0,42.1,0.029,0.034,0.037,0.037,0.037,-26.179,0.129,127.451,-0.086,121.911,-0.127,114.162,-0.263,110.106,-0.329,22.1,0.048,4.641,1.71,35.5,-40.847,0.453,0.149,10.881,43.6,0.024,0.026,0.027,0.027,0.027,-58.683,0.204,0.052,4.795,1.61,1.22E-4,7.5E-5,0.036999837,0.026999881,110.105034,0.217,0.0
10.0,37.2,0.054,0.061,0.067,0.067,0.07,-27.273,0.437,116.808,-0.21,128.746,-0.082,127.232,-0.094,125.833,-0.189,17.4,0.109,9.342,1.62,35.4,-40.377,0.465,0.086,6.335,45.5,0.021,0.023,0.024,0.024,0.024,-58.762,0.203,0.022,2.154,1.66,4.37E-4,6.2E-5,0.054494675,0.018683888,76.26172,0.429,0.0
10.0,39.3,0.049,0.055,0.057,0.057,0.058,-26.731,0.287,131.221,-0.122,125.233,-0.154,129.479,-0.194,128.746,-0.235,22.2,0.082,7.358,1.54,38.5,-40.968,0.603,0.058,4.668,43.4,0.026,0.027,0.028,0.028,0.028,-59.358,0.351,0.051,4.707,1.54,3.18E-4,7.2E-5,0.045152728,0.021797871,78.02716,0.302,0.0
10.0,37.6,0.061,0.065,0.068,0.069,0.071,-26.609,0.307,124.043,-0.189,133.458,-0.231,123.929,-0.159,123.129,-0.23,21.6,0.127,10.92,1.63,37.7,-41.948,0.591,0.096,7.364,42.5,0.028,0.029,0.031,0.031,0.031,-60.267,0.31,0.052,4.785,1.59,5.66E-4,9.7E-5,0.05040249,0.02200672,62.05083,0.511,0.0
10.0,36.4,0.058,0.062,0.065,0.065,0.065,-27.208,0.38,124.681,-0.251,120.578,-0.309,128.727,-0.259,130.259,-0.244,16.9,0.082,7.031,1.51,36.5,-43.052,0.441,0.097,7.341,44.0,0.024,0.026,0.028,0.028,0.028,-60.769,0.442,0.047,4.491,1.62,4.07E-4,7.9E-5,0.046143122,0.019877039,65.644,0.305,0.0
10.0,39.2,0.041,0.045,0.047,0.047,0.047,-27.656,0.321,133.753,-0.317,136.771,-0.264,134.029,-0.238,130.84,-0.245,22.4,0.053,4.787,1.52,39.5,-42.926,0.444,0.071,5.789,46.2,0.021,0.022,0.024,0.024,0.024,-60.364,0.253,0.047,4.497,1.67,2.08E-4,5.6E-5,0.033365026,0.01703746,65.93679,0.204,0.0
10.0,38.0,0.057,0.062,0.065,0.065,0.066,-27.98,0.343,132.515,-0.241,132.668,-0.222,126.023,-0.236,124.814,-0.264,22.1,0.094,8.25,1.55,38.4,-43.244,0.345,0.111,8.811,41.5,0.033,0.034,0.036,0.036,0.036,-62.067,0.7,0.057,5.045,1.62,4.5E-4,1.37E-4,0.06568382,0.03582754,123.62101,0.383,0.0
10.0,39.2,0.044,0.049,0.051,0.051,0.052,-28.179,0.327,113.057,-0.344,114.542,-0.31,119.483,-0.324,114.961,-0.337,19.7,0.058,5.286,1.58,35.1,-44.015,0.476,0.086,6.298,43.6,0.025,0.028,0.028,0.029,0.029,-62.327,0.383,0.031,2.904,1.62,2.68E-4,8.7E-5,0.05175089,0.028861074,113.86218,0.227,0.0
10.0,41.7,0.031,0.035,0.038,0.038,0.039,-28.744,0.197,123.167,-0.294,117.037,-0.373,113.391,-0.464,118.331,-0.449,20.4,0.063,5.985,1.62,34.1,-45.172,0.494,0.102,7.212,44.8,0.024,0.025,0.028,0.028,0.028,-63.201,0.177,0.049,4.66,1.62,1.25E-4,6.9E-5,0.03261686,0.023417234,82.76632,0.338,0.0
10.0,38.9,0.038,0.042,0.044,0.044,0.045,-29.54,0.462,118.217,-0.384,128.622,-0.389,132.144,-0.277,141.921,-0.217,22.2,0.117,10.404,1.52,38.6,-45.507,0.366,0.09,7.11,43.0,0.027,0.029,0.031,0.031,0.032,-63.927,0.566,0.107,9.564,1.53,1.95E-4,9.4E-5,0.037634842,0.026762554,99.26629,0.572,0.0
10.0,38.1,0.042,0.046,0.048,0.049,0.049,-30.086,0.526,129.679,-0.304,123.072,-0.375,131.287,-0.431,136.39,-0.415,20.1,0.083,7.278,1.63,37.9,-46.534,0.472,0.069,5.437,39.5,0.038,0.041,0.043,0.043,0.043,-66.124,0.275,0.07,5.93,1.46,2.27E-4,1.62E-4,0.040980157,0.035962183,95.397644,0.301,0.0
10.0,40.0,0.032,0.037,0.039,0.039,0.04,-30.735,0.198,134.886,-0.391,130.069,-0.349,133.315,-0.379,123.272,-0.417,21.5,0.038,3.535,1.61,37.7,-47.421,0.547,0.063,4.928,42.8,0.028,0.03,0.031,0.031,0.031,-66.133,0.351,0.033,3.001,1.5,1.32E-4,8.1E-5,0.02574089,0.019949188,51.04951,0.145,0.0
10.0,36.6,0.051,0.058,0.059,0.06,0.061,-31.309,0.697,123.358,-0.4,114.057,-0.422,123.862,-0.484,120.882,-0.295,16.6,0.123,10.492,1.48,35.5,-48.379,0.434,0.083,6.199,43.8,0.024,0.025,0.026,0.026,0.026,-66.561,0.243,0.048,4.539,1.48,3.1E-4,6.6E-5,0.039254855,0.016731579,50.05976,0.631,0.0
10.0,38.7,0.041,0.045,0.047,0.048,0.048,-31.751,0.309,119.15,-0.336,121.501,-0.376,117.236,-0.415,118.636,-0.357,20.7,0.068,6.093,1.49,38.6,-48.716,0.341,0.066,5.282,45.0,0.022,0.024,0.026,0.026,0.027,-67.163,0.306,0.053,4.973,1.52,2.04E-4,5.9E-5,0.0471077,0.026498083,114.26621,0.275,0.0
10.0,37.4,0.055,0.059,0.062,0.063,0.063,-31.871,0.341,119.588,-0.356,117.56,-0.27,110.344,-0.448,106.184,-0.588,18.4,0.114,9.905,1.55,35.0,-49.439,0.53,0.144,10.276,40.9,0.033,0.035,0.036,0.037,0.037,-68.63,0.445,0.07,6.185,1.46,4.01E-4,1.15E-4,0.06182886,0.036312185,102.272865,0.558,0.0
10.0,37.9,0.049,0.053,0.055,0.056,0.057,-32.115,0.382,100.872,-0.566,106.022,-0.449,105.308,-0.448,104.861,-0.398,19.5,0.145,12.422,1.31,36.0,-50.643,0.454,0.094,6.994,43.0,0.026,0.028,0.028,0.028,0.028,-69.207,0.521,0.032,2.954,1.44,2.43E-4,7.0E-5,0.055940393,0.027479492,100.9986,0.592,0.0
10.0,35.8,0.058,0.061,0.063,0.064,0.068,-32.795,0.734,84.775,-0.393,98.369,-0.435,102.709,-0.624,101.234,-0.68,15.2,0.182,14.33,1.41,33.9,-52.564,0.82,0.117,8.279,42.7,0.027,0.029,0.031,0.032,0.032,-70.447,0.415,0.045,4.086,1.53,4.22E-4,9.2E-5,0.060243763,0.028350005,79.4571,0.549,0.0
10.0,36.2,0.046,0.05,0.052,0.053,0.053,-34.141,0.321,109.221,-0.592,105.613,-0.536,110.03,-0.423,108.212,-0.436,17.6,0.092,7.881,1.41,37.1,-52.766,0.421,0.111,8.402,45.0,0.022,0.025,0.027,0.027,0.027,-71.753,0.362,0.023,2.202,1.53,2.44E-4,5.8E-5,0.046954695,0.023920316,84.93403,0.361,0.0
10.0,38.4,0.042,0.045,0.05,0.05,0.05,-34.486,0.263,112.553,-0.475,102.862,-0.474,101.748,-0.574,89.449,-0.567,20.9,0.058,5.208,1.45,37.3,-53.715,0.367,0.115,8.714,41.2,0.032,0.033,0.034,0.034,0.035,-73.534,0.711,0.083,7.409,1.41,1.87E-4,1.09E-4,0.044296883,0.031007817,70.20722,0.225,0.0
10.0,36.1,0.072,0.075,0.079,0.081,0.082,-34.752,0.441,93.552,-0.617,92.99,-0.604,83.137,-0.568,89.239,-0.566,17.0,0.107,8.956,1.4,34.2,-54.908,0.619,0.099,7.101,42.2,0.03,0.032,0.033,0.033,0.033,-74.588,0.311,0.069,6.165,1.47,5.63E-4,1.01E-4,0.048184957,0.019391507,30.814133,0.391,0.0
10.0,37.7,0.065,0.069,0.07,0.072,0.073,-35.939,0.67,86.479,-0.468,96.046,-0.629,105.908,-0.516,105.603,-0.556,19.2,0.094,8.144,1.46,37.3,-56.4,0.454,0.07,5.385,43.6,0.024,0.027,0.027,0.027,0.027,-75.802,0.34,0.03,2.782,1.44,4.76E-4,6.2E-5,0.042896364,0.015865779,36.464603,0.277,0.0
10.0,36.6,0.044,0.048,0.05,0.05,0.05,-37.019,0.354,113.467,-0.545,105.242,-0.462,100.92,-0.583,106.993,-0.575,17.0,0.047,4.074,1.43,36.0,-57.631,0.432,0.092,6.897,41.3,0.033,0.034,0.036,0.036,0.036,-76.78,0.269,0.042,3.729,1.42,2.26E-4,1.04E-4,0.047929544,0.03450927,98.31549,0.161,0.0
10.0,35.9,0.047,0.052,0.053,0.054,0.054,-37.718,0.282,102.624,-0.538,104.233,-0.613,97.483,-0.571,98.311,-0.575,15.2,0.059,5.066,1.41,34.2,-58.537,0.701,0.102,7.366,41.2,0.032,0.034,0.035,0.035,0.035,-77.897,0.452,0.048,4.211,1.45,2.39E-4,1.21E-4,0.05176391,0.03355068,90.33763,0.177,0.0
10.0,36.9,0.042,0.045,0.046,0.046,0.046,-38.215,0.507,98.369,-0.558,110.639,-0.597,107.831,-0.547,104.575,-0.513,17.7,0.067,5.806,1.42,36.8,-59.568,0.409,0.073,5.566,41.8,0.031,0.032,0.033,0.033,0.034,-79.686,0.596,0.062,5.435,1.45,1.91E-4,1.05E-4,0.04409518,0.03259209,96.0936,0.225,0.0
10.0,32.6,0.071,0.075,0.077,0.078,0.079,-39.255,0.509,102.119,-0.574,109.069,-0.393,103.661,-0.565,106.165,-0.874,11.8,0.134,10.354,1.44,34.1,-60.815,0.637,0.123,8.517,38.9,0.042,0.045,0.049,0.049,0.049,-81.315,0.347,0.103,8.423,1.36,5.86E-4,1.76E-4,0.07321339,0.045410834,91.18181,0.46,0.0
10.0,41.1,0.034,0.037,0.039,0.039,0.039,-4.398,0.36,271.921,-0.529,267.171,-0.57,264.515,-0.605,264.543,-0.556,15.3,0.03,2.821,1.47,29.2,-3.663,0.982,0.264,15.732,34.5,0.068,0.071,0.071,0.072,0.072,-12.723,0.8,0.09,6.68,1.32,1.31E-4,4.04E-4,0.038275007,0.070661545,254.79893,0.112,0.0
10.0,40.1,0.036,0.039,0.042,0.043,0.043,-5.311,0.417,269.76,-0.64,254.157,-0.647,257.784,-0.597,261.773,-0.573,16.4,0.044,4.034,1.55,31.5,-4.53,0.863,0.169,10.898,34.0,0.076,0.078,0.079,0.079,0.08,-14.618,0.43,0.124,9.091,1.29,1.53E-4,5.17E-4,0.04220065,0.07851283,252.13098,0.173,0.0
10.0,39.0,0.037,0.042,0.046,0.046,0.046,-6.115,0.376,252.51,-0.663,262.478,-0.608,258.594,-0.601,254.472,-0.694,16.4,0.037,3.386,1.49,32.8,-5.572,0.575,0.097,6.717,36.9,0.052,0.054,0.055,0.055,0.055,-15.302,0.455,0.052,4.15,1.32,1.66E-4,2.42E-4,0.04514488,0.053977575,245.09889,0.141,0.0
10.0,36.6,0.053,0.057,0.06,0.06,0.061,-7.122,0.443,252.539,-0.654,253.367,-0.595,257.708,-0.654,257.232,-0.609,16.5,0.105,8.986,1.5,35.7,-6.808,0.893,0.112,8.284,39.4,0.039,0.041,0.042,0.042,0.042,-16.073,0.231,0.063,5.274,1.33,3.56E-4,1.43E-4,0.039254855,0.027027933,106.52514,0.488,0.0
10.0,32.8,0.084,0.089,0.091,0.092,0.094,-8.278,0.532,264.02,-0.632,255.557,-0.741,250.568,-0.554,259.269,-0.514,12.4,0.152,11.501,1.33,34.9,-8.165,0.709,0.09,6.662,40.6,0.033,0.035,0.035,0.035,0.036,-17.402,0.379,0.03,2.633,1.43,7.73E-4,1.13E-4,0.06049109,0.0231668,107.368706,0.468,0.0
10.0,34.5,0.061,0.066,0.068,0.069,0.069,-2.914,0.331,255.519,-0.407,259.288,-0.565,259.831,-0.377,255.938,-0.418,10.2,0.089,7.117,1.48,33.0,0.206,0.566,0.116,8.191,31.0,0.098,0.102,0.103,0.103,0.105,-26.789,1.037,0.17,11.203,1.28,4.52E-4,8.51E-4,0.05770675,0.08781462,179.0152,0.286,0.0
10.0,33.5,0.068,0.073,0.075,0.076,0.076,-3.395,0.359,259.155,-0.415,248.16,-0.519,254.738,-0.541,256.499,-0.37,13.2,0.087,6.865,1.47,36.0,0.019,0.47,0.062,4.741,33.9,0.071,0.074,0.075,0.076,0.078,-26.151,0.384,0.182,12.924,1.32,5.41E-4,5.04E-4,0.06356106,0.06523372,179.40758,0.262,0.0
10.0,34.0,0.06,0.064,0.066,0.067,0.067,-3.731,0.488,259.374,-0.4,251.72,-0.493,239.145,-0.557,235.946,-0.492,13.8,0.097,7.598,1.42,34.5,-0.765,0.431,0.083,6.052,37.9,0.045,0.047,0.047,0.047,0.047,-27.065,0.372,0.061,5.043,1.36,4.0E-4,1.87E-4,0.056034096,0.039307497,165.03183,0.274,0.0
10.0,35.6,0.056,0.06,0.063,0.064,0.064,-4.204,0.638,239.716,-0.323,245.123,-0.509,245.723,-0.466,246.751,-0.394,13.0,0.068,5.604,1.51,33.3,-1.915,0.546,0.139,9.597,38.8,0.041,0.043,0.044,0.044,0.044,-27.709,0.641,0.049,4.118,1.42,3.73E-4,1.64E-4,0.063693404,0.043789215,244.39252,0.237,0.0
10.0,31.7,0.089,0.094,0.098,0.101,0.104,-4.628,0.524,245.304,-0.402,245.257,-0.357,232.833,-0.583,224.456,-0.313,6.8,0.248,16.925,1.51,28.1,-2.565,0.932,0.299,16.358,37.3,0.049,0.052,0.053,0.053,0.053,-28.891,0.478,0.065,5.317,1.49,0.001142,2.78E-4,0.10350178,0.0527461,222.31061,0.542,0.0
10.0,36.2,0.068,0.073,0.076,0.076,0.077,-4.159,0.493,176.02,-0.448,169.966,-0.463,157.866,-0.484,175.658,-0.495,15.7,0.078,6.586,1.86,35.1,-5.627,0.711,0.113,8.191,34.8,0.068,0.07,0.072,0.072,0.072,-20.978,0.83,0.087,6.605,1.57,7.15E-4,5.81E-4,0.06413684,0.059972107,121.87135,0.271,0.0
10.0,33.4,0.086,0.094,0.096,0.097,0.097,-5.698,0.719,176.182,-0.514,170.708,-0.57,178.41,-0.493,187.901,-0.645,9.8,0.131,10.237,1.83,30.9,-7.221,0.689,0.146,9.444,36.5,0.052,0.054,0.055,0.055,0.055,-21.198,0.271,0.067,5.312,1.57,0.001219,3.43E-4,0.080795765,0.04581203,130.36552,0.399,0.0
10.0,38.0,0.052,0.055,0.057,0.057,0.057,-8.862,0.32,149.641,-0.406,161.331,-0.457,157.419,-0.423,153.64,-0.45,17.8,0.048,4.216,1.77,34.7,-12.166,0.796,0.116,8.289,38.7,0.041,0.043,0.044,0.044,0.044,-27.306,0.36,0.038,3.201,1.57,3.89E-4,2.04E-4,0.03691,0.02849193,64.423256,0.163,0.0
10.0,35.8,0.079,0.084,0.086,0.087,0.087,-9.506,0.646,153.487,-0.405,136.799,-0.436,146.271,-0.44,138.589,-0.449,14.0,0.112,9.361,1.55,32.1,-12.979,1.014,0.128,8.633,40.5,0.035,0.038,0.04,0.04,0.04,-28.017,0.357,0.048,4.184,1.66,6.94E-4,1.68E-4,0.08548074,0.039301492,133.79099,0.396,0.0
10.0,38.1,0.059,0.062,0.064,0.064,0.065,-9.952,0.347,140.664,-0.401,137.075,-0.391,142.559,-0.363,144.758,-0.45,16.3,0.074,6.514,1.61,34.2,-14.551,0.693,0.116,8.299,42.3,0.032,0.034,0.035,0.035,0.035,-28.859,0.108,0.043,3.867,1.76,4.38E-4,1.58E-4,0.063864924,0.034388807,139.74641,0.265,0.0
10.0,38.1,0.054,0.057,0.059,0.059,0.059,-10.623,0.443,138.608,-0.37,149.222,-0.382,153.44,-0.402,143.577,-0.322,18.1,0.067,5.947,1.67,35.4,-14.704,0.449,0.08,6.026,41.8,0.03,0.032,0.033,0.033,0.033,-29.993,0.528,0.041,3.728,1.64,3.84E-4,1.17E-4,0.0579697,0.03242373,138.6063,0.218,0.0
10.0,39.7,0.047,0.05,0.051,0.051,0.051,-10.938,0.366,139.255,-0.338,141.902,-0.267,141.845,-0.334,133.496,-0.335,19.5,0.045,4.117,1.66,35.0,-16.257,0.485,0.081,5.979,42.2,0.028,0.03,0.031,0.031,0.031,-30.604,0.356,0.031,2.856,1.62,2.96E-4,1.05E-4,0.0501094,0.030458655,128.87431,0.156,0.0
10.0,38.9,0.051,0.055,0.058,0.058,0.058,-11.451,0.375,134.239,-0.298,132.468,-0.307,136.457,-0.354,150.346,-0.294,20.5,0.047,4.274,1.73,36.2,-16.209,0.539,0.088,6.777,42.3,0.032,0.036,0.037,0.037,0.037,-31.26,0.313,0.039,3.54,1.81,4.08E-4,1.6E-4,0.056987163,0.036353882,145.14095,0.151,0.0
10.0,39.5,0.038,0.043,0.045,0.045,0.046,-12.062,0.299,150.746,-0.299,148.023,-0.281,152.031,-0.269,148.318,-0.288,22.5,0.044,4.04,1.68,38.4,-16.823,0.356,0.043,3.537,42.5,0.028,0.031,0.032,0.033,0.033,-32.151,0.382,0.034,3.165,1.67,2.12E-4,1.11E-4,0.040622186,0.029142004,115.66574,0.171,0.0
10.0,41.5,0.032,0.035,0.037,0.037,0.037,-12.344,0.198,145.548,-0.3,140.664,-0.259,136.399,-0.26,130.659,-0.248,23.3,0.032,3.056,1.74,37.4,-17.547,0.302,0.074,5.831,42.4,0.029,0.031,0.033,0.033,0.034,-32.91,0.162,0.038,3.469,1.72,1.55E-4,1.24E-4,0.03267437,0.030025095,101.89438,0.124,0.0
10.0,41.1,0.032,0.035,0.036,0.036,0.036,-12.618,0.18,126.67,-0.23,135.714,-0.212,140.369,-0.192,146.414,-0.223,24.3,0.034,3.215,1.65,38.3,-17.691,0.717,0.104,8.262,44.4,0.023,0.024,0.026,0.026,0.026,-32.913,0.272,0.025,2.355,1.68,1.37E-4,7.2E-5,0.031791274,0.022960367,114.180916,0.114,0.0
10.0,41.8,0.031,0.035,0.037,0.037,0.037,-12.936,0.239,152.773,-0.251,151.022,-0.255,144.148,-0.275,138.875,-0.274,26.0,0.033,3.177,1.73,39.8,-18.452,0.249,0.05,4.174,44.5,0.024,0.027,0.028,0.028,0.028,-33.604,0.401,0.019,1.837,1.73,1.41E-4,7.8E-5,0.03267437,0.02472655,108.30163,0.136,0.0
10.0,41.3,0.033,0.036,0.038,0.038,0.038,-13.365,0.28,138.694,-0.249,127.28,-0.269,124.529,-0.273,125.814,-0.327,24.0,0.046,4.382,1.62,37.8,-19.154,0.523,0.044,3.533,45.3,0.022,0.024,0.026,0.026,0.026,-34.428,0.072,0.025,2.435,1.77,1.32E-4,7.3E-5,0.022436071,0.015350997,43.85867,0.227,0.0
10.0,42.0,0.029,0.032,0.034,0.034,0.034,-13.633,0.204,131.297,-0.287,131.116,-0.279,140.579,-0.314,139.674,-0.347,25.4,0.042,4.106,1.71,39.3,-20.209,0.354,0.061,5.038,45.1,0.022,0.024,0.026,0.026,0.026,-35.513,0.555,0.033,3.181,1.69,1.31E-4,6.8E-5,0.020074382,0.015350997,48.690254,0.175,0.0
10.0,42.4,0.03,0.033,0.034,0.035,0.035,-14.049,0.333,137.561,-0.354,132.496,-0.319,139.227,-0.293,136.409,-0.3,27.4,0.036,3.483,1.74,40.2,-20.105,0.29,0.034,2.888,44.8,0.023,0.026,0.026,0.026,0.026,-36.109,0.302,0.034,3.227,1.71,1.28E-4,7.8E-5,0.020664804,0.015350997,47.55208,0.142,0.0
10.0,42.9,0.028,0.03,0.032,0.032,0.032,-14.5,0.184,133.877,-0.287,133.601,-0.316,136.971,-0.391,137.056,-0.373,27.6,0.044,4.336,1.73,40.3,-21.024,0.351,0.036,3.077,45.3,0.021,0.023,0.024,0.024,0.024,-36.627,0.304,0.021,2.047,1.67,1.13E-4,6.1E-5,0.018893536,0.014170151,47.777622,0.254,0.0
10.0,44.1,0.026,0.03,0.033,0.034,0.034,-14.613,0.313,130.002,-0.345,128.346,-0.38,120.959,-0.394,115.913,-0.365,27.4,0.025,2.503,1.8,38.3,-22.14,0.369,0.08,6.462,45.3,0.021,0.022,0.025,0.025,0.025,-37.405,0.396,0.017,1.643,1.64,1.21E-4,5.8E-5,0.020074382,0.014760574,40.40719,0.099,0.0
10.0,44.6,0.026,0.029,0.032,0.032,0.032,-15.161,0.176,111.896,-0.383,119.578,-0.39,123.262,-0.353,119.378,-0.372,27.3,0.024,2.453,1.8,38.3,-23.263,0.476,0.064,5.161,46.0,0.02,0.023,0.025,0.025,0.025,-37.937,0.077,0.03,2.929,1.71,1.07E-4,5.8E-5,0.03072902,0.024007047,110.08337,0.095,0.0
10.0,43.9,0.028,0.031,0.032,0.032,0.032,-15.578,0.31,120.416,-0.379,122.12,-0.394,124.452,-0.388,132.858,-0.379,29.2,0.033,3.361,1.81,40.4,-23.484,0.329,0.059,5.091,46.8,0.02,0.022,0.023,0.024,0.024,-39.011,0.615,0.019,1.936,1.83,1.27E-4,6.4E-5,0.03072902,0.023046764,122.51383,0.191,0.0
10.0,42.6,0.035,0.037,0.038,0.038,0.038,-16.46,0.17,132.011,-0.372,127.07,-0.4,124.414,-0.437,118.284,-0.429,28.6,0.037,3.646,1.76,40.6,-24.301,0.498,0.03,2.601,46.7,0.019,0.021,0.022,0.022,0.022,-40.228,0.33,0.013,1.33,1.77,1.88E-4,5.4E-5,0.03649071,0.0211262,109.07455,0.153,0.0
10.0,43.9,0.029,0.032,0.034,0.034,0.034,-16.806,0.204,121.482,-0.47,119.083,-0.434,119.778,-0.443,121.473,-0.409,28.9,0.028,2.843,1.71,40.5,-25.409,0.426,0.035,3.057,47.0,0.019,0.021,0.022,0.023,0.023,-41.136,0.29,0.015,1.553,1.81,1.14E-4,5.8E-5,0.032649584,0.022086482,112.01526,0.095,0.0
10.0,43.8,0.026,0.03,0.032,0.032,0.032,-17.513,0.164,119.35,-0.444,119.188,-0.441,122.815,-0.459,119.178,-0.408,29.0,0.03,2.984,1.69,39.8,-26.12,0.294,0.037,3.164,46.7,0.019,0.022,0.023,0.023,0.023,-42.249,0.155,0.014,1.393,1.72,9.6E-5,5.1E-5,0.029582798,0.021262636,101.85319,0.107,0.0
