@RELATION outubro_15_09_20_22_07
@ATTRIBUTE time_interval NUMERIC
@ATTRIBUTE avg_cn0_l1 NUMERIC
@ATTRIBUTE phi01l1 NUMERIC
@ATTRIBUTE phi03l1 NUMERIC
@ATTRIBUTE phi10l1 NUMERIC
@ATTRIBUTE phi30l1 NUMERIC
@ATTRIBUTE phi60l1 NUMERIC
@ATTRIBUTE avgccd_l1 NUMERIC
@ATTRIBUTE sigmaccd_l1 NUMERIC
@ATTRIBUTE tec_45 NUMERIC
@ATTRIBUTE dtec_6045 NUMERIC
@ATTRIBUTE tec_30 NUMERIC
@ATTRIBUTE dtec_4530 NUMERIC
@ATTRIBUTE tec_15 NUMERIC
@ATTRIBUTE dtec_3015 NUMERIC
@ATTRIBUTE tec NUMERIC
@ATTRIBUTE dtec_15tow NUMERIC
@ATTRIBUTE f2nd_tec_cn0 NUMERIC
@ATTRIBUTE si_l1 NUMERIC
@ATTRIBUTE numerator_si_l1 NUMERIC
@ATTRIBUTE p_l1 NUMERIC
@ATTRIBUTE avg_cn0_l2 NUMERIC
@ATTRIBUTE avgccd_l2c_e5a NUMERIC
@ATTRIBUTE sigmaccd_l2c_e5a NUMERIC
@ATTRIBUTE si_l2c_e5a NUMERIC
@ATTRIBUTE numerator_si_l2c_e5a NUMERIC
@ATTRIBUTE avg_cn0_l5_e5b NUMERIC
@ATTRIBUTE phi01_l5_e5b NUMERIC
@ATTRIBUTE phi03_l5_e5b NUMERIC
@ATTRIBUTE phi10_l5_e5b NUMERIC
@ATTRIBUTE phi30_l5_e5b NUMERIC
@ATTRIBUTE phi60_l5_e5b NUMERIC
@ATTRIBUTE avgccd_l5_e5b NUMERIC
@ATTRIBUTE sigmaccd_l5_e5b NUMERIC
@ATTRIBUTE si_l5_e5b NUMERIC
@ATTRIBUTE numerator_si_l5_e5b NUMERIC
@ATTRIBUTE p_l5_e5b NUMERIC
@ATTRIBUTE t_l1 NUMERIC
@ATTRIBUTE t_e5b NUMERIC
@ATTRIBUTE vphi60_l1 NUMERIC
@ATTRIBUTE vphi60_l5_e5b NUMERIC
@ATTRIBUTE vtec NUMERIC
@ATTRIBUTE s4 NUMERIC
@ATTRIBUTE class        {0.0}
@DATA
10.0,46.1,0.03,0.034,0.036,0.036,0.036,-24.477,0.208,72.961,0.129,74.055,0.12,68.277,0.122,62.394,0.153,33.7,0.028,2.904,1.87,42.0,-38.952,0.252,0.041,3.684,48.6,0.017,0.02,0.021,0.022,0.022,-47.505,0.132,0.015,1.513,1.7,1.19E-4,4.0E-5,0.02585605,0.01580092,32.185646,0.131,0.0
10.0,45.3,0.029,0.035,0.037,0.037,0.038,-24.279,0.227,65.326,0.132,69.876,0.119,74.398,0.142,78.749,0.093,33.4,0.028,2.95,1.86,42.6,-38.305,0.179,0.039,3.532,49.6,0.016,0.018,0.021,0.021,0.021,-46.684,0.405,0.023,2.414,1.73,1.27E-4,3.3E-5,0.029288387,0.016185688,46.780926,0.117,0.0
10.0,46.1,0.026,0.03,0.032,0.032,0.032,-24.261,0.161,80.081,0.17,83.927,0.14,85.65,0.154,83.489,0.103,34.7,0.025,2.681,1.77,43.6,-37.79,0.183,0.027,2.499,49.8,0.016,0.017,0.019,0.019,0.019,-46.14,0.124,0.014,1.508,1.75,9.5E-5,3.5E-5,0.024663907,0.014644193,49.596725,0.119,0.0
10.0,45.3,0.03,0.036,0.038,0.038,0.039,-24.12,0.196,77.073,0.147,74.122,0.136,70.571,0.131,65.735,0.131,32.8,0.026,2.706,1.85,42.2,-37.797,0.224,0.039,3.442,48.8,0.017,0.02,0.022,0.022,0.022,-46.197,0.117,0.02,2.057,1.68,1.36E-4,3.7E-5,0.038998455,0.021999128,65.7298,0.102,0.0
10.0,46.1,0.031,0.035,0.037,0.037,0.037,-23.98,0.079,67.592,0.113,68.62,0.102,69.581,0.122,72.608,0.096,32.7,0.028,2.92,1.88,41.3,-37.284,0.31,0.041,3.52,47.9,0.017,0.019,0.022,0.022,0.022,-46.48,0.277,0.027,2.737,1.55,1.26E-4,3.3E-5,0.036998536,0.021999128,72.60225,0.118,0.0
10.0,45.7,0.034,0.037,0.039,0.039,0.039,-23.815,0.162,74.198,0.123,76.654,0.091,79.186,0.123,79.958,0.156,33.8,0.036,3.767,1.83,42.6,-36.801,0.156,0.038,3.359,49.2,0.017,0.02,0.021,0.021,0.021,-45.627,0.213,0.015,1.569,1.67,1.41E-4,3.4E-5,0.038998455,0.020999167,79.95167,0.145,0.0
10.0,45.3,0.029,0.033,0.036,0.036,0.036,-23.623,0.087,82.29,0.106,82.138,0.123,80.938,0.135,79.529,0.108,33.2,0.034,3.506,1.81,43.1,-37.14,0.208,0.034,3.065,48.8,0.018,0.021,0.024,0.024,0.024,-45.258,0.156,0.015,1.588,1.71,1.29E-4,4.1E-5,0.028163875,0.018775918,48.67493,0.148,0.0
10.0,45.6,0.027,0.031,0.034,0.034,0.034,-23.37,0.219,79.424,0.126,74.96,0.101,71.685,0.09,76.921,0.122,32.8,0.026,2.745,1.73,41.9,-37.025,0.182,0.046,4.033,47.6,0.018,0.022,0.024,0.025,0.025,-45.56,0.265,0.024,2.456,1.6,1.07E-4,4.1E-5,0.026599217,0.019558247,47.07873,0.108,0.0
10.0,45.2,0.027,0.028,0.03,0.03,0.03,-23.381,0.17,73.332,0.098,74.95,0.096,79.71,0.129,81.071,0.121,32.2,0.022,2.331,1.64,42.0,-36.557,0.271,0.043,3.798,48.2,0.018,0.02,0.022,0.023,0.023,-45.257,0.228,0.024,2.437,1.67,9.3E-5,4.3E-5,0.02117147,0.01623146,40.376163,0.092,0.0
10.0,45.1,0.027,0.03,0.033,0.033,0.033,-23.202,0.122,78.891,0.126,84.156,0.147,85.888,0.154,85.365,0.133,33.2,0.027,2.77,1.65,43.0,-35.966,0.193,0.031,2.821,49.5,0.016,0.019,0.02,0.02,0.02,-44.22,0.202,0.014,1.473,1.7,9.6E-5,3.7E-5,0.023288617,0.014114314,42.514725,0.121,0.0
10.0,45.6,0.026,0.029,0.031,0.031,0.031,-22.843,0.172,82.633,0.123,78.387,0.093,76.759,0.105,76.854,0.139,32.4,0.029,3.058,1.62,41.9,-36.231,0.251,0.044,3.922,49.1,0.017,0.019,0.02,0.02,0.02,-43.971,0.2,0.033,3.389,1.64,8.7E-5,3.6E-5,0.03083294,0.01989222,76.02789,0.146,0.0
10.0,45.0,0.026,0.032,0.033,0.034,0.034,-22.98,0.151,78.739,0.126,80.472,0.142,78.492,0.118,76.407,0.126,31.1,0.021,2.217,1.58,41.7,-35.825,0.232,0.03,2.598,47.4,0.018,0.02,0.022,0.022,0.022,-44.709,0.171,0.021,2.113,1.64,8.5E-5,4.4E-5,0.033816777,0.021881443,75.5857,0.082,0.0
10.0,45.7,0.025,0.029,0.031,0.032,0.032,-22.523,0.154,77.72,0.138,78.063,0.157,84.508,0.161,89.62,0.137,32.8,0.031,3.269,1.66,42.1,-34.967,0.205,0.041,3.576,49.0,0.017,0.02,0.022,0.022,0.022,-43.783,0.572,0.037,3.79,1.67,7.5E-5,3.6E-5,0.026869796,0.018472984,63.18787,0.145,0.0
10.0,44.6,0.028,0.031,0.034,0.034,0.034,-22.49,0.136,87.583,0.201,83.794,0.154,83.794,0.122,81.243,0.14,31.7,0.03,3.034,1.65,41.5,-35.062,0.266,0.054,4.673,49.8,0.016,0.02,0.021,0.022,0.022,-42.662,0.104,0.022,2.328,1.79,9.8E-5,3.8E-5,0.028549159,0.018472984,57.28154,0.119,0.0
10.0,44.7,0.026,0.029,0.032,0.032,0.032,-22.45,0.155,81.052,0.149,80.119,0.11,80.281,0.116,82.347,0.172,30.4,0.025,2.586,1.57,41.6,-35.002,0.446,0.045,3.881,47.5,0.018,0.02,0.022,0.022,0.022,-43.294,0.268,0.031,3.185,1.64,8.1E-5,4.1E-5,0.020465197,0.014069822,33.680584,0.106,0.0
10.0,44.9,0.025,0.028,0.029,0.03,0.03,-21.848,0.186,87.849,0.186,89.353,0.116,91.219,0.145,97.055,0.179,32.7,0.037,3.746,1.62,42.9,-34.109,0.117,0.034,3.076,48.4,0.018,0.02,0.021,0.022,0.022,-42.892,0.278,0.026,2.683,1.69,7.8E-5,3.9E-5,0.01918612,0.014069822,39.696274,0.167,0.0
10.0,43.6,0.027,0.031,0.035,0.035,0.035,-21.901,0.168,91.314,0.187,89.134,0.164,87.554,0.099,86.536,0.15,30.9,0.028,2.8,1.59,41.4,-34.079,0.233,0.045,3.923,49.2,0.016,0.022,0.025,0.026,0.026,-41.91,0.211,0.02,2.12,1.75,9.2E-5,3.9E-5,0.03430869,0.025486456,83.1513,0.113,0.0
10.0,43.3,0.027,0.031,0.033,0.034,0.034,-21.259,0.223,82.385,0.154,79.681,0.105,77.797,0.149,85.603,0.067,30.3,0.043,4.268,1.57,41.6,-34.164,0.389,0.046,3.95,47.8,0.018,0.021,0.022,0.022,0.022,-41.936,0.18,0.025,2.515,1.71,9.3E-5,4.5E-5,0.033328444,0.021565463,82.25478,0.212,0.0
10.0,43.9,0.028,0.032,0.035,0.036,0.036,-21.487,0.132,87.497,0.14,91.781,0.103,91.2,0.165,94.389,0.143,31.6,0.033,3.318,1.64,42.9,-33.337,0.262,0.028,2.514,48.0,0.017,0.021,0.024,0.024,0.024,-41.669,0.161,0.02,2.042,1.69,1.01E-4,4.1E-5,0.035288937,0.023525959,90.697136,0.171,0.0
10.0,43.1,0.029,0.033,0.038,0.038,0.038,-21.228,0.373,94.884,0.185,88.04,0.144,81.043,0.135,74.541,0.164,30.1,0.029,2.94,1.61,41.6,-33.289,0.228,0.068,5.78,48.6,0.017,0.021,0.024,0.024,0.025,-41.103,0.193,0.017,1.758,1.75,1.08E-4,4.1E-5,0.03377249,0.022218745,58.87816,0.121,0.0
10.0,44.5,0.027,0.03,0.034,0.034,0.034,-21.236,0.236,71.228,0.066,75.54,0.082,83.185,0.164,82.547,0.116,29.7,0.041,4.18,1.65,39.6,-32.823,0.259,0.063,5.178,47.5,0.019,0.023,0.028,0.028,0.028,-41.04,0.208,0.04,4.024,1.74,9.3E-5,5.0E-5,0.030217495,0.024884995,65.201904,0.174,0.0
10.0,43.9,0.031,0.036,0.038,0.038,0.038,-21.145,0.207,84.299,0.173,89.829,0.176,95.446,0.156,96.817,0.179,30.4,0.029,2.89,1.69,41.9,-32.265,0.215,0.052,4.545,47.2,0.019,0.023,0.025,0.026,0.026,-40.979,0.419,0.029,2.906,1.7,1.45E-4,4.8E-5,0.02222803,0.015208654,33.12733,0.107,0.0
10.0,44.4,0.033,0.038,0.041,0.042,0.042,-20.645,0.206,95.027,0.214,95.846,0.15,94.97,0.123,88.23,0.141,31.6,0.041,4.196,1.69,42.2,-32.201,0.337,0.043,3.718,47.5,0.02,0.023,0.026,0.027,0.027,-40.377,0.101,0.021,2.084,1.78,1.52E-4,5.3E-5,0.024567824,0.015793603,30.189167,0.188,0.0
10.0,43.4,0.033,0.036,0.037,0.037,0.037,-20.7,0.193,87.04,0.152,83.09,0.018,84.051,0.037,87.259,0.117,28.7,0.036,3.65,1.6,39.4,-32.252,0.311,0.056,4.657,47.5,0.018,0.02,0.022,0.022,0.022,-40.142,0.145,0.025,2.547,1.72,1.43E-4,4.5E-5,0.035403993,0.021051023,79.89347,0.136,0.0
10.0,43.3,0.033,0.037,0.039,0.039,0.039,-20.486,0.37,86.212,0.075,88.592,0.073,93.904,0.142,87.478,0.145,29.6,0.039,3.901,1.59,40.8,-31.337,0.24,0.071,6.072,46.4,0.02,0.022,0.025,0.025,0.025,-40.297,0.142,0.018,1.777,1.67,1.37E-4,5.2E-5,0.037317723,0.023921618,80.09398,0.144,0.0
10.0,42.8,0.039,0.043,0.046,0.046,0.047,-19.823,0.158,91.581,0.153,89.258,0.137,89.144,0.168,86.26,0.133,30.5,0.035,3.494,1.8,41.9,-31.487,0.26,0.043,3.76,47.6,0.019,0.022,0.024,0.025,0.025,-39.555,0.33,0.024,2.468,1.81,2.6E-4,5.2E-5,0.04366328,0.02322515,74.44688,0.14,0.0
10.0,41.8,0.035,0.039,0.042,0.042,0.042,-20.114,0.203,79.225,0.093,77.168,0.057,71.485,0.073,75.712,0.003,27.0,0.044,4.267,1.65,39.2,-31.737,0.314,0.052,4.26,47.6,0.019,0.021,0.023,0.023,0.023,-39.172,0.095,0.018,1.785,1.77,1.66E-4,5.2E-5,0.03901825,0.021367138,65.3434,0.184,0.0
10.0,43.4,0.026,0.03,0.032,0.032,0.032,-19.855,0.188,78.025,0.056,86.421,-0.016,89.868,0.033,91.448,0.046,29.2,0.029,2.935,1.77,41.0,-31.101,0.448,0.06,5.129,46.4,0.02,0.023,0.024,0.025,0.025,-39.245,0.148,0.025,2.472,1.77,1.04E-4,6.3E-5,0.018057799,0.014107655,29.120836,0.119,0.0
10.0,42.6,0.029,0.033,0.035,0.035,0.035,-20.131,0.266,94.389,0.091,102.491,0.104,100.815,0.115,102.243,0.117,29.7,0.033,3.232,1.74,42.3,-30.654,0.222,0.033,2.938,46.1,0.02,0.023,0.024,0.024,0.024,-39.57,0.431,0.045,4.415,1.73,1.22E-4,5.8E-5,0.019750716,0.013543349,32.55841,0.13,0.0
10.0,41.6,0.03,0.033,0.037,0.037,0.037,-20.184,0.349,97.893,0.138,92.067,0.121,83.318,0.039,74.569,0.012,27.1,0.044,4.218,1.73,39.8,-31.036,0.434,0.083,6.799,48.4,0.017,0.02,0.022,0.022,0.022,-38.349,0.149,0.025,2.519,1.78,1.33E-4,4.4E-5,0.02087933,0.012414737,23.745863,0.223,0.0
10.0,43.8,0.026,0.031,0.035,0.035,0.035,-19.745,0.165,69.077,-0.014,72.78,0.049,77.14,-0.001,82.138,0.042,27.3,0.035,3.552,1.81,38.7,-30.856,0.529,0.078,6.345,45.9,0.022,0.024,0.027,0.027,0.027,-39.016,0.282,0.036,3.523,1.74,1.0E-4,7.0E-5,0.032356184,0.024960486,70.19766,0.178,0.0
10.0,42.7,0.026,0.031,0.032,0.033,0.033,-20.419,0.176,91.695,0.081,100.006,0.215,106.165,0.22,108.812,0.126,28.5,0.027,2.617,1.75,42.3,-30.005,0.219,0.046,4.006,45.1,0.023,0.025,0.026,0.026,0.026,-39.29,0.296,0.027,2.579,1.69,9.8E-5,6.6E-5,0.03050726,0.024036024,92.99408,0.12,0.0
10.0,42.8,0.024,0.029,0.032,0.033,0.033,-19.69,0.371,103.519,0.085,94.799,0.023,94.475,-0.066,88.192,0.003,27.9,0.027,2.692,1.79,40.9,-30.587,0.356,0.062,5.31,47.6,0.018,0.022,0.026,0.026,0.027,-38.19,0.329,0.031,3.156,1.77,9.2E-5,5.1E-5,0.0316893,0.02592761,81.32548,0.109,0.0
10.0,42.5,0.028,0.033,0.035,0.035,0.035,-19.825,0.234,81.9,-0.15,83.632,-0.117,86.621,-0.181,83.756,-0.176,25.6,0.045,4.414,1.81,38.5,-31.056,0.254,0.054,4.355,47.3,0.018,0.022,0.023,0.024,0.024,-37.931,0.14,0.038,3.791,1.78,1.15E-4,5.2E-5,0.033609863,0.023046764,77.234856,0.251,0.0
10.0,41.6,0.028,0.032,0.033,0.034,0.034,-19.981,0.181,87.173,-0.071,87.945,-0.105,89.144,-0.064,94.694,0.005,27.5,0.041,3.971,1.77,40.7,-30.611,0.298,0.073,6.16,43.4,0.026,0.028,0.03,0.03,0.03,-39.953,0.599,0.043,3.986,1.65,1.22E-4,8.8E-5,0.020074382,0.017712688,33.010258,0.222,0.0
10.0,41.9,0.029,0.034,0.036,0.037,0.037,-19.95,0.223,94.732,-0.092,98.93,-0.137,93.304,-0.088,89.858,-0.164,28.2,0.033,3.242,1.79,40.9,-30.916,0.388,0.061,5.13,47.1,0.018,0.022,0.025,0.025,0.026,-38.916,0.32,0.05,5.015,1.73,1.28E-4,5.0E-5,0.02184565,0.015350997,31.324434,0.132,0.0
10.0,41.9,0.03,0.035,0.037,0.038,0.038,-20.311,0.171,82.699,-0.185,79.919,-0.22,73.627,-0.16,72.932,-0.124,24.8,0.034,3.269,1.83,38.3,-32.182,0.413,0.065,5.153,48.0,0.019,0.022,0.025,0.025,0.025,-38.714,0.147,0.033,3.382,1.87,1.39E-4,5.9E-5,0.022436071,0.014760574,25.424042,0.146,0.0
10.0,43.5,0.026,0.031,0.034,0.034,0.034,-20.403,0.206,83.385,-0.138,86.05,-0.13,87.116,-0.035,89.154,-0.073,27.7,0.034,3.378,1.89,40.2,-31.531,0.415,0.054,4.551,44.8,0.024,0.027,0.028,0.028,0.028,-39.934,0.694,0.054,5.154,1.68,1.1E-4,7.8E-5,0.030025095,0.02472655,69.52672,0.156,0.0
10.0,42.3,0.03,0.034,0.038,0.038,0.038,-20.762,0.337,96.322,-0.142,97.083,-0.145,98.007,-0.073,91.695,-0.161,27.2,0.043,4.258,1.86,40.9,-31.843,0.272,0.069,5.783,45.5,0.022,0.027,0.029,0.029,0.03,-40.414,0.479,0.065,6.259,1.79,1.39E-4,7.9E-5,0.033557456,0.02649273,71.508316,0.24,0.0
10.0,42.1,0.026,0.031,0.036,0.037,0.037,-20.432,0.183,83.251,-0.153,81.719,-0.191,68.886,-0.195,68.639,-0.314,24.4,0.031,3.083,1.78,37.4,-32.506,0.431,0.086,6.663,48.2,0.018,0.022,0.026,0.026,0.026,-39.735,0.138,0.02,2.085,1.86,1.04E-4,5.4E-5,0.036353882,0.02554597,66.26269,0.137,0.0
10.0,41.5,0.029,0.034,0.037,0.037,0.037,-20.903,0.202,76.854,-0.229,83.08,-0.098,90.324,-0.165,97.16,0.087,26.2,0.053,5.103,1.77,40.0,-32.339,0.309,0.07,5.812,45.9,0.022,0.025,0.028,0.028,0.029,-40.499,0.533,0.061,5.886,1.7,1.27E-4,6.8E-5,0.036353882,0.028493581,93.79628,0.246,0.0
10.0,40.6,0.033,0.037,0.041,0.041,0.041,-20.774,0.303,99.892,0.107,98.654,0.045,96.369,-0.013,95.475,-0.044,27.2,0.059,5.611,1.7,41.8,-32.222,0.172,0.046,4.027,43.2,0.026,0.03,0.033,0.033,0.033,-41.659,0.247,0.057,5.308,1.68,1.52E-4,9.7E-5,0.026549298,0.021368947,40.033913,0.268,0.0
10.0,42.8,0.034,0.038,0.041,0.041,0.041,-20.849,0.24,98.302,-0.212,90.248,-0.194,82.252,-0.32,78.768,-0.274,26.2,0.034,3.351,1.94,38.5,-33.381,0.558,0.096,7.716,47.9,0.019,0.024,0.025,0.026,0.026,-40.536,0.401,0.052,5.265,1.8,1.94E-4,5.1E-5,0.026549298,0.01683614,33.02845,0.166,0.0
10.0,40.9,0.033,0.039,0.04,0.041,0.041,-21.78,0.362,75.826,-0.28,78.063,-0.4,81.957,-0.339,90.562,-0.309,24.1,0.053,4.998,1.63,38.4,-33.417,0.498,0.085,6.851,47.6,0.018,0.021,0.024,0.024,0.024,-41.02,0.391,0.045,4.479,1.75,1.39E-4,4.7E-5,0.026549298,0.015541052,37.973827,0.212,0.0
10.0,41.3,0.029,0.035,0.04,0.04,0.04,-21.744,0.292,86.574,-0.166,88.03,-0.241,86.583,-0.318,87.202,-0.072,27.3,0.05,4.814,1.85,40.8,-33.521,0.363,0.059,4.949,43.4,0.024,0.027,0.032,0.032,0.033,-42.88,0.671,0.055,5.158,1.63,1.53E-4,7.9E-5,0.033317838,0.027487217,60.500664,0.24,0.0
10.0,40.8,0.033,0.04,0.044,0.045,0.045,-21.745,0.327,79.767,-0.274,76.112,-0.16,74.826,-0.285,61.28,-0.354,24.4,0.045,4.255,1.81,36.7,-34.773,0.719,0.124,9.147,46.2,0.02,0.024,0.028,0.028,0.028,-42.703,0.26,0.062,6.099,1.75,1.53E-4,6.2E-5,0.03748257,0.02332249,42.516003,0.159,0.0
10.0,38.5,0.04,0.046,0.05,0.05,0.05,-22.668,0.301,62.042,-0.354,68.905,-0.152,67.991,-0.078,77.359,-0.094,20.3,0.066,5.919,1.79,36.8,-34.494,0.39,0.154,11.689,47.6,0.019,0.023,0.025,0.025,0.025,-42.857,0.211,0.032,3.231,1.74,2.52E-4,4.7E-5,0.049788635,0.024894318,76.70634,0.271,0.0
10.0,42.7,0.028,0.032,0.037,0.037,0.037,-22.196,0.187,82.985,-0.126,84.87,-0.092,85.469,-0.142,86.279,0.06,27.9,0.051,5.012,1.85,41.0,-35.005,0.489,0.058,4.981,43.9,0.027,0.033,0.037,0.038,0.038,-44.079,0.402,0.061,5.661,1.74,1.19E-4,1.11E-4,0.03684359,0.03783936,85.55108,0.213,0.0
10.0,39.8,0.036,0.043,0.048,0.048,0.049,-22.935,0.288,89.049,-0.124,89.61,-0.206,85.907,-0.055,79.539,-0.143,23.4,0.064,5.876,1.76,38.8,-36.074,0.559,0.082,6.617,44.2,0.024,0.029,0.035,0.035,0.035,-44.448,0.173,0.06,5.611,1.71,1.92E-4,8.7E-5,0.034989137,0.024992242,40.555943,0.299,0.0
10.0,40.8,0.033,0.038,0.047,0.047,0.048,-22.633,0.486,68.334,-0.208,45.725,-0.2,49.323,-0.167,59.69,-0.162,21.6,0.063,5.964,1.8,36.6,-36.029,0.402,0.105,8.013,45.7,0.021,0.024,0.031,0.032,0.032,-44.357,0.098,0.029,2.801,1.72,1.73E-4,6.3E-5,0.034275077,0.022850052,30.435184,0.316,0.0
10.0,42.2,0.027,0.032,0.036,0.036,0.036,-22.601,0.295,62.66,-0.088,64.726,-0.128,71.78,-0.084,82.471,-0.104,26.0,0.051,4.974,1.75,39.3,-35.786,0.408,0.057,4.671,44.2,0.025,0.027,0.031,0.031,0.031,-44.624,0.21,0.047,4.39,1.71,1.08E-4,9.1E-5,0.025706306,0.022135986,42.050934,0.2,0.0
10.0,39.3,0.04,0.045,0.048,0.048,0.048,-23.209,0.42,82.975,0.147,81.519,0.009,82.909,-0.21,63.888,0.011,22.8,0.055,4.956,1.66,38.8,-36.446,0.347,0.071,5.726,43.9,0.025,0.028,0.029,0.03,0.03,-44.883,0.219,0.043,4.044,1.63,2.26E-4,8.2E-5,0.037182443,0.023239026,38.336514,0.171,0.0
10.0,40.9,0.041,0.046,0.05,0.05,0.05,-22.619,0.307,62.784,-0.1,61.766,-0.064,58.072,-0.079,69.6,0.021,22.2,0.05,4.652,1.73,37.1,-36.775,0.489,0.079,6.139,45.7,0.022,0.024,0.028,0.028,0.028,-44.571,0.156,0.034,3.305,1.7,2.42E-4,6.3E-5,0.03873171,0.021689758,41.764046,0.183,0.0
10.0,38.8,0.046,0.057,0.066,0.069,0.07,-23.103,0.425,71.675,-0.177,71.418,-0.142,74.903,-0.125,81.766,-0.058,22.8,0.063,5.723,1.89,39.6,-36.462,0.238,0.07,5.757,44.7,0.026,0.034,0.042,0.045,0.047,-45.117,0.389,0.054,5.069,1.93,4.39E-4,1.46E-4,0.069999695,0.04699979,81.76528,0.213,0.0
10.0,39.6,0.035,0.045,0.049,0.05,0.05,-23.402,0.278,80.453,-0.056,80.024,0.112,77.654,0.132,73.827,0.016,23.3,0.051,4.719,1.77,39.5,-36.605,0.278,0.068,5.646,42.1,0.03,0.04,0.044,0.044,0.045,-45.924,0.216,0.041,3.739,1.76,2.15E-4,1.49E-4,0.04999978,0.044999804,73.826355,0.238,0.0
10.0,41.2,0.032,0.037,0.04,0.04,0.04,-23.097,0.208,75.521,-0.039,75.464,-0.053,66.535,-0.213,60.414,-0.294,22.9,0.044,4.142,1.78,36.7,-37.142,0.758,0.108,8.21,43.8,0.025,0.028,0.031,0.031,0.031,-45.383,0.265,0.047,4.412,1.65,1.65E-4,8.7E-5,0.039999824,0.030999864,60.41347,0.194,0.0
10.0,38.3,0.045,0.05,0.053,0.054,0.055,-23.849,0.678,56.425,-0.303,68.61,-0.141,78.492,-0.07,73.208,-0.148,18.5,0.108,9.208,1.6,36.3,-37.052,0.285,0.08,6.033,45.9,0.022,0.024,0.026,0.026,0.026,-45.18,0.387,0.043,4.137,1.67,3.14E-4,6.2E-5,0.042817242,0.020240879,44.368076,0.326,0.0
10.0,38.9,0.048,0.054,0.056,0.057,0.057,-24.046,0.213,69.381,-0.248,77.816,-0.118,79.186,-0.129,77.33,-0.027,21.1,0.107,9.299,1.58,38.3,-37.096,0.394,0.088,6.977,45.5,0.024,0.026,0.028,0.028,0.028,-45.002,0.335,0.043,4.145,1.72,3.2E-4,7.6E-5,0.044374235,0.021797871,46.866234,0.284,0.0
10.0,39.4,0.047,0.052,0.054,0.054,0.054,-23.651,0.342,75.417,-0.129,67.306,-0.006,72.961,0.032,71.894,0.085,22.1,0.069,6.188,1.54,36.9,-37.416,0.393,0.062,4.836,43.4,0.025,0.03,0.032,0.033,0.033,-45.876,0.339,0.045,4.115,1.57,2.86E-4,8.4E-5,0.038334288,0.023426509,36.230965,0.24,0.0
10.0,38.0,0.059,0.066,0.07,0.07,0.07,-23.928,0.235,79.929,-0.056,78.625,0.003,84.546,0.025,82.48,-0.043,19.0,0.067,5.855,1.64,37.2,-38.264,0.312,0.064,4.968,44.3,0.026,0.028,0.03,0.03,0.031,-45.999,0.244,0.038,3.59,1.71,4.71E-4,9.4E-5,0.049692594,0.02200672,41.56578,0.209,0.0
10.0,37.9,0.052,0.058,0.061,0.062,0.062,-23.732,0.33,82.595,0.02,76.216,-0.088,79.377,-0.057,78.872,0.043,20.4,0.082,7.224,1.57,38.5,-37.261,0.373,0.091,7.321,45.0,0.024,0.027,0.033,0.033,0.033,-46.02,0.171,0.029,2.836,1.67,3.44E-4,7.6E-5,0.04401344,0.023426509,39.747528,0.377,0.0
10.0,40.4,0.042,0.049,0.056,0.056,0.057,-23.686,0.423,80.138,0.075,81.148,-0.072,83.537,0.002,80.662,0.043,24.5,0.053,4.916,1.54,39.3,-37.405,0.487,0.084,6.793,42.3,0.03,0.036,0.044,0.044,0.046,-46.391,0.545,0.057,5.181,1.61,2.12E-4,1.22E-4,0.05672694,0.045779634,79.89102,0.154,0.0
10.0,41.3,0.042,0.048,0.051,0.051,0.052,-24.068,0.249,77.006,-0.114,74.922,-0.132,77.026,-0.237,73.437,-0.158,21.8,0.046,4.321,1.63,35.9,-38.194,0.372,0.086,6.45,43.2,0.028,0.033,0.039,0.039,0.039,-46.808,0.237,0.045,4.155,1.67,2.18E-4,1.19E-4,0.05175089,0.03881317,72.73508,0.187,0.0
10.0,40.0,0.039,0.043,0.046,0.046,0.047,-24.481,0.218,74.189,-0.16,74.541,-0.202,74.303,-0.165,70.666,-0.171,20.1,0.05,4.598,1.69,35.2,-38.66,0.453,0.071,5.256,43.0,0.028,0.03,0.032,0.033,0.033,-47.434,0.21,0.047,4.325,1.6,2.3E-4,1.04E-4,0.039307497,0.027598882,49.427155,0.22,0.0
10.0,40.5,0.033,0.038,0.041,0.041,0.042,-24.48,0.32,75.683,-0.149,79.977,-0.09,81.319,-0.076,82.89,-0.072,22.3,0.051,4.779,1.66,38.3,-38.59,0.279,0.068,5.466,42.3,0.03,0.032,0.034,0.035,0.035,-47.608,0.229,0.077,6.779,1.58,1.57E-4,1.21E-4,0.03512585,0.029271541,57.9772,0.239,0.0
10.0,38.9,0.036,0.043,0.046,0.046,0.046,-25.122,0.403,95.713,-0.089,87.868,-0.067,80.757,-0.159,85.698,-0.12,19.2,0.049,4.368,1.56,36.9,-39.333,0.434,0.091,7.003,39.7,0.037,0.039,0.041,0.041,0.041,-48.559,0.324,0.071,6.021,1.5,1.67E-4,1.67E-4,0.03847117,0.03428952,59.94125,0.148,0.0
10.0,39.4,0.036,0.047,0.049,0.05,0.05,-24.817,0.313,86.364,-0.111,80.719,-0.157,75.75,-0.258,76.54,-0.133,20.3,0.062,5.671,1.62,37.1,-39.002,0.409,0.069,5.374,42.4,0.028,0.032,0.034,0.035,0.035,-48.323,0.239,0.045,4.057,1.5,1.75E-4,9.2E-5,0.03217611,0.022523278,31.696812,0.294,0.0
