@RELATION minijanuary_15_09_20_18_56
@ATTRIBUTE avg_cn0_l1 NUMERIC
@ATTRIBUTE phi01l1 NUMERIC
@ATTRIBUTE phi03l1 NUMERIC
@ATTRIBUTE phi10l1 NUMERIC
@ATTRIBUTE phi30l1 NUMERIC
@ATTRIBUTE phi60l1 NUMERIC
@ATTRIBUTE avgccd_l1 NUMERIC
@ATTRIBUTE sigmaccd_l1 NUMERIC
@ATTRIBUTE tec_45 NUMERIC
@ATTRIBUTE dtec_6045 NUMERIC
@ATTRIBUTE tec_30 NUMERIC
@ATTRIBUTE dtec_4530 NUMERIC
@ATTRIBUTE tec_15 NUMERIC
@ATTRIBUTE dtec_3015 NUMERIC
@ATTRIBUTE tec NUMERIC
@ATTRIBUTE dtec_15tow NUMERIC
@ATTRIBUTE f2nd_tec_cn0 NUMERIC
@ATTRIBUTE si_l1 NUMERIC
@ATTRIBUTE numerator_si_l1 NUMERIC
@ATTRIBUTE p_l1 NUMERIC
@ATTRIBUTE avg_cn0_l2 NUMERIC
@ATTRIBUTE avgccd_l2c_e5a NUMERIC
@ATTRIBUTE sigmaccd_l2c_e5a NUMERIC
@ATTRIBUTE si_l2c_e5a NUMERIC
@ATTRIBUTE numerator_si_l2c_e5a NUMERIC
@ATTRIBUTE avg_cn0_l5_e5b NUMERIC
@ATTRIBUTE phi01_l5_e5b NUMERIC
@ATTRIBUTE phi03_l5_e5b NUMERIC
@ATTRIBUTE phi10_l5_e5b NUMERIC
@ATTRIBUTE phi30_l5_e5b NUMERIC
@ATTRIBUTE phi60_l5_e5b NUMERIC
@ATTRIBUTE avgccd_l5_e5b NUMERIC
@ATTRIBUTE sigmaccd_l5_e5b NUMERIC
@ATTRIBUTE si_l5_e5b NUMERIC
@ATTRIBUTE numerator_si_l5_e5b NUMERIC
@ATTRIBUTE p_l5_e5b NUMERIC
@ATTRIBUTE t_l1 NUMERIC
@ATTRIBUTE t_e5b NUMERIC
@ATTRIBUTE vphi60_l1 NUMERIC
@ATTRIBUTE vphi60_l5_e5b NUMERIC
@ATTRIBUTE vtec NUMERIC
@ATTRIBUTE s4 NUMERIC
@ATTRIBUTE class        {0.0}
@DATA
44.7,0.027,0.034,0.036,0.036,0.037,-12.063,0.236,115.732,0.304,116.78,0.305,115.932,0.308,113.4,0.288,31.9,0.021,2.146,1.87,42.2,-17.87,0.287,0.036,3.158,48.9,0.017,0.019,0.021,0.021,0.021,-21.675,0.417,0.016,1.685,1.74,1.07E-4,3.9E-5,0.02611148,0.014820029,56.477127,0.077,0.0
44.9,0.026,0.033,0.035,0.036,0.036,-11.544,0.183,113.229,0.301,110.363,0.291,106.66,0.276,106.251,0.283,31.2,0.023,2.327,1.91,41.0,-17.538,0.204,0.045,3.887,47.5,0.019,0.021,0.023,0.023,0.023,-21.404,0.211,0.031,3.164,1.65,1.1E-4,4.5E-5,0.035805993,0.022876052,105.10891,0.092,0.0
44.5,0.026,0.032,0.035,0.036,0.036,-11.298,0.134,102.928,0.262,103.005,0.266,112.248,0.299,117.513,0.294,30.2,0.023,2.35,1.84,40.5,-17.021,0.284,0.058,4.877,46.6,0.02,0.023,0.024,0.025,0.025,-21.315,0.156,0.015,1.498,1.66,9.5E-5,5.3E-5,0.035805993,0.024865275,116.249855,0.087,0.0
44.6,0.024,0.029,0.033,0.034,0.034,-10.812,0.287,121.492,0.298,118.017,0.292,119.369,0.305,123.405,0.303,31.4,0.027,2.772,1.86,42.1,-16.096,0.46,0.038,3.361,47.4,0.019,0.021,0.023,0.023,0.023,-20.288,0.417,0.022,2.204,1.67,1.0E-4,4.9E-5,0.028549159,0.019312665,87.00847,0.126,0.0
44.9,0.024,0.029,0.03,0.03,0.03,-10.521,0.134,126.937,0.302,125.338,0.325,128.565,0.312,123.795,0.291,32.0,0.028,2.873,1.79,42.6,-15.502,0.148,0.035,3.111,48.4,0.018,0.02,0.021,0.021,0.021,-18.793,0.335,0.019,1.946,1.69,8.7E-5,4.0E-5,0.025190433,0.017633302,87.28344,0.126,0.0
42.9,0.029,0.034,0.038,0.039,0.039,-10.08,0.36,123.072,0.308,116.675,0.304,105.965,0.297,105.708,0.276,28.6,0.042,4.209,1.74,40.4,-15.344,0.276,0.047,4.002,46.0,0.021,0.024,0.026,0.027,0.027,-19.13,0.338,0.029,2.873,1.65,1.28E-4,5.9E-5,0.024941958,0.017267508,43.235424,0.197,0.0
44.4,0.027,0.031,0.032,0.032,0.032,-9.576,0.132,108.84,0.291,112.896,0.318,118.255,0.338,123.424,0.345,30.4,0.029,2.915,1.8,41.3,-14.042,0.4,0.062,5.318,47.1,0.019,0.021,0.022,0.022,0.022,-18.234,0.545,0.025,2.449,1.7,1.06E-4,5.3E-5,0.020465197,0.014069822,50.48141,0.145,0.0
43.0,0.031,0.036,0.038,0.038,0.038,-9.351,0.17,126.842,0.337,127.518,0.33,122.653,0.332,121.549,0.322,29.4,0.029,2.896,1.88,41.3,-13.603,0.194,0.051,4.37,48.1,0.018,0.02,0.021,0.021,0.021,-16.913,0.39,0.016,1.616,1.71,1.63E-4,4.4E-5,0.037249435,0.020585215,116.79482,0.122,0.0
44.0,0.026,0.031,0.033,0.033,0.033,-9.089,0.171,120.026,0.321,121.511,0.319,120.226,0.337,116.037,0.304,28.4,0.029,2.882,1.71,39.9,-13.065,0.315,0.042,3.517,46.9,0.019,0.021,0.022,0.022,0.022,-16.453,0.144,0.027,2.707,1.63,9.8E-5,4.7E-5,0.032348193,0.021565463,111.49842,0.119,0.0
43.5,0.026,0.029,0.031,0.031,0.031,-8.512,0.17,116.494,0.315,117.608,0.315,124.5,0.373,126.956,0.35,29.4,0.042,4.211,1.71,40.4,-11.884,0.419,0.044,3.715,46.6,0.02,0.022,0.023,0.023,0.023,-16.015,0.427,0.028,2.824,1.66,8.7E-5,5.2E-5,0.030387698,0.02254571,121.99034,0.219,0.0
43.2,0.027,0.03,0.031,0.032,0.032,-8.127,0.218,128.241,0.389,130.193,0.403,129.269,0.373,127.946,0.368,29.4,0.036,3.597,1.78,40.9,-10.98,0.247,0.041,3.523,48.4,0.017,0.019,0.02,0.02,0.02,-14.384,0.411,0.014,1.461,1.73,1.06E-4,3.9E-5,0.028439995,0.017774995,101.06149,0.18,0.0
43.8,0.026,0.029,0.033,0.033,0.033,-7.352,0.233,120.854,0.332,121.14,0.327,115.085,0.292,118.579,0.338,28.0,0.033,3.271,1.78,39.3,-11.093,0.528,0.045,3.712,47.2,0.019,0.021,0.023,0.023,0.023,-13.782,0.114,0.029,2.876,1.67,9.4E-5,4.7E-5,0.029328743,0.020441245,93.66273,0.167,0.0
43.0,0.027,0.032,0.034,0.034,0.034,-7.297,0.207,124.671,0.356,131.735,0.364,139.008,0.386,140.084,0.421,29.1,0.033,3.259,1.72,41.1,-9.644,0.386,0.048,4.103,45.2,0.022,0.024,0.026,0.026,0.026,-13.806,0.113,0.023,2.242,1.66,1.09E-4,7.1E-5,0.01988824,0.015208654,47.93176,0.128,0.0
44.4,0.027,0.032,0.035,0.035,0.035,-6.408,0.343,140.046,0.389,135.819,0.405,135.876,0.369,131.735,0.375,30.8,0.031,3.113,1.79,41.6,-8.816,0.212,0.041,3.546,46.6,0.021,0.023,0.024,0.024,0.024,-12.571,0.664,0.038,3.712,1.74,1.18E-4,6.1E-5,0.020473188,0.014038757,45.075027,0.135,0.0
43.1,0.036,0.04,0.042,0.043,0.044,-6.061,0.214,124.243,0.345,124.348,0.359,129.679,0.351,130.335,0.375,28.1,0.052,5.083,1.75,39.5,-8.59,0.317,0.042,3.476,47.6,0.019,0.021,0.024,0.024,0.024,-11.011,0.243,0.018,1.848,1.76,2.0E-4,5.3E-5,0.042102046,0.022964753,119.33343,0.226,0.0
43.2,0.032,0.038,0.04,0.04,0.041,-5.601,0.273,129.336,0.354,127.289,0.361,128.413,0.366,129.088,0.367,27.8,0.037,3.652,1.77,39.9,-7.426,0.587,0.038,3.178,45.6,0.022,0.024,0.025,0.026,0.026,-10.588,0.115,0.032,3.091,1.68,1.68E-4,5.9E-5,0.039231453,0.024878481,118.19168,0.162,0.0
43.9,0.031,0.035,0.038,0.038,0.038,-5.016,0.213,132.316,0.392,136.904,0.403,141.502,0.42,136.799,0.43,30.5,0.036,3.588,1.83,41.8,-6.087,0.232,0.043,3.719,45.1,0.021,0.024,0.025,0.025,0.025,-10.356,0.373,0.034,3.281,1.65,1.4E-4,6.7E-5,0.035302226,0.02322515,118.06467,0.152,0.0
42.2,0.031,0.036,0.042,0.042,0.042,-4.857,0.183,139.265,0.408,137.485,0.421,125.871,0.31,123.919,0.403,26.9,0.027,2.648,1.78,39.0,-5.986,0.312,0.084,6.861,47.0,0.018,0.02,0.023,0.023,0.023,-8.48,0.524,0.021,2.079,1.7,1.43E-4,4.6E-5,0.03901825,0.021367138,106.948555,0.108,0.0
43.7,0.027,0.032,0.035,0.035,0.035,-4.11,0.318,123.957,0.311,125.966,0.365,133.905,0.375,144.558,0.405,27.6,0.032,3.253,1.87,38.7,-4.793,0.581,0.095,7.769,45.0,0.022,0.026,0.028,0.028,0.028,-8.053,0.266,0.046,4.43,1.72,1.21E-4,8.0E-5,0.03251521,0.02601217,124.761086,0.164,0.0
43.2,0.028,0.033,0.036,0.036,0.037,-3.563,0.168,148.166,0.396,146.5,0.382,145.948,0.415,145.557,0.415,29.9,0.054,5.329,1.85,41.3,-3.761,0.307,0.032,2.754,44.2,0.024,0.026,0.027,0.027,0.028,-7.876,0.601,0.044,4.129,1.68,1.18E-4,8.1E-5,0.02087933,0.015800575,46.35139,0.236,0.0
41.9,0.03,0.034,0.037,0.037,0.037,-3.404,0.449,145.015,0.417,145.614,0.385,140.493,0.399,132.982,0.377,26.9,0.04,3.882,1.68,39.9,-3.449,0.246,0.064,5.327,46.9,0.019,0.02,0.022,0.022,0.022,-5.701,0.447,0.02,2.037,1.69,1.3E-4,4.4E-5,0.02087933,0.012414737,42.346985,0.195,0.0
42.6,0.032,0.036,0.039,0.039,0.04,-2.427,0.204,124.7,0.318,121.159,0.331,125.052,0.327,128.784,0.354,25.9,0.047,4.566,1.78,37.5,-2.846,0.461,0.059,4.658,45.2,0.021,0.024,0.025,0.025,0.025,-5.264,0.257,0.048,4.628,1.69,1.78E-4,6.7E-5,0.036978498,0.023111561,110.06277,0.203,0.0
40.6,0.038,0.044,0.045,0.045,0.045,-2.297,0.161,134.591,0.37,140.759,0.379,143.139,0.391,146.776,0.386,26.0,0.039,3.701,1.75,39.5,-1.36,0.433,0.056,4.672,43.6,0.025,0.028,0.028,0.028,0.028,-5.368,0.547,0.038,3.512,1.72,2.46E-4,9.3E-5,0.041600812,0.025884949,125.439285,0.153,0.0
41.5,0.034,0.037,0.039,0.039,0.039,-1.583,0.216,144.006,0.376,142.33,0.361,145.481,0.374,141.54,0.381,27.2,0.043,4.13,1.77,40.3,-0.834,0.195,0.052,4.33,46.0,0.022,0.024,0.024,0.024,0.024,-3.543,0.44,0.027,2.657,1.74,1.74E-4,6.5E-5,0.03745099,0.023046764,130.51985,0.185,0.0
41.6,0.035,0.04,0.042,0.042,0.043,-1.219,0.22,133.953,0.324,132.373,0.315,137.827,0.299,147.614,0.335,25.5,0.042,4.067,1.79,38.2,-0.428,0.273,0.053,4.287,46.1,0.021,0.022,0.024,0.024,0.024,-2.516,0.108,0.028,2.718,1.76,1.89E-4,6.4E-5,0.04129212,0.023046764,136.12094,0.168,0.0
40.5,0.037,0.041,0.045,0.045,0.045,-0.967,0.342,146.129,0.352,145.31,0.323,147.385,0.373,150.479,0.313,25.4,0.048,4.51,1.72,39.2,0.587,0.54,0.055,4.543,43.1,0.026,0.028,0.029,0.029,0.029,-2.733,0.455,0.05,4.631,1.67,2.1E-4,9.6E-5,0.043212686,0.027848173,138.7629,0.197,0.0
41.7,0.039,0.043,0.045,0.046,0.046,-0.434,0.154,144.996,0.326,146.519,0.348,146.747,0.328,148.68,0.341,27.4,0.04,3.878,1.82,39.4,1.892,0.252,0.052,4.25,44.7,0.022,0.024,0.025,0.025,0.025,-1.894,0.762,0.053,5.037,1.65,2.47E-4,6.9E-5,0.027159456,0.014760574,51.82974,0.145,0.0
41.0,0.037,0.042,0.044,0.044,0.044,-0.367,0.145,146.871,0.323,144.101,0.262,142.111,0.237,139.455,0.279,24.2,0.036,3.47,1.7,36.5,1.841,0.36,0.084,6.429,46.8,0.02,0.023,0.024,0.024,0.024,-0.112,0.352,0.015,1.523,1.77,2.13E-4,6.0E-5,0.02597861,0.014170151,48.61391,0.13,0.0
42.2,0.031,0.036,0.04,0.04,0.041,0.452,0.517,140.007,0.227,137.78,0.268,147.119,0.262,150.127,0.23,25.5,0.06,5.831,1.8,38.2,2.626,0.37,0.095,7.552,44.6,0.022,0.024,0.026,0.026,0.026,0.042,0.147,0.04,3.756,1.67,1.57E-4,7.3E-5,0.036206733,0.022960367,117.07649,0.3,0.0
41.9,0.029,0.034,0.037,0.038,0.038,0.788,0.208,160.275,0.252,159.665,0.285,163.416,0.282,163.749,0.28,28.0,0.064,6.205,1.82,41.4,3.258,0.308,0.043,3.736,43.8,0.024,0.026,0.028,0.028,0.028,0.127,0.397,0.034,3.21,1.7,1.43E-4,8.7E-5,0.033557456,0.02472655,127.6996,0.364,0.0
40.7,0.032,0.036,0.039,0.039,0.04,0.937,0.421,157.505,0.27,147.861,0.274,139.008,0.179,126.118,0.127,23.8,0.059,5.662,1.79,37.4,3.339,0.517,0.112,8.676,45.9,0.021,0.023,0.025,0.025,0.025,1.413,0.278,0.024,2.375,1.69,1.48E-4,5.8E-5,0.039301492,0.024563434,121.75173,0.305,0.0
42.9,0.029,0.033,0.036,0.036,0.036,1.65,0.24,129.736,0.141,126.28,0.173,136.533,0.134,147.452,0.167,25.5,0.032,3.177,1.85,36.9,4.267,0.515,0.09,6.94,44.6,0.024,0.025,0.026,0.026,0.026,1.578,0.2,0.046,4.393,1.63,1.19E-4,6.2E-5,0.03537134,0.02554597,142.34714,0.127,0.0
39.4,0.036,0.042,0.043,0.043,0.043,1.077,0.268,154.363,0.222,166.405,0.247,161.379,0.194,156.257,0.177,25.1,0.056,5.151,1.79,39.6,4.852,0.357,0.042,3.502,42.8,0.028,0.03,0.031,0.031,0.031,1.033,0.422,0.044,3.954,1.66,2.06E-4,1.02E-4,0.042249106,0.030458655,150.84732,0.231,0.0
42.0,0.029,0.034,0.036,0.037,0.037,1.807,0.293,151.317,0.211,147.033,0.09,140.455,0.103,131.992,-0.01,25.0,0.031,3.049,1.8,36.9,4.132,0.518,0.111,8.437,46.2,0.021,0.023,0.024,0.024,0.024,2.515,0.508,0.045,4.34,1.7,1.21E-4,5.9E-5,0.023959123,0.015541052,55.34597,0.129,0.0
38.9,0.041,0.046,0.049,0.05,0.05,2.067,0.355,132.725,-0.049,136.923,-0.011,142.53,0.04,154.592,0.068,21.4,0.069,6.333,1.75,36.5,4.248,0.841,0.13,9.851,46.1,0.021,0.023,0.025,0.025,0.025,2.952,0.209,0.043,4.144,1.77,2.39E-4,6.7E-5,0.032377195,0.016188597,64.82244,0.402,0.0
38.1,0.043,0.048,0.052,0.052,0.052,1.918,0.381,159.332,0.101,165.13,0.153,157.019,0.071,153.164,0.046,24.6,0.078,6.993,1.73,40.4,5.547,0.293,0.045,3.794,41.6,0.032,0.034,0.036,0.037,0.037,1.752,0.554,0.06,5.407,1.65,2.44E-4,1.27E-4,0.04331319,0.030819003,106.26503,0.378,0.0
40.8,0.033,0.037,0.04,0.04,0.04,2.196,0.277,151.621,0.036,150.327,0.039,146.033,-0.033,138.646,-0.067,24.9,0.034,3.263,1.79,37.4,5.068,0.522,0.149,11.264,45.8,0.021,0.025,0.026,0.027,0.027,3.148,0.452,0.066,6.393,1.72,1.52E-4,6.9E-5,0.033317838,0.022489542,96.19245,0.142,0.0
36.8,0.045,0.052,0.057,0.057,0.058,1.819,0.432,129.269,-0.06,126.337,-0.185,122.91,-0.089,128.289,0.036,17.8,0.079,6.864,1.68,32.9,4.987,0.672,0.233,15.29,47.9,0.017,0.019,0.02,0.02,0.02,3.602,0.124,0.025,2.503,1.73,3.07E-4,4.0E-5,0.057754815,0.019915452,127.20666,0.286,0.0
40.3,0.035,0.041,0.044,0.045,0.045,2.015,0.266,138.532,-0.057,139.674,-0.07,147.109,-0.034,152.707,-0.034,25.5,0.062,5.804,1.8,39.6,5.334,0.27,0.075,6.119,43.2,0.027,0.029,0.03,0.03,0.031,2.616,0.438,0.083,7.652,1.63,1.89E-4,9.7E-5,0.044809774,0.030868953,151.41864,0.286,0.0
39.1,0.038,0.042,0.045,0.045,0.045,1.462,0.515,156.381,-0.047,152.145,-0.085,161.712,-0.076,153.916,-0.038,24.3,0.098,8.73,1.63,38.3,4.717,0.488,0.086,6.869,41.8,0.029,0.031,0.033,0.033,0.033,1.696,0.681,0.085,7.66,1.58,2.13E-4,1.14E-4,0.044809774,0.0328605,152.61745,0.389,0.0
38.3,0.042,0.05,0.051,0.052,0.052,1.461,0.421,142.511,-0.112,129.526,-0.215,125.024,-0.23,132.011,-0.192,18.8,0.085,7.726,1.58,34.5,3.613,0.518,0.13,9.299,45.5,0.021,0.023,0.025,0.026,0.026,2.273,0.267,0.024,2.293,1.71,2.45E-4,6.2E-5,0.03713133,0.018565666,67.31076,0.419,0.0
42.5,0.036,0.04,0.042,0.042,0.042,1.647,0.185,139.598,-0.213,147.833,-0.207,153.135,-0.189,153.354,-0.231,26.6,0.031,3.03,1.74,39.0,4.124,0.225,0.07,5.659,44.4,0.023,0.024,0.025,0.025,0.025,1.681,0.423,0.051,4.797,1.65,1.96E-4,7.3E-5,0.029990692,0.017851602,78.19329,0.12,0.0
38.7,0.056,0.061,0.064,0.064,0.065,0.635,0.497,159.513,-0.172,158.894,-0.157,157.524,-0.129,154.506,-0.247,24.2,0.095,8.703,1.57,39.2,3.712,0.41,0.081,6.583,42.1,0.029,0.031,0.033,0.033,0.033,0.698,0.182,0.027,2.428,1.62,4.48E-4,1.07E-4,0.05035122,0.025562929,92.712585,0.439,0.0
40.8,0.042,0.046,0.049,0.049,0.05,0.599,0.232,141.454,-0.292,137.218,-0.32,143.492,-0.341,149.908,-0.387,22.2,0.072,6.698,1.69,36.4,2.36,0.523,0.074,5.616,43.9,0.026,0.029,0.03,0.03,0.031,0.621,0.343,0.049,4.602,1.73,2.73E-4,1.02E-4,0.03873171,0.024013659,89.95352,0.258,0.0
40.2,0.037,0.043,0.048,0.048,0.048,0.37,0.402,149.908,-0.489,147.633,-0.44,153.649,-0.43,157.676,-0.502,23.9,0.058,5.443,1.67,38.0,2.26,0.43,0.075,5.956,44.0,0.023,0.025,0.027,0.027,0.028,-0.459,0.336,0.022,2.11,1.61,1.93E-4,7.2E-5,0.037182443,0.021689758,94.61477,0.3,0.0
38.1,0.043,0.051,0.056,0.056,0.056,-1.366,0.5,166.101,-0.458,165.91,-0.41,162.474,-0.499,158.437,-0.478,22.9,0.066,5.869,1.71,39.9,1.419,0.514,0.047,3.94,41.9,0.03,0.033,0.034,0.034,0.034,-1.986,0.58,0.058,5.199,1.62,2.69E-4,1.2E-4,0.055999756,0.033999853,158.43561,0.271,0.0
41.2,0.029,0.037,0.038,0.039,0.039,-1.549,0.191,150.108,-0.546,145.5,-0.609,143.606,-0.591,139.684,-0.608,23.1,0.049,4.638,1.77,37.3,-0.586,0.606,0.092,7.113,42.0,0.03,0.031,0.032,0.032,0.032,-3.221,0.387,0.057,5.105,1.57,1.36E-4,1.04E-4,0.03899983,0.03199986,139.68277,0.185,0.0
40.1,0.039,0.042,0.044,0.044,0.045,-2.293,0.805,130.64,-0.625,131.687,-0.612,142.53,-0.473,147.699,-0.543,19.4,0.076,7.051,1.51,35.9,-2.264,0.464,0.092,6.792,43.8,0.027,0.028,0.029,0.029,0.029,-4.213,0.4,0.064,5.935,1.69,1.88E-4,9.8E-5,0.03503229,0.022576364,89.51372,0.35,0.0
38.2,0.053,0.061,0.065,0.065,0.065,-3.257,0.385,149.946,-0.535,159.504,-0.511,152.583,-0.485,148.061,-0.55,21.5,0.072,6.451,1.61,39.4,-2.515,0.304,0.073,5.96,44.5,0.023,0.025,0.027,0.028,0.028,-4.658,0.544,0.045,4.248,1.65,4.17E-4,7.3E-5,0.050602194,0.021797871,89.733116,0.26,0.0
42.2,0.032,0.037,0.041,0.041,0.041,-3.052,0.214,155.239,-0.554,152.983,-0.531,148.299,-0.543,146.509,-0.609,27.1,0.046,4.495,1.75,41.0,-3.272,0.375,0.042,3.551,42.4,0.029,0.031,0.033,0.033,0.033,-6.182,0.385,0.036,3.249,1.64,1.54E-4,1.18E-4,0.03191831,0.025690347,88.79251,0.206,0.0
39.0,0.04,0.045,0.047,0.047,0.047,-4.32,0.487,149.86,-0.589,145.653,-0.55,137.285,-0.632,135.724,-0.604,21.2,0.067,6.145,1.61,37.3,-5.162,0.634,0.083,6.513,41.4,0.03,0.032,0.034,0.035,0.035,-7.964,0.83,0.036,3.172,1.54,2.09E-4,1.16E-4,0.033365026,0.024846297,68.39808,0.331,0.0
37.9,0.041,0.047,0.051,0.051,0.051,-5.019,0.252,132.687,-0.555,124.081,-0.597,126.927,-0.596,121.73,-0.639,18.5,0.067,5.894,1.66,36.1,-6.566,0.524,0.082,6.13,43.8,0.024,0.026,0.027,0.027,0.027,-9.079,0.46,0.046,4.26,1.58,2.53E-4,6.9E-5,0.036204603,0.019167144,61.34581,0.274,0.0
39.6,0.036,0.043,0.046,0.047,0.047,-5.294,0.262,130.916,-0.637,120.054,-0.594,124.795,-0.612,125.433,-0.558,22.1,0.04,3.689,1.7,37.9,-6.898,0.356,0.089,6.959,43.1,0.027,0.03,0.032,0.032,0.032,-10.777,0.726,0.049,4.483,1.59,1.84E-4,9.1E-5,0.04677484,0.031846702,124.234085,0.145,0.0
38.1,0.041,0.047,0.051,0.052,0.052,-6.112,0.581,122.586,-0.581,126.832,-0.562,129.364,-0.598,118.788,-0.622,20.3,0.045,4.031,1.69,36.7,-8.36,0.654,0.097,7.463,43.1,0.026,0.028,0.03,0.03,0.03,-11.543,0.312,0.046,4.24,1.58,2.32E-4,8.1E-5,0.05175089,0.029856283,117.6526,0.17,0.0
38.8,0.036,0.042,0.046,0.047,0.047,-7.066,0.354,117.075,-0.589,108.05,-0.661,109.24,-0.722,108.888,-0.643,18.8,0.041,3.728,1.64,34.4,-10.196,0.447,0.124,8.707,43.8,0.024,0.027,0.029,0.029,0.029,-12.72,0.51,0.032,2.952,1.56,1.83E-4,7.6E-5,0.04677484,0.028861074,107.84723,0.136,0.0
39.8,0.035,0.044,0.045,0.046,0.046,-7.699,0.222,102.624,-0.614,108.05,-0.681,107.393,-0.688,114.657,-0.69,20.4,0.051,4.689,1.62,36.1,-11.898,0.606,0.088,6.672,44.2,0.024,0.028,0.03,0.03,0.03,-14.479,0.594,0.039,3.666,1.62,1.6E-4,8.2E-5,0.03847117,0.025089892,80.19655,0.184,0.0
35.7,0.058,0.068,0.071,0.071,0.071,-8.577,0.457,121.52,-0.622,125.547,-0.614,123.177,-0.554,122.758,-0.523,18.9,0.093,7.908,1.61,38.4,-12.992,0.48,0.068,5.44,43.9,0.025,0.028,0.03,0.031,0.031,-15.935,0.698,0.067,6.131,1.59,4.53E-4,8.4E-5,0.059379414,0.025926223,85.86278,0.401,0.0
39.1,0.05,0.058,0.063,0.063,0.063,-9.676,0.329,116.894,-0.577,113.476,-0.635,104.185,-0.717,95.617,-0.831,19.3,0.063,5.743,1.66,35.5,-14.651,0.915,0.137,10.086,41.7,0.03,0.037,0.042,0.043,0.044,-18.26,0.402,0.08,7.188,1.53,3.59E-4,1.14E-4,0.052688777,0.03679851,66.87907,0.237,0.0
37.9,0.054,0.06,0.066,0.067,0.067,-10.915,0.539,96.455,-0.73,101.139,-0.57,99.682,-0.575,101.738,-0.605,18.0,0.085,7.558,1.57,35.5,-15.638,0.467,0.101,7.383,44.4,0.023,0.027,0.03,0.031,0.031,-18.757,0.397,0.05,4.665,1.59,4.07E-4,7.1E-5,0.043115992,0.019949188,42.13183,0.307,0.0
36.9,0.053,0.056,0.06,0.06,0.063,-11.719,1.105,105.527,-0.706,101.053,-0.704,112.048,-0.684,106.232,-0.619,17.0,0.14,11.722,1.49,34.9,-16.953,0.634,0.105,7.593,43.1,0.026,0.03,0.036,0.036,0.036,-20.327,0.384,0.056,5.146,1.56,3.89E-4,8.3E-5,0.040541902,0.0231668,43.99289,0.575,0.0
38.6,0.041,0.046,0.052,0.053,0.053,-12.104,0.277,105.242,-0.616,105.546,-0.646,113.657,-0.619,116.656,-0.595,21.1,0.089,7.801,1.52,38.0,-17.811,0.413,0.111,8.528,43.5,0.026,0.031,0.036,0.036,0.038,-22.249,0.723,0.06,5.507,1.55,2.04E-4,9.0E-5,0.052014753,0.037293594,112.35914,0.32,0.0
35.9,0.06,0.07,0.085,0.09,0.091,-13.185,0.568,117.122,-0.561,122.644,-0.525,115.923,-0.57,109.107,-0.738,17.9,0.104,8.702,1.7,35.8,-19.685,1.002,0.181,13.07,38.7,0.045,0.052,0.065,0.067,0.068,-24.433,0.652,0.086,7.044,1.72,6.47E-4,3.76E-4,0.089308344,0.066735916,105.0882,0.336,0.0
35.9,0.067,0.072,0.081,0.082,0.083,-13.617,0.38,110.487,-0.764,104.528,-0.709,101.11,-0.503,106.717,-0.586,17.5,0.132,10.816,1.61,35.8,-20.51,0.514,0.132,9.544,43.3,0.027,0.031,0.037,0.037,0.037,-24.979,0.456,0.052,4.754,1.56,6.19E-4,9.2E-5,0.08145706,0.036312185,102.78623,0.466,0.0
33.7,0.084,0.094,0.104,0.105,0.109,-14.562,0.515,95.094,-0.462,107.089,-0.484,103.528,-0.424,97.636,-0.615,16.3,0.21,16.481,1.57,36.7,-21.929,0.688,0.101,7.633,39.2,0.043,0.048,0.056,0.057,0.059,-27.209,1.235,0.124,10.158,1.51,0.001132,2.49E-4,0.0965672,0.05227032,76.63308,0.884,0.0
36.9,0.05,0.055,0.058,0.059,0.06,-15.179,0.632,94.475,-0.816,80.129,-0.74,85.089,-0.581,97.816,-0.43,15.5,0.141,11.715,1.41,32.7,-23.67,0.643,0.23,15.163,43.7,0.025,0.028,0.034,0.035,0.036,-28.271,0.402,0.072,6.674,1.5,3.11E-4,7.2E-5,0.053156257,0.031893753,76.77436,0.462,0.0
36.4,0.062,0.068,0.07,0.071,0.072,-16.159,0.318,89.449,-0.4,90.915,-0.418,95.722,-0.492,99.597,-0.529,19.2,0.144,12.109,1.46,38.4,-24.287,0.593,0.091,7.244,43.0,0.031,0.036,0.039,0.039,0.04,-29.35,0.416,0.07,6.332,1.63,4.44E-4,1.24E-4,0.063787505,0.035437506,78.17224,0.585,0.0
36.9,0.07,0.074,0.081,0.082,0.084,-16.869,0.771,93.78,-0.535,89.353,-0.66,95.189,-0.612,103.671,-0.583,16.6,0.166,13.861,1.36,33.4,-25.861,0.507,0.188,12.96,40.6,0.037,0.043,0.05,0.051,0.051,-30.53,0.352,0.088,7.545,1.62,5.84E-4,2.05E-4,0.0493602,0.029968692,35.797485,0.569,0.0
37.3,0.065,0.074,0.082,0.083,0.085,-17.405,0.283,96.112,-0.472,90.343,-0.507,89.468,-0.654,91.229,-0.364,17.4,0.11,9.56,1.46,35.1,-26.806,0.465,0.13,9.485,43.7,0.026,0.032,0.042,0.044,0.044,-31.601,0.437,0.044,4.092,1.55,5.53E-4,8.9E-5,0.04994782,0.025855344,31.501276,0.432,0.0
