@RELATION novembro_15_09_20_22_07
@ATTRIBUTE time_interval NUMERIC
@ATTRIBUTE avg_cn0_l1 NUMERIC
@ATTRIBUTE phi01l1 NUMERIC
@ATTRIBUTE phi03l1 NUMERIC
@ATTRIBUTE phi10l1 NUMERIC
@ATTRIBUTE phi30l1 NUMERIC
@ATTRIBUTE phi60l1 NUMERIC
@ATTRIBUTE avgccd_l1 NUMERIC
@ATTRIBUTE sigmaccd_l1 NUMERIC
@ATTRIBUTE tec_45 NUMERIC
@ATTRIBUTE dtec_6045 NUMERIC
@ATTRIBUTE tec_30 NUMERIC
@ATTRIBUTE dtec_4530 NUMERIC
@ATTRIBUTE tec_15 NUMERIC
@ATTRIBUTE dtec_3015 NUMERIC
@ATTRIBUTE tec NUMERIC
@ATTRIBUTE dtec_15tow NUMERIC
@ATTRIBUTE f2nd_tec_cn0 NUMERIC
@ATTRIBUTE si_l1 NUMERIC
@ATTRIBUTE numerator_si_l1 NUMERIC
@ATTRIBUTE p_l1 NUMERIC
@ATTRIBUTE avg_cn0_l2 NUMERIC
@ATTRIBUTE avgccd_l2c_e5a NUMERIC
@ATTRIBUTE sigmaccd_l2c_e5a NUMERIC
@ATTRIBUTE si_l2c_e5a NUMERIC
@ATTRIBUTE numerator_si_l2c_e5a NUMERIC
@ATTRIBUTE avg_cn0_l5_e5b NUMERIC
@ATTRIBUTE phi01_l5_e5b NUMERIC
@ATTRIBUTE phi03_l5_e5b NUMERIC
@ATTRIBUTE phi10_l5_e5b NUMERIC
@ATTRIBUTE phi30_l5_e5b NUMERIC
@ATTRIBUTE phi60_l5_e5b NUMERIC
@ATTRIBUTE avgccd_l5_e5b NUMERIC
@ATTRIBUTE sigmaccd_l5_e5b NUMERIC
@ATTRIBUTE si_l5_e5b NUMERIC
@ATTRIBUTE numerator_si_l5_e5b NUMERIC
@ATTRIBUTE p_l5_e5b NUMERIC
@ATTRIBUTE t_l1 NUMERIC
@ATTRIBUTE t_e5b NUMERIC
@ATTRIBUTE vphi60_l1 NUMERIC
@ATTRIBUTE vphi60_l5_e5b NUMERIC
@ATTRIBUTE vtec NUMERIC
@ATTRIBUTE s4 NUMERIC
@ATTRIBUTE class        {0.0}
@DATA
11.0,51.9,0.017,0.019,0.023,0.023,0.023,-35.275,0.089,77.819,0.069,77.009,0.069,76.771,0.071,76.971,0.077,43.0,0.01,1.193,2.01,46.5,-52.832,0.114,0.017,1.666,52.5,0.014,0.016,0.019,0.019,0.019,-62.532,0.068,0.006,0.663,1.84,4.2E-5,2.7E-5,0.01670963,0.013803606,40.626095,0.06,0.0
11.0,51.7,0.018,0.021,0.024,0.024,0.024,-35.231,0.069,78.409,0.071,78.238,0.073,78.076,0.076,78.637,0.066,43.1,0.008,0.916,2.03,46.6,-52.673,0.165,0.015,1.451,52.5,0.014,0.017,0.019,0.019,0.019,-62.35,0.042,0.006,0.627,1.89,4.7E-5,3.0E-5,0.018309537,0.014495051,45.76771,0.035,0.0
11.0,51.7,0.017,0.02,0.022,0.022,0.022,-35.081,0.074,78.019,0.071,77.6,0.065,78.171,0.069,77.343,0.071,43.2,0.011,1.254,2.0,46.2,-52.406,0.116,0.018,1.724,52.5,0.014,0.016,0.017,0.017,0.017,-62.265,0.054,0.006,0.697,1.85,4.3E-5,2.7E-5,0.016783742,0.012969256,45.01459,0.061,0.0
11.0,51.8,0.019,0.021,0.024,0.024,0.024,-35.004,0.098,77.124,0.075,80.789,0.068,79.913,0.068,80.303,0.071,43.3,0.008,0.978,2.03,46.3,-52.315,0.13,0.019,1.888,52.2,0.016,0.017,0.019,0.02,0.02,-62.054,0.056,0.007,0.735,1.89,5.1E-5,3.1E-5,0.018309537,0.015257948,46.737347,0.044,0.0
11.0,51.8,0.018,0.021,0.024,0.024,0.024,-34.916,0.071,80.122,0.073,82.455,0.074,79.856,0.08,79.389,0.081,43.2,0.01,1.204,2.04,46.2,-52.05,0.151,0.018,1.744,52.3,0.014,0.016,0.018,0.019,0.019,-61.871,0.031,0.006,0.647,1.83,4.8E-5,2.6E-5,0.023994826,0.018995902,79.35477,0.052,0.0
11.0,51.7,0.018,0.02,0.022,0.022,0.022,-34.873,0.063,81.855,0.07,82.559,0.07,83.483,0.064,83.464,0.055,43.3,0.011,1.304,1.99,46.8,-51.97,0.109,0.015,1.506,52.2,0.014,0.016,0.017,0.017,0.017,-61.82,0.023,0.006,0.713,1.83,4.2E-5,2.7E-5,0.021995256,0.016996335,83.42801,0.057,0.0
11.0,51.5,0.019,0.022,0.024,0.025,0.025,-34.753,0.074,83.178,0.053,85.663,0.064,84.406,0.046,84.073,0.055,43.5,0.012,1.356,2.06,47.0,-51.857,0.114,0.017,1.717,52.2,0.015,0.018,0.019,0.019,0.019,-61.628,0.064,0.007,0.826,1.92,4.8E-5,3.1E-5,0.02499461,0.018995902,84.03674,0.053,0.0
11.0,51.5,0.017,0.02,0.022,0.022,0.022,-34.667,0.088,83.635,0.05,84.606,0.065,85.196,0.04,85.472,0.057,43.1,0.01,1.109,2.0,47.0,-51.853,0.112,0.017,1.704,52.4,0.014,0.016,0.017,0.018,0.018,-61.397,0.057,0.007,0.76,1.88,4.4E-5,2.9E-5,0.017378172,0.014218504,53.331852,0.05,0.0
11.0,51.2,0.016,0.02,0.022,0.022,0.022,-34.649,0.089,84.244,0.059,84.263,0.064,83.578,0.053,82.083,0.052,43.2,0.008,0.928,1.98,46.9,-51.652,0.095,0.014,1.404,52.4,0.013,0.016,0.017,0.018,0.018,-61.282,0.025,0.006,0.627,1.84,3.9E-5,2.3E-5,0.017378172,0.014218504,51.217224,0.037,0.0
11.0,51.5,0.018,0.021,0.023,0.023,0.023,-34.555,0.108,81.788,0.052,83.188,0.046,84.93,0.033,84.568,0.033,43.4,0.013,1.544,2.02,47.1,-51.501,0.121,0.013,1.284,52.5,0.014,0.017,0.019,0.019,0.019,-61.157,0.035,0.006,0.657,1.86,4.8E-5,2.7E-5,0.018168088,0.015008421,52.767784,0.083,0.0
11.0,51.6,0.017,0.021,0.023,0.023,0.023,-34.561,0.094,83.806,0.033,83.302,0.034,83.131,0.046,82.417,0.038,43.1,0.011,1.315,1.99,46.6,-51.551,0.121,0.014,1.383,52.3,0.014,0.018,0.019,0.02,0.02,-61.154,0.023,0.007,0.77,1.87,4.5E-5,2.8E-5,0.016038816,0.013946797,40.077976,0.061,0.0
11.0,51.4,0.018,0.021,0.022,0.022,0.022,-34.447,0.079,82.255,0.04,80.284,0.028,80.246,0.055,81.579,0.052,42.8,0.01,1.135,1.91,46.3,-51.436,0.132,0.015,1.438,52.1,0.013,0.015,0.016,0.016,0.016,-61.157,0.069,0.007,0.724,1.79,4.5E-5,2.3E-5,0.015341477,0.011157438,39.67047,0.047,0.0
11.0,51.5,0.019,0.022,0.024,0.024,0.024,-34.348,0.075,80.437,0.069,82.055,0.051,81.893,0.05,83.502,0.05,42.9,0.013,1.537,2.0,46.5,-51.358,0.102,0.017,1.638,52.4,0.013,0.016,0.017,0.017,0.017,-60.958,0.061,0.008,0.878,1.8,7.0E-5,2.4E-5,0.023839403,0.016886244,82.38822,0.073,0.0
11.0,51.4,0.019,0.022,0.025,0.025,0.025,-34.316,0.16,84.435,0.049,80.246,0.047,83.74,0.06,82.902,0.067,42.7,0.016,1.855,1.96,46.4,-51.233,0.113,0.018,1.754,52.5,0.014,0.017,0.018,0.018,0.018,-60.816,0.043,0.006,0.692,1.89,5.8E-5,2.9E-5,0.02483271,0.017879551,81.79623,0.087,0.0
