@RELATION observations-time_17_05_17_00_42
@ATTRIBUTE Attribute 0 NUMERIC
@ATTRIBUTE Attribute 1 NUMERIC
@ATTRIBUTE Attribute 2 NUMERIC
@ATTRIBUTE Attribute 3 NUMERIC
@ATTRIBUTE Attribute 4 NUMERIC
@ATTRIBUTE Attribute 5 NUMERIC
@ATTRIBUTE Attribute 6 NUMERIC
@ATTRIBUTE Attribute 7 NUMERIC
@ATTRIBUTE Attribute 8 NUMERIC
@ATTRIBUTE Attribute 9 NUMERIC
@ATTRIBUTE Attribute 10 NUMERIC
@ATTRIBUTE Attribute 11 NUMERIC
@ATTRIBUTE Attribute 12 NUMERIC
@ATTRIBUTE Attribute 13 NUMERIC
@ATTRIBUTE Attribute 14 NUMERIC
@ATTRIBUTE Attribute 15 NUMERIC
@ATTRIBUTE Attribute 16 NUMERIC
@ATTRIBUTE Attribute 17 NUMERIC
@ATTRIBUTE Attribute 18 NUMERIC
@ATTRIBUTE Attribute 19 NUMERIC
@ATTRIBUTE Attribute 20 NUMERIC
@ATTRIBUTE Attribute 21 NUMERIC
@ATTRIBUTE Attribute 22 NUMERIC
@ATTRIBUTE Attribute 23 NUMERIC
@ATTRIBUTE Attribute 24 NUMERIC
@ATTRIBUTE Attribute 25 NUMERIC
@ATTRIBUTE Attribute 26 NUMERIC
@ATTRIBUTE Attribute 27 NUMERIC
@ATTRIBUTE Attribute 28 NUMERIC
@ATTRIBUTE Attribute 29 NUMERIC
@ATTRIBUTE Attribute 30 NUMERIC
@ATTRIBUTE Attribute 31 NUMERIC
@ATTRIBUTE Attribute 32 NUMERIC
@ATTRIBUTE Attribute 33 NUMERIC
@ATTRIBUTE Attribute 34 NUMERIC
@ATTRIBUTE Attribute 35 NUMERIC
@ATTRIBUTE Attribute 36 NUMERIC
@ATTRIBUTE Attribute 37 NUMERIC
@ATTRIBUTE Attribute 38 NUMERIC
@ATTRIBUTE Attribute 39 NUMERIC
@ATTRIBUTE Attribute 40 NUMERIC
@ATTRIBUTE Attribute 41 NUMERIC
@ATTRIBUTE Attribute 42 NUMERIC
@ATTRIBUTE Attribute 43 NUMERIC
@ATTRIBUTE Attribute 44 NUMERIC
@ATTRIBUTE Attribute 45 NUMERIC
@ATTRIBUTE Attribute 46 NUMERIC
@ATTRIBUTE Attribute 47 NUMERIC
@ATTRIBUTE Attribute 48 NUMERIC
@ATTRIBUTE Attribute 49 NUMERIC
@ATTRIBUTE Attribute 50 NUMERIC
@ATTRIBUTE Attribute 51 NUMERIC
@ATTRIBUTE Attribute 52 NUMERIC
@ATTRIBUTE Attribute 53 NUMERIC
@ATTRIBUTE Attribute 54 NUMERIC
@ATTRIBUTE Attribute 55 NUMERIC
@ATTRIBUTE Attribute 56 NUMERIC
@ATTRIBUTE Attribute 57 NUMERIC
@ATTRIBUTE Attribute 58 NUMERIC
@ATTRIBUTE class        {1.0,2.0,3.0}
@DATA
222.0,-0.1360585,-0.11380378,-0.07445424,-0.07173585,-0.4098942,-0.08455949,-0.098719805,-0.13702227,-0.53981245,-0.43509018,-0.53593194,-0.50122523,-0.5422762,-0.5298942,-0.62081265,-0.5297769,-0.51908284,-0.5955041,-0.5283852,-0.5198445,-0.5847541,-0.52799535,-0.5197386,-0.5713382,1.0861133,-0.6588905,-0.5373634,-0.8208403,-0.5475278,-0.42521644,-0.34636247,-0.25303113,-0.34927148,0.39253324,1.2865323,1.2513645,1.1719668,1.1219456,0.4446865,-0.074600846,-0.24827994,-0.17310506,-0.3151315,-0.6129338,-0.6194256,-0.7069644,-0.7425815,-0.8056303,-0.91470766,-0.7490983,-0.7978547,-0.72556067,-0.48428866,-0.41313502,-0.9844241,-0.28726578,-0.23287281,-0.35825625,3.0
223.0,0.0028704468,-0.08061537,-0.07120998,-0.06327608,-0.4098942,-0.078509584,-0.09704555,-0.12811641,-0.3664778,-0.31664604,-0.46963105,-0.4604254,-0.50284666,-0.49768183,-0.59610647,-0.5005671,-0.4972409,-0.5749729,-0.50227433,-0.4990209,-0.56812114,-0.497318,-0.4755076,-0.55074674,-2.1659977,-1.149343,-0.5539764,-0.8621003,-0.56281525,-0.8595969,-0.5214428,-0.52489674,-0.67253715,0.39253324,1.5405914,1.5052086,1.4283439,1.3769486,0.45621923,-0.074600846,0.31248036,0.5195292,-0.17824838,-0.5437174,-0.5875222,-0.7926954,-0.5618621,-0.8226168,-0.825807,-0.7986236,-0.73843914,-0.59056824,-0.46259964,-0.37643456,-0.73648274,0.18942629,0.35920098,-0.26213902,2.0
224.0,0.034445174,0.03554406,-0.01475986,-0.04511245,-0.32607865,-0.060359854,-0.094283044,-0.111114316,-0.15665163,-0.15082428,-0.3963512,-0.39695898,-0.45926666,-0.45741642,-0.48904637,-0.4667452,-0.4654707,-0.4928482,-0.47865024,-0.47659546,-0.49327257,-0.46507108,-0.4654134,-0.52653277,-2.1289368,-1.5580535,-0.6022901,-0.90993303,-0.63973695,-1.2347431,-1.2467743,-1.2416313,-1.4375992,0.39253324,1.6337464,1.6321306,1.5565325,1.50445,0.4619856,-0.074600846,1.6199793,1.096817,0.62636864,-0.22070743,-0.44623587,-1.27279,-1.0317328,-1.2133017,-0.71305484,-0.7532617,-0.7509529,-0.7602028,-0.39753243,-0.3397341,-0.69304043,1.6274471,1.208698,0.5668717,2.0
225.0,-0.033297017,0.023928119,0.16432323,-0.10457968,-0.43783268,-0.05724847,-0.11073251,-0.06840665,-0.10191433,0.14528596,-0.31958178,-0.21562633,-0.39908475,-0.30977654,-0.3682606,-0.4083255,-0.3582464,-0.38608608,-0.43140203,-0.37407932,-0.43173045,-0.4128482,-0.32996738,-0.41213602,-0.13579099,-1.301792,1.4223851,1.2638916,1.4197617,-1.842876,-2.0471408,-1.8990502,-1.9752977,0.9416944,-1.4797137,-1.5071985,-1.4738803,-1.4823807,0.8637508,-0.08231475,0.9147915,1.0477004,0.8065318,-0.09381067,-0.28671893,-1.0670352,-0.83294135,-0.87357575,1.2395246,1.18531,1.244479,1.145924,-0.54935586,-0.5599368,1.4224709,0.920354,1.2987963,0.84921587,2.0
226.0,0.05855684,0.023928119,0.16432323,-0.023714205,-0.43783268,-0.05724847,-0.11073251,-0.06840665,-0.19314314,0.14528596,-0.2846866,-0.12496001,-0.33682755,-0.25608933,-0.31335798,-0.36220473,-0.31853366,-0.36555487,-0.3941008,-0.34204304,-0.39846444,-0.4128482,-0.31161427,-0.37400377,-0.17442718,-0.89471644,1.3571194,1.1519172,1.3487073,-0.63253415,-0.88660973,-0.7745179,-0.77705985,0.9416944,-1.2238055,-1.2600573,-1.2758745,-1.3107071,0.8774151,-0.08231475,0.47574115,0.9265755,0.7064412,-0.09381067,-0.2411427,-0.46691722,-0.2727107,-0.31302783,1.1894867,1.058055,1.1104735,1.1163818,-0.54935586,-0.5599368,0.8332873,0.28476465,0.9126612,0.60892296,2.0
227.0,-0.1653369,-0.24987625,-0.20552233,-0.10457968,-0.43783268,-0.05724847,-0.11073251,-0.12103219,-0.5580582,-0.44693455,-0.49405774,-0.44229212,-0.50284666,-0.4439946,-0.47806588,-0.5005671,-0.45752814,-0.4682108,-0.50600445,-0.47018823,-0.48162946,-0.4841909,-0.4584392,-0.48840052,-0.22584948,-0.4009941,0.7943095,0.54822916,0.7576647,-0.09548267,-0.14877176,-0.19124365,-0.14345904,0.9416944,-0.96789753,-0.9999095,-1.0250679,-1.0597985,0.8910796,-0.08231475,-0.21991234,-0.24800248,-0.23051792,-0.5552535,-0.46902394,-0.6040869,-0.38114253,-0.34700042,0.16237514,0.14309599,0.11857114,0.1153667,-0.54935586,-0.5599368,0.1100991,-0.27137607,-0.31009978,-0.29217568,3.0
228.0,-0.25719076,-0.2872132,-0.25743046,-0.10457968,-0.43783268,-0.13503303,-0.11073251,-0.17568181,-0.649287,-0.68382275,-0.5638481,-0.5782916,-0.54435146,-0.5513691,-0.5878711,-0.53131425,-0.53695357,-0.5708667,-0.5184382,-0.5342608,-0.5481615,-0.5412651,-0.53185165,-0.5646651,-0.2643929,0.11725077,0.6434357,0.4137382,0.5924095,0.3467958,0.34895653,0.38955855,0.40393722,0.9416944,-0.7119909,-0.7527684,-0.77426136,-0.80888975,0.904744,-0.08231475,-0.56715053,-0.5924861,-0.5317164,-0.6706142,-0.60575277,-0.07255396,-0.29078263,-0.14316459,-0.13818601,-0.13626033,-0.122507125,-0.090807,-0.54935586,-0.5599368,-0.13096364,-0.5097221,-0.5675232,-0.5324687,3.0
229.0,-0.25719076,-0.32455015,-0.30933863,-0.10457968,-0.43783268,-0.13503303,-0.11073251,-0.17568181,-0.74051577,-0.80226684,-0.63363844,-0.6689579,-0.5858562,-0.6050563,-0.64277375,-0.5620614,-0.5965226,-0.6119291,-0.55573946,-0.58231527,-0.5980605,-0.5412651,-0.5685579,-0.5837312,-0.2516069,0.6604268,0.4484865,0.190398,0.40293133,0.76932925,0.7541418,0.7578125,0.7800031,0.9416944,-0.45608288,-0.492619,-0.5102557,-0.5447761,0.904744,-0.08231475,-0.6836813,-0.7347245,-0.6660973,-0.78597486,-0.651329,-0.4326248,-0.48957416,-0.56782216,-0.31365225,-0.26351508,-0.33698133,-0.26743847,-0.54935586,-0.5599368,-0.3454439,-0.66861945,-0.6962349,-0.5925419,3.0
230.0,-0.3031177,-0.32455015,-0.30933863,-0.10457968,-0.43783268,-0.13503303,-0.11073251,-0.17568181,-0.74051577,-0.80226684,-0.5987433,-0.6689579,-0.5858562,-0.6050563,-0.64277375,-0.5620614,-0.5965226,-0.6119291,-0.55573946,-0.58231527,-0.5980605,-0.5412651,-0.5685579,-0.5837312,-0.0843687,1.1909331,0.21030936,-0.100491926,0.11979064,0.9608517,1.014261,0.9505892,0.9858156,0.9416944,-0.21297085,-0.24547781,-0.25944906,-0.29386744,0.91840833,-0.08231475,-0.753129,-0.8358471,-0.6827791,-0.78597486,-0.651329,-0.15828502,-0.23656683,-0.44891813,-0.5891943,-0.64460826,-0.65852857,-0.56192786,-0.54935586,-0.5599368,-0.61308914,-0.66861945,-0.76059073,-0.65261513,3.0
231.0,-0.3031177,-0.32455015,-0.36124676,-0.10457968,-0.43783268,-0.13503303,-0.11073251,-0.17568181,-0.74051577,-0.80226684,-0.5987433,-0.62362474,-0.5858562,-0.6050563,-0.64277375,-0.54668784,-0.5766663,-0.59139794,-0.5433057,-0.5662971,-0.5814275,-0.5412651,-0.5502048,-0.5837312,0.44301066,1.4255328,0.058587987,-0.27940756,-0.06968757,1.0378554,1.0867935,1.0099057,1.0202972,0.9416944,0.042937156,0.014671453,0.004558128,-0.042958673,0.9320728,-0.08231475,-0.7990351,-0.8358471,-0.7328244,-0.6706142,-0.651329,0.04746951,-0.055847477,-0.16015087,-0.8397175,-0.84808177,-0.8460704,-0.7681015,-0.54935586,-0.5599368,-0.74709386,-0.7480681,-0.76059073,-0.65261513,3.0
232.0,-0.3031177,-0.32455015,-0.36124676,-0.10457968,-0.43783268,-0.13503303,-0.11073251,-0.17568181,0.9016021,0.8559505,0.93664503,0.9177027,0.9913252,0.97871697,0.921951,0.76006764,0.7537096,0.72259796,0.91144246,0.8913542,0.865644,1.028275,1.0098102,0.97969145,0.8160307,1.4010103,-0.006677674,-0.36886534,-0.14020355,0.980596,1.049277,0.93081766,0.96857476,0.9416944,0.29884514,0.2618126,0.25536466,0.22115487,0.94573706,-0.08231475,-0.77549344,-0.7958425,-0.6660973,0.829075,0.8526874,1.0762434,1.2272612,1.130808,-0.8897554,-0.8735999,-0.8730028,-0.826875,1.6195505,-0.5599368,-0.8275695,-0.66861945,-0.76059073,-0.5925419,3.0
233.0,-0.3031177,-0.32455015,-0.36124676,-0.10457968,-0.43783268,-0.13503303,-0.11073251,-0.17568181,0.7191446,0.61906236,0.9715402,0.9630358,0.90831566,0.8981861,0.8395971,0.7908149,0.77356595,0.7431291,0.8368399,0.81126344,0.799112,1.0425435,1.0281633,0.99875766,0.9446327,0.9690033,-0.04990557,-0.41329002,-0.18757306,0.86607796,0.8666935,0.81465685,0.84896636,0.9416944,0.5547533,0.5219605,0.51937187,0.4720637,0.95940155,-0.08231475,-0.77549344,-0.8358471,-0.7495061,0.59835345,0.89826375,1.4877528,1.4441248,1.4195753,-0.8897554,-0.9243004,-0.8730028,-0.79764366,1.6195505,-0.5599368,-0.8810985,-0.66861945,-0.76059073,-0.65261513,3.0
234.0,-0.25719076,-0.2872132,-0.30933863,-0.10457968,-0.43783268,-0.13503303,-0.11073251,-0.17568181,0.44545832,0.3821741,0.3085316,0.28303844,0.45176306,0.41500103,0.4003761,0.5909581,0.57500243,0.5378172,0.7125024,0.68311834,0.6660479,0.58595014,0.56933534,0.5411705,1.0089338,0.40130442,-0.04990557,-0.41329002,-0.18757306,0.55806255,0.62658286,0.4661754,0.5407864,0.9416944,0.8106615,0.76910144,0.77017844,0.7229723,0.973066,-0.08231475,-0.7295874,-0.7347245,-0.7161426,0.3676321,0.2601961,0.25322443,0.3236636,0.34943813,-0.8897554,-0.9243004,-0.8194664,-0.70932794,1.6195505,-0.5599368,-0.9080451,-0.66861945,-0.6962349,-0.65261513,3.0
235.0,-0.25719076,-0.24987625,-0.20552233,-0.10457968,-0.43783268,-0.13503303,-0.11073251,-0.17568181,-0.649287,-0.68382275,-0.5638481,-0.5782916,-0.523599,-0.5513691,-0.5878711,-0.5159407,-0.53695357,-0.5503355,-0.50600445,-0.51824266,-0.5481615,-0.51272804,-0.53185165,-0.5455989,1.0603559,-0.19132575,-0.02786781,-0.39138198,-0.16388837,0.11578481,0.1663721,0.15723786,0.112998486,0.9416944,1.0665681,1.0292509,1.0209851,0.987086,0.973066,-0.08231475,-0.6142337,-0.4913635,-0.59844345,-0.6706142,-0.60575277,-0.19257744,-0.29078263,-0.14316459,-0.6642512,-0.6956445,-0.685461,-0.6502435,-0.54935586,-0.5599368,-0.6400358,-0.58917075,-0.50316733,-0.5925419,3.0
236.0,-0.079223946,-0.17105378,-0.101706035,-0.10457968,-0.43783268,-0.13503303,-0.11073251,-0.17568181,-0.5580582,-0.44693455,-0.5289529,-0.48762527,-0.54435146,-0.52452546,-0.6153224,-0.53131425,-0.51709723,-0.59139794,-0.530872,-0.51824266,-0.5814275,-0.5412651,-0.53185165,-0.5646651,1.0861133,-0.7218319,0.015360087,-0.3463488,-0.14020355,-0.49827108,-0.44390696,-0.38649237,-0.43439823,0.9416944,1.322476,1.2894003,1.284992,1.2379947,0.9867303,-0.08231475,0.011972127,-0.16799343,-0.3306085,-0.5552535,-0.60575277,-0.77554923,-0.7425815,-0.8056303,-0.6392322,-0.64460826,-0.63159615,-0.4148387,-0.54935586,-0.5599368,-0.69356483,-0.033030037,-0.18138814,-0.35224894,3.0
237.0,0.012629895,-0.054894343,0.0021102638,-0.10457968,-0.43783268,-0.13503303,-0.11073251,-0.17568181,-0.19314314,-0.21004635,-0.42426735,-0.44229212,-0.46134186,-0.47083825,-0.5878711,-0.46981987,-0.47738454,-0.5708667,-0.481137,-0.48620635,-0.56479454,-0.4841909,-0.4767923,-0.5646651,-2.168036,-1.1910315,-0.006677674,-0.39138198,-0.14020355,-0.95831966,-0.66400796,-0.6583571,-0.8621863,0.9416944,1.5655893,1.5365413,1.5357987,1.4889019,1.0003947,-0.08231475,0.5910948,0.66321224,0.03731705,-0.5552535,-0.5601765,-0.7412568,-0.5076461,-0.63576746,-0.6642512,-0.5939077,-0.4440543,-0.56192786,-0.54935586,-0.5599368,-0.61308914,0.5231106,0.5265261,-0.051882707,2.0
238.0,-0.033297017,-0.054894343,-0.101706035,-0.10457968,-0.43783268,-0.13503303,-0.11073251,-0.17568181,0.536687,-0.09160227,0.27363643,-0.3516258,0.14047731,-0.4439946,-0.47806588,0.099003114,-0.45752814,-0.488742,0.12811649,-0.47018823,-0.49826252,0.18643081,-0.44008607,-0.5074667,-2.1294925,-1.6103684,-0.071095705,-0.4583232,0.30873054,-1.5151162,-1.4218547,-1.394864,-1.5475096,0.9416944,1.6295658,1.6275924,1.6282012,1.5813419,1.014059,-0.08231475,1.402102,0.8254529,0.43860614,-0.20917138,-0.4234477,-0.65552574,-1.1040206,-1.2642608,-0.7896796,-0.8225636,-0.76560146,-0.73855925,1.6195505,-0.5599368,-0.7740404,1.3970461,0.8483054,0.36863002,2.0
239.0,0.021241184,-0.018387098,0.010545346,-0.06576425,-0.35401714,-0.056038488,-0.09449233,-0.09654108,-0.0927915,0.0031530177,-0.3649455,-0.33349258,-0.4405895,-0.4305728,-0.543949,-0.45290896,-0.44561434,-0.5380168,-0.46745986,-0.4605773,-0.5381817,-0.44067186,-0.4299919,-0.5246262,-0.1276375,-1.2310851,1.4395068,1.2366891,1.3106502,-1.5309114,-1.8470496,-1.6370718,-1.7285384,1.50195,-1.4333112,-1.4646261,-1.412884,-1.4387087,1.4249675,-0.074600846,0.4025268,0.8816816,0.057427846,-0.28992385,-0.4918121,-1.221351,-0.99558896,-1.1963154,0.62038875,0.7295429,0.58883786,0.5823204,-0.33246523,-0.22963274,0.69372594,0.3880479,1.2151335,0.08027843,3.0
240.0,-0.0551123,-0.048256677,-0.14582795,-0.050088786,-0.4098942,-0.054655652,-0.09244138,-0.107066184,-0.3756007,-0.008691416,-0.48009962,-0.33349258,-0.5069971,-0.4252041,-0.5933614,-0.5036418,-0.44164306,-0.5749729,-0.50724787,-0.45737368,-0.56812114,-0.5058791,-0.465964,-0.5591359,-0.17396389,-0.82237464,1.3041441,0.9976481,1.138505,-0.48444995,-0.6715111,-0.5990416,-0.67253715,1.50195,-1.1792521,-1.2107819,-1.1565068,-1.1837058,1.4365003,-0.074600846,-0.1336325,-0.09054012,-0.28918213,-0.4975731,-0.5692917,-0.7069644,-0.7606536,-0.8226168,0.43905142,0.3501286,0.32338914,0.38277048,-0.44091055,-0.22963274,0.104531325,-0.19987223,-0.07841877,-0.3041903,3.0
241.0,-0.1653369,-0.2345266,-0.17697285,-0.068501234,-0.4098942,-0.08058384,-0.0983431,-0.13843912,-0.5489353,-0.5890675,-0.54989,-0.5737583,-0.54642665,-0.5701596,-0.59610647,-0.52516484,-0.54688174,-0.5688136,-0.52589846,-0.5422699,-0.5631312,-0.5194343,-0.5358894,-0.55627596,-0.22029026,-0.33192205,1.2089581,0.8766671,1.0289629,-0.05006952,-0.14627104,-0.08002594,-0.11220993,1.50195,-0.925193,-0.95693797,-0.9001297,-0.9287029,1.448033,-0.074600846,-0.44779474,-0.6366022,-0.6312509,-0.63600594,-0.614868,-0.68981814,-0.5257183,-0.6187812,0.11800812,0.19161412,0.104185276,0.15632148,-0.48428866,-0.48653597,0.09413505,-0.45410803,-0.59326553,-0.56851256,3.0
242.0,-0.23594958,-0.29053202,-0.19384299,-0.077707455,-0.38195568,-0.09544933,-0.10206829,-0.14876182,-0.649287,-0.7075116,-0.55686903,-0.5918915,-0.523599,-0.5486847,-0.57414544,-0.5036418,-0.5230541,-0.5503355,-0.49232736,-0.5102336,-0.5315285,-0.5188635,-0.5379082,-0.5572292,-0.25735134,0.1994015,0.907041,0.54256964,0.69145495,0.4040552,0.25391275,0.5378491,0.44811684,1.50195,-0.67113394,-0.7030939,-0.64375263,-0.6737,1.4595658,-0.074600846,-0.6515471,-0.774729,-0.682223,-0.647542,-0.6011951,0.35610172,0.2333039,0.40039697,-0.28976747,-0.30511644,-0.3266682,-0.22940673,-0.48428866,-0.44983548,-0.39711216,-0.60506046,-0.7026705,-0.6105639,3.0
243.0,-0.26695025,-0.29716972,-0.3151783,-0.07720982,-0.43783268,-0.09112797,-0.10093818,-0.1479522,-0.72227,-0.77857804,-0.61270136,-0.65082467,-0.58793145,-0.61579376,-0.6400286,-0.5620614,-0.5826232,-0.6098759,-0.55573946,-0.57110256,-0.5963972,-0.5442615,-0.55846375,-0.5820152,-0.22955553,0.73072505,0.709888,0.33018345,0.48017597,0.7792014,0.7541418,0.8097138,0.8037093,1.50195,-0.41707492,-0.44924977,-0.38737556,-0.418697,1.4710984,-0.074600846,-0.71416765,-0.78328556,-0.7246688,-0.7282945,-0.66044426,-0.39833236,-0.4534303,-0.53384954,-0.5075992,-0.48377687,-0.5064587,-0.4313201,-0.5276668,-0.5232364,-0.47228962,-0.65272975,-0.71554166,-0.6406005,3.0
244.0,-0.29221004,-0.31915703,-0.28597996,-0.07596574,-0.43783268,-0.09043655,-0.10106374,-0.14653535,-0.7496387,-0.8141113,-0.6196804,-0.65989125,-0.59000665,-0.6211625,-0.6400286,-0.5651362,-0.58858013,-0.6098759,-0.55822617,-0.57590795,-0.5963972,-0.5468299,-0.5619508,-0.5844939,-0.03498477,1.2620486,0.5948679,0.18333878,0.35830703,0.996392,1.0542793,1.0074337,1.0407705,1.50195,-0.16301583,-0.19540572,-0.13099848,-0.1636941,1.4826311,-0.074600846,-0.7594852,-0.8720734,-0.75868106,-0.73983055,-0.66044426,-0.32974753,-0.34499866,-0.4659044,-0.6632171,-0.6679103,-0.6746552,-0.55978215,-0.5276668,-0.5232364,-0.6397954,-0.6845092,-0.77346194,-0.65862244,3.0
245.0,-0.29278412,-0.32206103,-0.3541094,-0.07422402,-0.4098942,-0.088708006,-0.10031033,-0.14349926,-0.72227,-0.7904225,-0.5882747,-0.62815803,-0.5651038,-0.59431887,-0.6153224,-0.54053843,-0.56276685,-0.5852385,-0.5333587,-0.5518808,-0.57144773,-0.52999294,-0.5487365,-0.56771564,0.5301969,1.4255328,0.53316224,0.09485464,0.2804703,1.0556256,1.0042562,1.0321492,1.0407705,1.50195,0.091043256,0.058438346,0.12537861,0.091308825,1.4941639,-0.074600846,-0.8252839,-0.86140555,-0.77137774,-0.70522237,-0.6285409,0.11605435,-0.0016316741,0.12861599,-0.76576144,-0.79832137,-0.76721084,-0.68146497,-0.50597775,-0.5232364,-0.66207737,-0.7242335,-0.7670263,-0.6706371,3.0
246.0,-0.2824506,-0.32330558,-0.34632316,-0.075094886,1.1546625,-0.08922657,-0.10051961,-0.14410648,2.4798598,2.4312572,2.4685438,2.4544966,2.570582,2.5624902,2.4839308,2.0729725,2.0662148,2.024275,2.3637037,2.3538113,2.3226955,2.5829759,2.5690908,2.5387287,0.8544815,1.3846618,0.49535903,0.046230994,0.23670733,0.95690274,1.0042562,0.90857416,0.9437911,1.50195,0.3451023,0.31228244,0.3817557,0.34631178,1.5056965,-0.074600846,-0.76807785,-0.89285356,-0.7690608,2.317228,2.3521461,2.190748,2.3296504,2.1329997,-0.7784711,-0.7532617,-0.78471696,-0.72764415,1.6412394,1.5686897,-0.7204823,-0.69245404,-0.7863331,-0.6646298,3.0
247.0,-0.27958015,-0.3195719,-0.34372777,-0.07347757,-0.35401714,-0.08663374,-0.09997548,-0.1412728,-0.57630396,-0.64828956,-0.49056822,-0.5238918,-0.48832,-0.51647234,-0.54120386,-0.4759693,-0.4992265,-0.5215919,-0.48611048,-0.5038263,-0.5248753,-0.48162258,-0.4936772,-0.5173811,0.9656648,0.89420927,0.46704906,0.020549856,0.21162292,0.8384357,0.82917595,0.83442837,0.8468112,1.50195,0.59916145,0.5661265,0.6381328,0.60131466,1.5172293,-0.074600846,-0.75548315,-0.81773394,-0.7557155,-0.57832557,-0.5373883,0.57900286,0.5224553,0.58724654,-0.80769324,-0.851708,-0.8216013,-0.75162,-0.4192215,-0.44983548,-0.77848667,-0.67656434,-0.7348484,-0.65862244,3.0
248.0,-0.23939408,-0.2652259,-0.25613275,-0.07136263,-0.4098942,-0.08455949,-0.09947321,-0.14005837,-0.69490135,-0.7548892,-0.5882747,-0.62815803,-0.55680287,-0.5862658,-0.607087,-0.534389,-0.55680996,-0.5811323,-0.5283852,-0.5454735,-0.5664578,-0.53998095,-0.55405897,-0.57782066,1.0212564,0.32201463,0.47094798,0.02578347,0.2054865,0.502778,0.5540504,0.41427413,0.49121907,1.50195,0.8532205,0.81997055,0.8945099,0.8563176,1.528762,-0.074600846,-0.69615835,-0.7512819,-0.6766624,-0.6936863,-0.6330985,-0.1411388,-0.16427909,-0.058233153,-0.7892793,-0.7899944,-0.6418436,-0.6314298,-0.50597775,-0.5232364,-0.8107606,-0.63684,-0.6897993,-0.6105639,3.0
249.0,-0.23078279,-0.22788893,-0.21655281,-0.07049177,-0.4098942,-0.081966676,-0.099305786,-0.13661747,-0.6310412,-0.64828956,-0.5638481,-0.58735824,-0.55057716,-0.5701596,-0.61257726,-0.53131425,-0.54688174,-0.58318543,-0.5283852,-0.5406681,-0.57144773,-0.5181501,-0.5301999,-0.5608519,1.076848,-0.25018,0.5068017,0.07008642,0.25743142,0.028908266,0.15386656,0.11769389,0.049422886,1.50195,1.1072795,1.0738146,1.150887,1.1113205,1.5402948,-0.074600846,-0.5660912,-0.50336486,-0.6046528,-0.6706142,-0.6239832,-0.5869407,-0.54379016,-0.55083585,-0.52314425,-0.56113714,-0.60400677,-0.46030256,-0.50597775,-0.48653597,-0.497441,-0.5335567,-0.50316733,-0.56250525,3.0
250.0,-0.012055816,-0.16234182,-0.089377835,-0.069123276,-0.4098942,-0.07574391,-0.09788267,-0.13175972,-0.5215667,-0.3640237,-0.5289529,-0.47855866,-0.5339752,-0.5111037,-0.6098321,-0.5236275,-0.5051834,-0.58729166,-0.52216834,-0.50863177,-0.5781009,-0.51586705,-0.51570094,-0.5648557,1.0861133,-0.7815036,0.5682531,0.13075948,0.30986094,-0.54368347,-0.5214428,-0.5001812,-0.500129,1.50195,1.3613386,1.3276588,1.407264,1.3663235,1.5518274,-0.074600846,0.30294597,-0.14054579,-0.3328327,-0.5898617,-0.6103103,-0.80984163,-0.72450954,-0.7886441,-0.3494461,-0.50838846,-0.44014585,-0.07134024,-0.48428866,-0.41313502,-0.36002067,0.1814814,-0.16851693,-0.36426356,2.0
251.0,0.06544586,-0.022120796,0.107873105,-0.061036732,-0.38195568,-0.07194111,-0.090850845,-0.1212346,-0.028931368,-0.09160227,-0.3405189,-0.36975905,-0.4198371,-0.44131026,-0.55767465,-0.435998,-0.4555425,-0.5462293,-0.45253938,-0.4669846,-0.5448349,-0.44723538,-0.45752156,-0.54502696,-2.1474671,-1.2310851,0.5429945,0.08779544,0.2995258,-1.0570425,-0.79656833,-0.7720468,-1.0281295,1.50195,1.6153977,1.5815028,1.6636411,1.6213263,1.5633602,-0.074600846,0.91208416,0.81645197,0.26632065,-0.45142883,-0.5465036,-0.65552574,-0.4534303,-0.43193185,-0.46726862,-0.369684,-0.11968255,-0.49939156,-0.2890871,-0.2663332,-0.47322908,0.84885013,0.69385135,0.1703883,2.0
252.0,-0.03788972,-0.07978565,-0.17502628,-0.07198467,-0.2981401,-0.08628804,-0.09595729,-0.15726286,1.27564,0.026841884,0.93664503,-0.32895923,0.7485222,-0.41446662,-0.46708533,0.68627447,-0.43370053,-0.47847638,0.74856037,-0.45096645,-0.48994598,0.8427839,-0.42577064,-0.47162235,-2.1289368,-1.6397955,0.48315352,0.00916995,1.2702785,-1.7678465,-1.571923,-1.5382115,-1.642334,1.50195,1.6408036,1.6322716,1.7149165,1.6723269,1.5664356,-0.074600846,1.2193017,0.5537554,0.25482872,-0.1976353,-0.43256295,-0.03826154,-1.1401645,-1.2982333,-0.8553294,-0.8676904,-0.7759475,-0.6737529,3.0510287,-0.22963274,-0.8357518,1.1428103,0.558704,0.1403517,2.0
