@RELATION observations-time_17_05_17_00_42
@ATTRIBUTE Attribute 0 NUMERIC
@ATTRIBUTE Attribute 1 NUMERIC
@ATTRIBUTE Attribute 2 NUMERIC
@ATTRIBUTE Attribute 3 NUMERIC
@ATTRIBUTE Attribute 4 NUMERIC
@ATTRIBUTE Attribute 5 NUMERIC
@ATTRIBUTE Attribute 6 NUMERIC
@ATTRIBUTE Attribute 7 NUMERIC
@ATTRIBUTE Attribute 8 NUMERIC
@ATTRIBUTE Attribute 9 NUMERIC
@ATTRIBUTE Attribute 10 NUMERIC
@ATTRIBUTE Attribute 11 NUMERIC
@ATTRIBUTE Attribute 12 NUMERIC
@ATTRIBUTE Attribute 13 NUMERIC
@ATTRIBUTE Attribute 14 NUMERIC
@ATTRIBUTE Attribute 15 NUMERIC
@ATTRIBUTE Attribute 16 NUMERIC
@ATTRIBUTE Attribute 17 NUMERIC
@ATTRIBUTE Attribute 18 NUMERIC
@ATTRIBUTE Attribute 19 NUMERIC
@ATTRIBUTE Attribute 20 NUMERIC
@ATTRIBUTE Attribute 21 NUMERIC
@ATTRIBUTE Attribute 22 NUMERIC
@ATTRIBUTE Attribute 23 NUMERIC
@ATTRIBUTE Attribute 24 NUMERIC
@ATTRIBUTE Attribute 25 NUMERIC
@ATTRIBUTE Attribute 26 NUMERIC
@ATTRIBUTE Attribute 27 NUMERIC
@ATTRIBUTE Attribute 28 NUMERIC
@ATTRIBUTE Attribute 29 NUMERIC
@ATTRIBUTE Attribute 30 NUMERIC
@ATTRIBUTE Attribute 31 NUMERIC
@ATTRIBUTE Attribute 32 NUMERIC
@ATTRIBUTE Attribute 33 NUMERIC
@ATTRIBUTE Attribute 34 NUMERIC
@ATTRIBUTE Attribute 35 NUMERIC
@ATTRIBUTE Attribute 36 NUMERIC
@ATTRIBUTE Attribute 37 NUMERIC
@ATTRIBUTE Attribute 38 NUMERIC
@ATTRIBUTE Attribute 39 NUMERIC
@ATTRIBUTE Attribute 40 NUMERIC
@ATTRIBUTE Attribute 41 NUMERIC
@ATTRIBUTE Attribute 42 NUMERIC
@ATTRIBUTE Attribute 43 NUMERIC
@ATTRIBUTE Attribute 44 NUMERIC
@ATTRIBUTE Attribute 45 NUMERIC
@ATTRIBUTE Attribute 46 NUMERIC
@ATTRIBUTE Attribute 47 NUMERIC
@ATTRIBUTE Attribute 48 NUMERIC
@ATTRIBUTE Attribute 49 NUMERIC
@ATTRIBUTE Attribute 50 NUMERIC
@ATTRIBUTE Attribute 51 NUMERIC
@ATTRIBUTE Attribute 52 NUMERIC
@ATTRIBUTE Attribute 53 NUMERIC
@ATTRIBUTE Attribute 54 NUMERIC
@ATTRIBUTE Attribute 55 NUMERIC
@ATTRIBUTE Attribute 56 NUMERIC
@ATTRIBUTE Attribute 57 NUMERIC
@ATTRIBUTE Attribute 58 NUMERIC
@ATTRIBUTE class        {1.0,2.0,3.0}
@DATA
80.0,-0.3031177,-0.32455015,-0.36124676,-0.10457968,-0.43783268,-0.13503303,-0.11073251,-0.17568181,0.9016021,0.8559505,1.0413306,1.0083688,0.8668109,0.8444989,0.8121458,1.0060451,0.9919859,0.94844085,0.8741411,0.8432998,0.832378,0.9712009,0.95475084,0.94155914,0.8932103,1.2403871,0.16708146,-0.21246633,0.09610584,0.92333734,0.939226,0.93081766,0.9340931,-1.277139,0.4267993,0.39188647,0.50617117,0.48526856,-1.2405647,-0.85295266,-0.77549344,-0.81584483,-0.6994608,0.829075,0.94383997,1.6420687,1.5706284,1.5724518,-0.76466066,-0.7973812,-0.76560146,-0.70932794,1.6195505,-0.5599368,-0.7205114,-0.7480681,-0.76059073,-0.65261513,3.0
81.0,-0.3031177,-0.32455015,-0.36124676,-0.10457968,2.3560183,-0.13503303,-0.11073251,-0.17568181,1.7226609,1.6850594,1.9137104,1.8696989,1.7176586,1.7034944,1.6356852,1.8208457,1.8060967,1.7696881,1.9683106,1.9645702,1.9467894,1.912925,1.9091129,1.8757994,0.9831763,0.6849495,0.1450437,-0.25689104,0.048736334,0.72984,0.73663384,0.6218802,0.7121172,-1.277139,0.6827073,0.6520357,0.77017844,0.74938345,-1.2405647,-0.85295266,-0.77549344,-0.75472677,-0.7161426,1.6365998,1.8097887,1.6077763,1.5525564,1.5724518,-0.8397175,-0.8735999,-0.8194664,-0.79764366,3.788457,3.1101089,-0.80062294,-0.66861945,-0.6962349,-0.65261513,3.0
82.0,-0.25719076,-0.32455015,-0.25743046,-0.10457968,2.3560183,-0.13503303,-0.11073251,-0.17568181,1.4489746,1.4481709,1.494968,1.5070337,1.738411,1.730338,1.6631365,1.9130872,1.9053783,1.8723443,1.7445033,1.724298,1.7139273,1.3279146,1.3218131,1.2847495,1.0346912,0.09272805,0.10181588,-0.3019242,0.0013667349,0.36654004,0.31143895,0.33024308,0.3694556,-1.277139,0.9386153,0.899177,1.0209851,1.0002908,-1.2269003,-0.85295266,-0.66013974,-0.6736064,-0.6827791,1.2905177,1.3996024,1.4020214,1.1730454,1.3516297,-0.71462274,-0.7211626,-0.65852857,-0.6210123,1.6195505,3.1101089,-0.85415196,-0.58917075,-0.6318791,-0.5925419,3.0
83.0,-0.25719076,-0.2872132,-0.30933863,-0.10457968,-0.43783268,-0.13503303,-0.11073251,-0.17568181,-0.5580582,-0.56537867,-0.5289529,-0.53295845,-0.54435146,-0.5513691,-0.6153224,-0.53131425,-0.53695357,-0.59139794,-0.5184382,-0.5342608,-0.5814275,-0.51272804,-0.51349854,-0.5646651,1.0603559,-0.46270946,0.058587987,-0.36886534,-0.06968757,-0.22974499,-0.093746275,-0.13439925,-0.17794068,-1.277139,1.0665681,1.042259,1.1529893,1.1323483,-1.213236,-0.85295266,-0.56715053,-0.63360184,-0.631807,-0.6706142,-0.60575277,-0.31260133,-0.43535832,-0.38097298,-0.8897554,-0.9243004,-0.8996068,-0.79764366,-0.54935586,-0.5599368,-0.9080451,-0.5097221,-0.5675232,-0.5925419,3.0
84.0,-0.033297017,-0.12956826,-0.049797874,-0.10457968,-0.43783268,-0.13503303,-0.11073251,-0.12103219,-0.3756007,-0.21004635,-0.45916253,-0.39695898,-0.48209426,-0.4439946,-0.5878711,-0.4851935,-0.45752814,-0.5708667,-0.49357074,-0.47018823,-0.56479454,-0.4699224,-0.4767923,-0.5455989,-1.6407493,-0.9932156,0.2747274,-0.100491926,0.0013667349,-0.6897935,-0.36887282,-0.5990416,-0.65745145,-0.35077596,1.4504302,1.4324807,1.5621997,1.5417256,-0.27039325,-0.9762811,0.15086745,-0.14687985,-0.29724497,-0.5552535,-0.60575277,-0.31260133,-0.34499866,-0.34700042,-0.6392322,-0.6701263,-0.685461,-0.56192786,-0.54935586,-0.5599368,-0.8275695,0.04641862,-0.18138814,-0.35224894,2.0
85.0,0.05855684,-0.013408852,0.05401844,-0.10457968,-0.43783268,-0.05724847,-0.11073251,-0.12103219,-0.010685578,0.14528596,-0.31958178,-0.26095948,-0.39908475,-0.36346376,-0.45061454,-0.4083255,-0.39795908,-0.4682108,-0.43140203,-0.42213377,-0.48162946,-0.42711675,-0.40337986,-0.48840052,-2.1423714,-1.4129612,0.6646259,0.32428044,0.40293133,-1.0550677,-0.8666001,-1.1229993,-1.1369622,-0.35077596,1.6423616,1.6275924,1.7602042,1.753017,-0.27039325,-0.9762811,0.8688853,0.9065732,0.6063506,-0.20917138,-0.4234477,-0.5012096,-0.43535832,-0.4659044,-0.3386712,-0.26351508,-0.122507125,-0.3557542,-0.54935586,-0.5599368,-0.42591965,0.84090525,0.9126612,0.6689963,2.0
86.0,-0.09070566,0.14050241,0.39661223,-0.039638482,0.03712201,0.02053608,-0.08394458,-0.07589567,-0.74051577,0.5243071,-0.63363844,-0.097760126,-0.5858562,-0.27756423,-0.31610313,-0.5620614,-0.33441877,-0.36555487,-0.55573946,-0.37087572,-0.39513785,-0.5412651,-0.39989275,-0.44759902,-0.10910696,-1.4354403,1.4779881,1.2564064,1.3650175,-2.2614603,-2.3973014,-2.1808012,-2.1272326,-0.71688354,-1.5642928,-1.5962019,-1.4664383,-1.497076,-0.77778167,-0.84523875,-0.061948385,0.69188213,0.3849465,0.49452886,-0.1363173,-1.444252,-1.0498048,-1.0943977,0.2758278,0.40576488,0.32962954,0.40587562,-0.54935586,0.21077274,-0.17867728,-0.056864627,0.9190967,0.51280576,3.0
87.0,0.09185384,0.022268696,0.25646016,0.05789772,-0.27020162,0.09382642,-0.05682182,0.04149978,0.034928765,0.80857295,-0.28119707,0.02463938,-0.392859,-0.18898028,-0.46708533,-0.41908702,-0.26690713,-0.47231704,-0.43886226,-0.31160855,-0.4849561,-0.40799686,-0.3589653,-0.45694143,-0.13690278,-1.0267298,1.6035184,1.430697,1.5390468,-0.95831966,-0.9466367,-0.82147604,-0.9527007,-0.71688354,-1.3102337,-1.3423578,-1.2100612,-1.2420732,-0.76624894,-0.84523875,0.52258885,0.37873542,-0.13181747,-0.15149105,-0.40977484,-0.5355021,-0.36307058,-0.44891813,1.2748847,1.221774,1.5543334,1.3209075,-0.22401991,0.79798007,0.94965297,0.51516575,0.558704,-0.14799991,3.0
88.0,-0.06487178,-0.11836717,0.11630819,-0.048720296,-0.38195568,-0.046185777,-0.092776224,-0.09229055,-0.31174052,-0.24557956,-0.42077783,-0.36522576,-0.43851426,-0.38493866,-0.40120217,-0.44829684,-0.40590164,-0.42098907,-0.46248636,-0.42854106,-0.44337356,-0.43681934,-0.41053757,-0.41022938,-0.20175971,-0.5771483,1.5901263,1.3759269,1.4727293,-0.42521644,-0.4464077,-0.20360096,-0.29539388,-0.71688354,-1.0561746,-1.0885139,-0.95368403,-0.9870702,-0.7547162,-0.84523875,-0.028048564,0.020139165,0.00886536,-0.43989277,-0.3641986,-0.36403996,-0.20042296,-0.33001414,0.6423055,0.55343413,0.726719,0.677633,-0.3541543,-0.30303365,0.7862292,-0.12042358,-0.10416111,-0.099941306,3.0
89.0,-0.23594958,-0.25402477,-0.25613275,-0.059917055,-0.4098942,-0.08438664,-0.09679442,-0.13601024,-0.57630396,-0.6009119,-0.53942144,-0.56469166,-0.5422762,-0.5647909,-0.5851259,-0.52823955,-0.5448961,-0.5667605,-0.5283852,-0.5406681,-0.55980456,-0.5184354,-0.5212069,-0.5536067,-0.24808608,-0.08669581,0.92780733,0.65764767,0.7280587,0.14737608,0.0037982347,0.31541374,0.26493332,-0.71688354,-0.8021155,-0.8346697,-0.69730693,-0.7320673,-0.7431835,-0.84523875,-0.47886968,-0.4378018,-0.32245293,-0.6129338,-0.5920799,-0.26116228,-0.5618621,-0.63576746,-0.09605407,-0.058362905,-0.040560257,-0.12787476,-0.48428866,-0.48653597,-0.081130646,-0.48588747,-0.477425,-0.3822855,3.0
90.0,-0.26924658,-0.2909469,-0.2502931,-0.078702725,-0.43783268,-0.09147367,-0.10114745,-0.14734498,-0.6857785,-0.7075116,-0.5987433,-0.6054915,-0.5796305,-0.58895016,-0.62904805,-0.555912,-0.56475246,-0.60166353,-0.550766,-0.5550844,-0.58974403,-0.5365565,-0.54708475,-0.57991797,-0.25735134,0.4446278,0.74709785,0.40187135,0.5629112,0.6212451,0.57906145,0.7602836,0.69595414,-0.71688354,-0.5480565,-0.5808256,-0.4409299,-0.47706434,-0.73165077,-0.84523875,-0.70898855,-0.7030542,-0.6209639,-0.70522237,-0.6467713,-0.36403996,-0.4534303,-0.5848084,-0.33833766,-0.32334843,-0.32072335,-0.23652796,-0.5276668,-0.5232364,-0.32722217,-0.64478487,-0.66405696,-0.57451993,3.0
91.0,-0.27900606,-0.3179125,-0.24964425,-0.07708541,-0.4098942,-0.08974513,-0.10127302,-0.14673775,-0.67665565,-0.7548892,-0.5778062,-0.6100248,-0.5422762,-0.5701596,-0.6015968,-0.51747805,-0.54092485,-0.5688136,-0.5122214,-0.52945536,-0.5548147,-0.5074487,-0.5248775,-0.54941213,-0.16469862,1.0168223,0.561896,0.208107,0.35475433,0.95690274,1.0042562,0.88385856,0.9761176,-0.71688354,-0.2939974,-0.32698154,-0.1845528,-0.22206143,-0.72011805,-0.84523875,-0.73205924,-0.76495016,-0.67267734,-0.68215024,-0.6239832,0.09890814,0.3236636,0.28149298,-0.5815886,-0.5755415,-0.5758591,-0.466522,-0.50597775,-0.48653597,-0.46085918,-0.66861945,-0.709106,-0.6105639,3.0
92.0,-0.29221004,-0.32537988,-0.3313996,-0.074472845,-0.38195568,-0.08818944,-0.100268476,-0.1416776,-0.649287,-0.7312004,-0.53942144,-0.58282495,-0.5132228,-0.543316,-0.56316495,-0.49441764,-0.51709723,-0.54006994,-0.48238036,-0.5006227,-0.5198854,-0.5038815,-0.5228587,-0.5412137,0.21517761,1.4255328,0.42941535,0.03436416,0.18470842,1.1148591,1.0792904,1.0321492,1.0730975,-0.71688354,-0.039938316,-0.0731375,0.07182429,0.032941494,-0.7085853,-0.84523875,-0.82340056,-0.8821857,-0.73866296,-0.647542,-0.5829646,0.90478086,0.66703075,0.77409565,-0.7302012,-0.734056,-0.7349905,-0.65954155,-0.46259964,-0.44983548,-0.6232779,-0.7242335,-0.77989745,-0.65261513,3.0
93.0,-0.29852498,-0.32372046,-0.34113234,-0.073975205,3.5294359,-0.08749802,-0.099933624,-0.14329685,0.82861906,0.7493508,1.3100237,1.2803679,1.2258271,1.2068876,1.1525421,1.2258875,1.210406,1.1742839,1.4784212,1.4648038,1.4378194,0.9175511,0.8995079,0.87635297,0.74329823,1.4255328,0.3907645,-0.009877966,0.15025787,1.0358813,1.0042562,1.0568638,1.0407705,-0.71688354,0.21412076,0.18070658,0.32820138,0.2879444,-0.6970526,-0.84523875,-0.7918548,-0.8798521,-0.75247175,0.7483225,1.2172974,0.37324792,0.3417355,0.2475204,-0.7337039,-0.72065896,-0.73157465,-0.62788475,4.9813557,5.1653347,-0.6270978,-0.7083438,-0.77989745,-0.65862244,3.0
94.0,-0.28359875,-0.31210452,-0.33529273,-0.0754681,1.4340476,-0.088016585,-0.100477755,-0.14430888,2.2700336,2.2180579,2.5034392,2.4952965,2.2177913,2.2001014,2.1325538,2.4834476,2.4732702,2.4307923,2.2169855,2.2048423,2.1746616,2.4186022,2.4099696,2.378192,0.9193384,1.1803066,0.3529613,-0.049555756,0.11930614,0.9174135,0.9292221,0.93328875,0.93301535,-0.71688354,0.46817982,0.43455067,0.5845785,0.54294735,-0.6855199,-0.84523875,-0.79314965,-0.8269572,-0.7382923,2.0980425,2.388607,2.4650877,2.4019382,2.421767,-0.8410518,-0.8411314,-0.7675065,-0.7729215,2.118399,1.7888924,-0.7623187,-0.7083438,-0.74128395,-0.64660776,3.0
95.0,-0.27441338,-0.30920053,-0.3281553,-0.07434843,2.7750962,-0.088016585,-0.10035218,-0.14188,1.0475682,0.99808353,1.3763245,1.352901,1.0535823,1.0297198,0.9823439,1.4318937,1.4169121,1.3816489,1.653737,1.6410036,1.6141293,1.3931217,1.3763219,1.3518623,0.9934606,0.608112,0.29939267,-0.12416477,0.04905934,0.7199679,0.70411867,0.6119939,0.69595414,-0.71688354,0.72223896,0.6883947,0.8409556,0.7979502,-0.67398715,-0.84523875,-0.75289357,-0.7087215,-0.7280052,0.9675077,1.2856618,0.8190498,0.7031746,0.7401231,-0.9223468,-0.9331981,-0.90101916,-0.8558263,3.9185915,4.064321,-0.9193955,-0.67656434,-0.67049253,-0.6406005,3.0
96.0,-0.23307914,-0.28596863,-0.23212524,-0.07434843,0.51207674,-0.08922657,-0.10018476,-0.14390408,1.8138899,1.7798147,2.3464108,2.3502305,2.37966,2.3719006,2.2945168,2.701753,2.6916902,2.648423,2.1075685,2.0943172,2.066547,1.2547169,1.236104,1.213061,1.0490522,0.035917323,0.2697265,-0.1595828,0.008203065,0.3843102,0.2789238,0.2906991,0.32958627,-0.71688354,0.97629803,0.94223875,1.0973327,1.0529531,-0.6624544,-0.84523875,-0.6568439,-0.672384,-0.6499716,1.6827441,2.2290902,2.1393094,1.8597797,2.0480683,-0.7857766,-0.7705201,-0.71249205,-0.65332216,0.8604333,0.7612796,-0.8918699,-0.60506046,-0.6383146,-0.5925419,3.0
97.0,-0.20093028,-0.22664435,-0.20941544,-0.07136263,-0.4098942,-0.079719566,-0.09800824,-0.1244731,-0.46682942,-0.458779,-0.49405774,-0.4921586,-0.5194485,-0.51915675,-0.6098321,-0.5113286,-0.51312596,-0.58729166,-0.5147081,-0.5134372,-0.5781009,-0.5047376,-0.49844903,-0.56542766,1.0861133,-0.5362773,0.21683589,-0.21471803,-0.039327938,-0.24751511,-0.12125902,-0.12945615,-0.24151626,-0.71688354,1.230357,1.196083,1.3537097,1.3079561,-0.65092176,-0.84523875,-0.39565018,-0.41579932,-0.5085473,-0.6129338,-0.6103103,-0.2954547,-0.34499866,-0.4828907,-0.76005715,-0.8299504,-0.7894137,-0.6474137,-0.46259964,-0.41313502,-0.8275367,-0.38260418,-0.4452471,-0.49642467,3.0
98.0,-0.019518947,-0.08932732,-0.008271349,-0.05630921,-0.38195568,-0.059495583,-0.09357149,-0.118198514,-0.35735494,-0.1271355,-0.44520444,-0.3516258,-0.46964285,-0.4225197,-0.58238083,-0.474432,-0.44164306,-0.56470734,-0.48362374,-0.45417005,-0.5581413,-0.45907828,-0.4518321,-0.5379725,-2.1845284,-1.0267298,0.364404,-0.043409348,0.11532282,-0.7213848,-0.37137353,-0.62375623,-0.67253715,-0.71688354,1.4844161,1.449927,1.6100868,1.562959,-0.63938904,-0.84523875,0.1521622,-0.120099016,-0.27509528,-0.5552535,-0.5829646,-0.2954547,-0.3088548,-0.34700042,-0.6120783,-0.6797293,-0.6540289,-0.5423056,-0.39753243,-0.22963274,-0.8364182,0.04641862,-0.14277464,-0.3222123,2.0
99.0,0.08324255,0.008163607,0.09814034,-0.044117182,-0.32607865,-0.037024487,-0.0826889,-0.07285958,-0.010685578,0.18081917,-0.29864466,-0.24282621,-0.38870853,-0.35541067,-0.43414375,-0.41447496,-0.38604528,-0.4476796,-0.43388873,-0.40771744,-0.45834327,-0.42226544,-0.40209514,-0.48401532,-2.1289368,-1.4354403,0.7261621,0.34034634,0.49675536,-1.0767868,-0.8465915,-1.1180562,-1.1251091,-0.71688354,1.6707261,1.6360793,1.7980967,1.7584612,-0.6305473,-0.84523875,0.89007276,1.0279204,0.6914276,-0.20917138,-0.39610198,-0.39833236,-0.36307058,-0.3639867,-0.37039524,-0.25780717,-0.16658434,-0.43604687,-0.24570899,0.027270466,-0.49391964,0.8806297,1.022066,0.82518667,2.0
100.0,0.04076015,0.16539368,0.35703227,-0.046729762,-0.07463204,-0.050507143,-0.100477755,-0.11597205,0.20826344,0.32295212,-0.04739932,0.106239095,-0.1272285,-0.052077852,0.19449122,-0.20385669,-0.16365407,0.06559997,-0.26478982,-0.22991602,-0.049171332,-0.20923604,-0.16680816,0.042209867,-0.1276375,-1.3536983,1.3495758,1.2730199,1.3738993,-2.3009496,-1.9721068,-1.9830815,-2.299641,-0.16217516,-1.5333823,-1.5653175,-1.5160046,-1.5358932,-0.22421114,-0.84523875,0.9370382,1.3665143,0.59309787,0.4253125,0.3786944,-0.65552574,-0.36307058,-0.24508229,2.154518,2.1960292,2.0539958,2.1974719,-0.07219647,-0.046130452,2.4857507,1.0077477,1.4918638,0.4707545,2.0
101.0,0.31287712,0.26744807,0.58997005,0.055036325,0.9590929,0.1520784,-0.054310452,0.1406787,0.01668304,0.39401853,-0.13812679,0.115305744,-0.16458277,-0.01986553,0.16978513,-0.24075335,-0.13982645,0.016325153,-0.29338744,-0.21389787,-0.08742724,-0.3058341,-0.16662465,-0.1318639,-0.14616805,-0.9858588,0.98493594,1.1231325,1.0029097,-0.82010764,-0.9716487,-0.9203364,-0.8664966,-0.16217516,-1.2793232,-1.3114735,-1.3137515,-1.2808902,-0.21267842,-0.84523875,0.7680097,1.3671812,2.4525583,0.47145677,0.2829842,-0.449771,0.08872843,0.31546554,2.720113,2.696252,2.8591123,2.544422,-0.20233086,0.24747322,1.3156425,0.562835,1.2987963,2.5432813,2.0
102.0,-0.08783524,-0.20092335,-0.14453025,-0.0856696,-0.4098942,-0.10737629,-0.104412235,-0.16697834,-0.44858366,-0.37586808,-0.50452626,-0.4921586,-0.523599,-0.52452546,-0.61806756,-0.5159407,-0.51709723,-0.593451,-0.5184382,-0.51824266,-0.58309084,-0.52442825,-0.52763045,-0.57400745,-0.20175971,-0.5362773,0.70327663,0.73310864,0.6556586,-0.3857272,-0.47141972,-0.32717595,-0.316945,-0.16217516,-1.025264,-1.0576295,-1.0573744,-1.0258874,-0.20114571,-0.84523875,-0.31101823,-0.25900373,-0.5479348,-0.63600594,-0.6194256,-0.5355021,-0.63414985,-0.77165776,1.187852,1.1009659,1.0393981,0.95828426,-0.46259964,-0.41313502,0.951328,-0.334935,-0.29722863,-0.5144467,3.0
103.0,-0.18542996,-0.26107734,-0.19319415,-0.08007122,-0.38195568,-0.097177885,-0.10211014,-0.14694016,-0.6310412,-0.64828956,-0.5464005,-0.56922495,-0.52774954,-0.54063165,-0.58238083,-0.50979125,-0.5210685,-0.5564949,-0.50227433,-0.5118354,-0.5415083,-0.48048112,-0.48835477,-0.5194784,-0.24808608,-0.004953723,0.1831012,0.16404757,0.107409984,0.2066096,0.30393583,0.09297832,0.14640233,-0.16217516,-0.771205,-0.8037854,-0.80099726,-0.7708844,-0.189613,-0.84523875,-0.63400865,-0.6981648,-0.65377134,-0.647542,-0.5966375,-0.19257744,-0.20042296,-0.07521944,0.4444556,0.39585987,0.46343774,0.49055296,-0.48428866,-0.44983548,0.6340757,-0.58917075,-0.6576214,-0.5925419,3.0
104.0,-0.25030175,-0.29136175,-0.23861377,-0.08019563,-0.38195568,-0.09510362,-0.10265427,-0.15240513,-0.6219184,-0.6956672,-0.53593194,-0.5737583,-0.51529807,-0.543316,-0.57414544,-0.5036418,-0.5230541,-0.5523886,-0.49605748,-0.5134372,-0.5365184,-0.5212891,-0.53992707,-0.5604705,-0.24808608,0.52636987,-0.14746487,-0.22354212,-0.2625031,0.7397129,0.57906145,0.68613875,0.739056,-0.16217516,-0.51714593,-0.54994124,-0.54462016,-0.5158814,-0.17808028,-0.84523875,-0.71675724,-0.76239425,-0.68732023,-0.6590781,-0.5966375,0.35610172,0.21523197,0.28149298,0.042417556,0.051600125,0.1623528,0.14773877,-0.46259964,-0.44983548,0.005029277,-0.65272975,-0.7026705,-0.6165712,3.0
105.0,-0.28761736,-0.30505198,-0.27884257,-0.078827135,-0.43783268,-0.093202226,-0.10114745,-0.15078588,-0.74051577,-0.8141113,-0.6196804,-0.65989125,-0.59000665,-0.6184781,-0.6400286,-0.5651362,-0.58460885,-0.6098759,-0.55822617,-0.5727043,-0.5963972,-0.5459737,-0.56140023,-0.58430314,-0.13690278,1.0985645,-0.36377382,-0.4689729,-0.5215285,0.95690274,1.0042562,0.90857416,0.93301535,-0.16217516,-0.2630869,-0.2960972,-0.2882431,-0.26087853,-0.16654755,-0.84523875,-0.79750484,-0.8311799,-0.7508036,-0.73983055,-0.66044426,-0.38118616,-0.43535832,-0.53384954,-0.21257569,-0.22711821,-0.19469929,-0.23149027,-0.5276668,-0.5232364,-0.18298514,-0.7083438,-0.7477196,-0.65862244,3.0
106.0,-0.285321,-0.32247588,-0.34632316,-0.0754681,-0.43783268,-0.090263695,-0.10031033,-0.1449161,-0.7496387,-0.8259557,-0.6161909,-0.65989125,-0.583781,-0.61579376,-0.63453835,-0.5574494,-0.5806376,-0.60166353,-0.55200934,-0.56950074,-0.58974403,-0.542692,-0.55571073,-0.5741981,0.2985651,1.4255328,-0.52634466,-0.6450892,-0.7111143,1.1148591,1.0792904,1.0321492,1.0515463,-0.16217516,-0.009027795,-0.042253137,-0.031866003,-0.005875616,-0.15501484,-0.84523875,-0.8117475,-0.8738514,-0.7435748,-0.73983055,-0.6558866,-0.24401607,-0.29078263,-0.41494554,-0.38660753,-0.4310618,-0.3579361,-0.34723362,-0.5276668,-0.5232364,-0.32218614,-0.7162886,-0.77346194,-0.65261513,3.0
107.0,-0.28819147,-0.32247588,-0.3281553,-0.07198467,-0.38195568,-0.086979456,-0.097840816,-0.13034287,-0.64016414,-0.719356,-0.51848435,-0.5601584,-0.48832,-0.5218411,-0.53845876,-0.4836561,-0.5091547,-0.5277512,-0.49108398,-0.5118354,-0.5298652,-0.469637,-0.4903736,-0.5082293,0.7803593,1.4255328,-0.58364266,-0.72657484,-0.78663635,1.0161363,0.9792443,0.9580034,1.0299952,-0.16217516,0.24503128,0.21159093,0.22451109,0.2491273,-0.14348212,-0.84523875,-0.8142193,-0.8486263,-0.7046507,-0.63600594,-0.5601765,0.5275638,0.48631096,0.46834213,-0.51904124,-0.48700023,-0.52146864,-0.44640222,-0.46259964,-0.48653597,-0.4198821,-0.7162886,-0.76059073,-0.6285858,3.0
108.0,-0.27900606,-0.30256286,-0.33853698,-0.07434843,1.3222936,-0.08542377,-0.099305786,-0.14451128,1.9233644,1.87457,2.4266696,2.4227636,1.9625368,1.95314,1.885492,1.8346819,1.825953,1.7861131,2.1262193,2.1151407,2.0865066,2.047192,2.030427,2.0025892,0.93786895,1.0985645,-0.6963742,-0.8464604,-0.90242267,0.8581799,0.879199,0.88385856,0.87913775,-0.16217516,0.49909034,0.46543503,0.4808882,0.50413024,-0.1319494,-0.84523875,-0.7757289,-0.8112887,-0.7235567,1.7981048,2.3202426,2.019286,2.2212183,2.0140958,-0.5860253,-0.5793691,-0.6067985,-0.53107953,1.8798192,1.9723947,-0.5676878,-0.69245404,-0.7348484,-0.6406005,3.0
109.0,-0.252024,-0.28472406,-0.30479667,-0.07347757,0.34444562,-0.086460896,-0.09964063,-0.14046317,1.5675721,1.4955487,1.3170027,1.293968,1.659552,1.6444385,1.5862728,1.7224547,1.7088004,1.6711385,2.005612,1.9918009,1.9650857,1.7602515,1.7420996,1.7179321,1.0027258,0.52636987,-0.72934604,-0.8891811,-0.94387084,0.6015008,0.6791076,0.6119939,0.6528519,-0.16217516,0.75314945,0.71927905,0.7372653,0.7591331,-0.120416686,-0.84523875,-0.7315884,-0.75694925,-0.7242981,1.4404866,1.2309703,0.90478086,1.3899086,0.9099859,-0.66828763,-0.5889384,-0.5939892,-0.568085,0.49171925,0.6511783,-0.6891113,-0.66861945,-0.6962349,-0.6406005,3.0
110.0,-0.22446783,-0.25029108,-0.22758329,-0.07571693,-0.4098942,-0.08991799,-0.10093818,-0.1449161,-0.66753274,-0.64828956,-0.5778062,-0.60095817,-0.55680287,-0.5782127,-0.607087,-0.5374637,-0.5528387,-0.5811323,-0.52962863,-0.5422699,-0.5664578,-0.5152964,-0.5313011,-0.5543694,1.0583175,-0.04582477,-0.7440943,-0.9169921,-0.97299236,0.22635385,0.20388965,0.1918387,0.18950458,-0.16217516,1.0072086,0.97312313,0.9936424,1.0141361,-0.10888396,-0.84523875,-0.6336555,-0.46858308,-0.6680435,-0.6706142,-0.6194256,-0.021115331,-0.21849489,-0.024260582,-0.50282896,-0.4761214,-0.5098745,-0.46978718,-0.50597775,-0.48653597,-0.6381823,-0.58917075,-0.49673176,-0.6045565,3.0
